model,repeat,fold,metric,value
B1_pam50_centroid,0,0,precision__BRCA_LumA,0.9655172413793104
B1_pam50_centroid,0,1,precision__BRCA_LumA,0.9875
B1_pam50_centroid,0,2,precision__BRCA_LumA,0.9871794871794872
B1_pam50_centroid,0,3,precision__BRCA_LumA,0.9868421052631579
B1_pam50_centroid,0,4,precision__BRCA_LumA,1.0
B1_pam50_centroid,1,0,precision__BRCA_LumA,0.9863013698630136
B1_pam50_centroid,1,1,precision__BRCA_LumA,0.9767441860465116
B1_pam50_centroid,1,2,precision__BRCA_LumA,1.0
B1_pam50_centroid,1,3,precision__BRCA_LumA,0.9866666666666667
B1_pam50_centroid,1,4,precision__BRCA_LumA,1.0
B1_pam50_centroid,2,0,precision__BRCA_LumA,1.0
B1_pam50_centroid,2,1,precision__BRCA_LumA,0.9743589743589743
B1_pam50_centroid,2,2,precision__BRCA_LumA,0.9886363636363636
B1_pam50_centroid,2,3,precision__BRCA_LumA,0.987012987012987
B1_pam50_centroid,2,4,precision__BRCA_LumA,0.9875
B1_pam50_centroid,3,0,precision__BRCA_LumA,0.975
B1_pam50_centroid,3,1,precision__BRCA_LumA,0.9876543209876543
B1_pam50_centroid,3,2,precision__BRCA_LumA,1.0
B1_pam50_centroid,3,3,precision__BRCA_LumA,1.0
B1_pam50_centroid,3,4,precision__BRCA_LumA,1.0
B1_pam50_centroid,4,0,precision__BRCA_LumA,1.0
B1_pam50_centroid,4,1,precision__BRCA_LumA,0.9876543209876543
B1_pam50_centroid,4,2,precision__BRCA_LumA,1.0
B1_pam50_centroid,4,3,precision__BRCA_LumA,0.975
B1_pam50_centroid,4,4,precision__BRCA_LumA,0.9878048780487805
B2_elasticnet_logreg,0,0,precision__BRCA_LumA,0.9375
B2_elasticnet_logreg,0,1,precision__BRCA_LumA,0.9662921348314607
B2_elasticnet_logreg,0,2,precision__BRCA_LumA,0.9666666666666667
B2_elasticnet_logreg,0,3,precision__BRCA_LumA,0.9680851063829787
B2_elasticnet_logreg,0,4,precision__BRCA_LumA,0.9777777777777777
B2_elasticnet_logreg,1,0,precision__BRCA_LumA,0.9468085106382979
B2_elasticnet_logreg,1,1,precision__BRCA_LumA,0.9361702127659575
B2_elasticnet_logreg,1,2,precision__BRCA_LumA,0.9770114942528736
B2_elasticnet_logreg,1,3,precision__BRCA_LumA,0.9550561797752809
B2_elasticnet_logreg,1,4,precision__BRCA_LumA,0.9456521739130435
B2_elasticnet_logreg,2,0,precision__BRCA_LumA,0.9883720930232558
B2_elasticnet_logreg,2,1,precision__BRCA_LumA,0.9560439560439561
B2_elasticnet_logreg,2,2,precision__BRCA_LumA,0.9489795918367347
B2_elasticnet_logreg,2,3,precision__BRCA_LumA,0.946236559139785
B2_elasticnet_logreg,2,4,precision__BRCA_LumA,0.9651162790697675
B2_elasticnet_logreg,3,0,precision__BRCA_LumA,0.9239130434782609
B2_elasticnet_logreg,3,1,precision__BRCA_LumA,0.9545454545454546
B2_elasticnet_logreg,3,2,precision__BRCA_LumA,0.9468085106382979
B2_elasticnet_logreg,3,3,precision__BRCA_LumA,0.9880952380952381
B2_elasticnet_logreg,3,4,precision__BRCA_LumA,0.989247311827957
B2_elasticnet_logreg,4,0,precision__BRCA_LumA,0.9680851063829787
B2_elasticnet_logreg,4,1,precision__BRCA_LumA,0.967032967032967
B2_elasticnet_logreg,4,2,precision__BRCA_LumA,0.9560439560439561
B2_elasticnet_logreg,4,3,precision__BRCA_LumA,0.9468085106382979
B2_elasticnet_logreg,4,4,precision__BRCA_LumA,0.9680851063829787
B3_linear_svm,0,0,precision__BRCA_LumA,0.9
B3_linear_svm,0,1,precision__BRCA_LumA,0.9468085106382979
B3_linear_svm,0,2,precision__BRCA_LumA,0.9473684210526315
B3_linear_svm,0,3,precision__BRCA_LumA,0.8737864077669902
B3_linear_svm,0,4,precision__BRCA_LumA,0.9375
B3_linear_svm,1,0,precision__BRCA_LumA,0.9090909090909091
B3_linear_svm,1,1,precision__BRCA_LumA,0.8979591836734694
B3_linear_svm,1,2,precision__BRCA_LumA,0.9361702127659575
B3_linear_svm,1,3,precision__BRCA_LumA,0.9340659340659341
B3_linear_svm,1,4,precision__BRCA_LumA,0.9148936170212766
B3_linear_svm,2,0,precision__BRCA_LumA,0.9368421052631579
B3_linear_svm,2,1,precision__BRCA_LumA,0.9052631578947369
B3_linear_svm,2,2,precision__BRCA_LumA,0.9191919191919192
B3_linear_svm,2,3,precision__BRCA_LumA,0.9278350515463918
B3_linear_svm,2,4,precision__BRCA_LumA,0.9148936170212766
B3_linear_svm,3,0,precision__BRCA_LumA,0.8865979381443299
B3_linear_svm,3,1,precision__BRCA_LumA,0.93
B3_linear_svm,3,2,precision__BRCA_LumA,0.900990099009901
B3_linear_svm,3,3,precision__BRCA_LumA,0.9247311827956989
B3_linear_svm,3,4,precision__BRCA_LumA,0.9479166666666666
B3_linear_svm,4,0,precision__BRCA_LumA,0.9183673469387755
B3_linear_svm,4,1,precision__BRCA_LumA,0.967391304347826
B3_linear_svm,4,2,precision__BRCA_LumA,0.9175257731958762
B3_linear_svm,4,3,precision__BRCA_LumA,0.9019607843137255
B3_linear_svm,4,4,precision__BRCA_LumA,0.9484536082474226
B4_random_forest,0,0,precision__BRCA_LumA,0.8952380952380953
B4_random_forest,0,1,precision__BRCA_LumA,0.9306930693069307
B4_random_forest,0,2,precision__BRCA_LumA,0.9583333333333334
B4_random_forest,0,3,precision__BRCA_LumA,0.92
B4_random_forest,0,4,precision__BRCA_LumA,0.9789473684210527
B4_random_forest,1,0,precision__BRCA_LumA,0.9578947368421052
B4_random_forest,1,1,precision__BRCA_LumA,0.8857142857142857
B4_random_forest,1,2,precision__BRCA_LumA,0.9029126213592233
B4_random_forest,1,3,precision__BRCA_LumA,0.9405940594059405
B4_random_forest,1,4,precision__BRCA_LumA,0.9019607843137255
B4_random_forest,2,0,precision__BRCA_LumA,0.9680851063829787
B4_random_forest,2,1,precision__BRCA_LumA,0.8932038834951457
B4_random_forest,2,2,precision__BRCA_LumA,0.9223300970873787
B4_random_forest,2,3,precision__BRCA_LumA,0.9393939393939394
B4_random_forest,2,4,precision__BRCA_LumA,0.9484536082474226
B4_random_forest,3,0,precision__BRCA_LumA,0.9117647058823529
B4_random_forest,3,1,precision__BRCA_LumA,0.94
B4_random_forest,3,2,precision__BRCA_LumA,0.9090909090909091
B4_random_forest,3,3,precision__BRCA_LumA,0.9207920792079208
B4_random_forest,3,4,precision__BRCA_LumA,0.9393939393939394
B4_random_forest,4,0,precision__BRCA_LumA,0.93
B4_random_forest,4,1,precision__BRCA_LumA,0.9484536082474226
B4_random_forest,4,2,precision__BRCA_LumA,0.8796296296296297
B4_random_forest,4,3,precision__BRCA_LumA,0.9207920792079208
B4_random_forest,4,4,precision__BRCA_LumA,0.9587628865979382
B5_xgboost,0,0,precision__BRCA_LumA,0.9117647058823529
B5_xgboost,0,1,precision__BRCA_LumA,0.9565217391304348
B5_xgboost,0,2,precision__BRCA_LumA,0.9782608695652174
B5_xgboost,0,3,precision__BRCA_LumA,0.9578947368421052
B5_xgboost,0,4,precision__BRCA_LumA,0.9782608695652174
B5_xgboost,1,0,precision__BRCA_LumA,0.9473684210526315
B5_xgboost,1,1,precision__BRCA_LumA,0.9292929292929293
B5_xgboost,1,2,precision__BRCA_LumA,0.9583333333333334
B5_xgboost,1,3,precision__BRCA_LumA,0.9484536082474226
B5_xgboost,1,4,precision__BRCA_LumA,0.9787234042553191
B5_xgboost,2,0,precision__BRCA_LumA,0.9662921348314607
B5_xgboost,2,1,precision__BRCA_LumA,0.9191919191919192
B5_xgboost,2,2,precision__BRCA_LumA,0.9494949494949495
B5_xgboost,2,3,precision__BRCA_LumA,0.9479166666666666
B5_xgboost,2,4,precision__BRCA_LumA,0.956989247311828
B5_xgboost,3,0,precision__BRCA_LumA,0.9484536082474226
B5_xgboost,3,1,precision__BRCA_LumA,0.96875
B5_xgboost,3,2,precision__BRCA_LumA,0.9354838709677419
B5_xgboost,3,3,precision__BRCA_LumA,0.9680851063829787
B5_xgboost,3,4,precision__BRCA_LumA,0.979381443298969
B5_xgboost,4,0,precision__BRCA_LumA,0.967741935483871
B5_xgboost,4,1,precision__BRCA_LumA,0.967391304347826
B5_xgboost,4,2,precision__BRCA_LumA,0.9484536082474226
B5_xgboost,4,3,precision__BRCA_LumA,0.9583333333333334
B5_xgboost,4,4,precision__BRCA_LumA,0.96875
B2_elasticnet_logreg__LATE,0,0,precision__BRCA_LumA,0.8877551020408163
B2_elasticnet_logreg__LATE,0,1,precision__BRCA_LumA,0.9213483146067416
B2_elasticnet_logreg__LATE,0,2,precision__BRCA_LumA,0.8823529411764706
B2_elasticnet_logreg__LATE,0,3,precision__BRCA_LumA,0.875
B2_elasticnet_logreg__LATE,0,4,precision__BRCA_LumA,0.89
B2_elasticnet_logreg__LATE,1,0,precision__BRCA_LumA,0.8910891089108911
B2_elasticnet_logreg__LATE,1,1,precision__BRCA_LumA,0.8425925925925926
B2_elasticnet_logreg__LATE,1,2,precision__BRCA_LumA,0.8811881188118812
B2_elasticnet_logreg__LATE,1,3,precision__BRCA_LumA,0.8876404494382022
B2_elasticnet_logreg__LATE,1,4,precision__BRCA_LumA,0.8958333333333334
B2_elasticnet_logreg__LATE,2,0,precision__BRCA_LumA,0.8829787234042553
B2_elasticnet_logreg__LATE,2,1,precision__BRCA_LumA,0.8301886792452831
B2_elasticnet_logreg__LATE,2,2,precision__BRCA_LumA,0.898989898989899
B2_elasticnet_logreg__LATE,2,3,precision__BRCA_LumA,0.9175257731958762
B2_elasticnet_logreg__LATE,2,4,precision__BRCA_LumA,0.9120879120879121
B2_elasticnet_logreg__LATE,3,0,precision__BRCA_LumA,0.8854166666666666
B2_elasticnet_logreg__LATE,3,1,precision__BRCA_LumA,0.946236559139785
B2_elasticnet_logreg__LATE,3,2,precision__BRCA_LumA,0.8640776699029126
B2_elasticnet_logreg__LATE,3,3,precision__BRCA_LumA,0.8877551020408163
B2_elasticnet_logreg__LATE,3,4,precision__BRCA_LumA,0.9381443298969072
B2_elasticnet_logreg__LATE,4,0,precision__BRCA_LumA,0.88
B2_elasticnet_logreg__LATE,4,1,precision__BRCA_LumA,0.9361702127659575
B2_elasticnet_logreg__LATE,4,2,precision__BRCA_LumA,0.8613861386138614
B2_elasticnet_logreg__LATE,4,3,precision__BRCA_LumA,0.87
B2_elasticnet_logreg__LATE,4,4,precision__BRCA_LumA,0.900990099009901
B3_linear_svm__LATE,0,0,precision__BRCA_LumA,0.8378378378378378
B3_linear_svm__LATE,0,1,precision__BRCA_LumA,0.8823529411764706
B3_linear_svm__LATE,0,2,precision__BRCA_LumA,0.8275862068965517
B3_linear_svm__LATE,0,3,precision__BRCA_LumA,0.8189655172413793
B3_linear_svm__LATE,0,4,precision__BRCA_LumA,0.8727272727272727
B3_linear_svm__LATE,1,0,precision__BRCA_LumA,0.8571428571428571
B3_linear_svm__LATE,1,1,precision__BRCA_LumA,0.8173913043478261
B3_linear_svm__LATE,1,2,precision__BRCA_LumA,0.8495575221238938
B3_linear_svm__LATE,1,3,precision__BRCA_LumA,0.8411214953271028
B3_linear_svm__LATE,1,4,precision__BRCA_LumA,0.8623853211009175
B3_linear_svm__LATE,2,0,precision__BRCA_LumA,0.875
B3_linear_svm__LATE,2,1,precision__BRCA_LumA,0.8440366972477065
B3_linear_svm__LATE,2,2,precision__BRCA_LumA,0.8173913043478261
B3_linear_svm__LATE,2,3,precision__BRCA_LumA,0.8952380952380953
B3_linear_svm__LATE,2,4,precision__BRCA_LumA,0.8490566037735849
B3_linear_svm__LATE,3,0,precision__BRCA_LumA,0.8348623853211009
B3_linear_svm__LATE,3,1,precision__BRCA_LumA,0.8378378378378378
B3_linear_svm__LATE,3,2,precision__BRCA_LumA,0.8558558558558559
B3_linear_svm__LATE,3,3,precision__BRCA_LumA,0.8611111111111112
B3_linear_svm__LATE,3,4,precision__BRCA_LumA,0.8807339449541285
B3_linear_svm__LATE,4,0,precision__BRCA_LumA,0.8545454545454545
B3_linear_svm__LATE,4,1,precision__BRCA_LumA,0.8962264150943396
B3_linear_svm__LATE,4,2,precision__BRCA_LumA,0.8363636363636363
B3_linear_svm__LATE,4,3,precision__BRCA_LumA,0.8214285714285714
B3_linear_svm__LATE,4,4,precision__BRCA_LumA,0.8942307692307693
B4_random_forest__LATE,0,0,precision__BRCA_LumA,0.7786885245901639
B4_random_forest__LATE,0,1,precision__BRCA_LumA,0.7899159663865546
B4_random_forest__LATE,0,2,precision__BRCA_LumA,0.753968253968254
B4_random_forest__LATE,0,3,precision__BRCA_LumA,0.8050847457627118
B4_random_forest__LATE,0,4,precision__BRCA_LumA,0.7933884297520661
B4_random_forest__LATE,1,0,precision__BRCA_LumA,0.8
B4_random_forest__LATE,1,1,precision__BRCA_LumA,0.7741935483870968
B4_random_forest__LATE,1,2,precision__BRCA_LumA,0.7661290322580645
B4_random_forest__LATE,1,3,precision__BRCA_LumA,0.8067226890756303
B4_random_forest__LATE,1,4,precision__BRCA_LumA,0.7704918032786885
B4_random_forest__LATE,2,0,precision__BRCA_LumA,0.8050847457627118
B4_random_forest__LATE,2,1,precision__BRCA_LumA,0.7661290322580645
B4_random_forest__LATE,2,2,precision__BRCA_LumA,0.7619047619047619
B4_random_forest__LATE,2,3,precision__BRCA_LumA,0.831858407079646
B4_random_forest__LATE,2,4,precision__BRCA_LumA,0.7622950819672131
B4_random_forest__LATE,3,0,precision__BRCA_LumA,0.7642276422764228
B4_random_forest__LATE,3,1,precision__BRCA_LumA,0.8050847457627118
B4_random_forest__LATE,3,2,precision__BRCA_LumA,0.7661290322580645
B4_random_forest__LATE,3,3,precision__BRCA_LumA,0.8
B4_random_forest__LATE,3,4,precision__BRCA_LumA,0.7559055118110236
B4_random_forest__LATE,4,0,precision__BRCA_LumA,0.768
B4_random_forest__LATE,4,1,precision__BRCA_LumA,0.8103448275862069
B4_random_forest__LATE,4,2,precision__BRCA_LumA,0.7723577235772358
B4_random_forest__LATE,4,3,precision__BRCA_LumA,0.75
B4_random_forest__LATE,4,4,precision__BRCA_LumA,0.8
B5_xgboost__LATE,0,0,precision__BRCA_LumA,0.8461538461538461
B5_xgboost__LATE,0,1,precision__BRCA_LumA,0.8585858585858586
B5_xgboost__LATE,0,2,precision__BRCA_LumA,0.883495145631068
B5_xgboost__LATE,0,3,precision__BRCA_LumA,0.9090909090909091
B5_xgboost__LATE,0,4,precision__BRCA_LumA,0.9183673469387755
B5_xgboost__LATE,1,0,precision__BRCA_LumA,0.9108910891089109
B5_xgboost__LATE,1,1,precision__BRCA_LumA,0.9038461538461539
B5_xgboost__LATE,1,2,precision__BRCA_LumA,0.8532110091743119
B5_xgboost__LATE,1,3,precision__BRCA_LumA,0.87
B5_xgboost__LATE,1,4,precision__BRCA_LumA,0.8846153846153846
B5_xgboost__LATE,2,0,precision__BRCA_LumA,0.8584905660377359
B5_xgboost__LATE,2,1,precision__BRCA_LumA,0.839622641509434
B5_xgboost__LATE,2,2,precision__BRCA_LumA,0.8679245283018868
B5_xgboost__LATE,2,3,precision__BRCA_LumA,0.9278350515463918
B5_xgboost__LATE,2,4,precision__BRCA_LumA,0.8617021276595744
B5_xgboost__LATE,3,0,precision__BRCA_LumA,0.88
B5_xgboost__LATE,3,1,precision__BRCA_LumA,0.8823529411764706
B5_xgboost__LATE,3,2,precision__BRCA_LumA,0.8666666666666667
B5_xgboost__LATE,3,3,precision__BRCA_LumA,0.9368421052631579
B5_xgboost__LATE,3,4,precision__BRCA_LumA,0.8857142857142857
B5_xgboost__LATE,4,0,precision__BRCA_LumA,0.8653846153846154
B5_xgboost__LATE,4,1,precision__BRCA_LumA,0.91
B5_xgboost__LATE,4,2,precision__BRCA_LumA,0.8240740740740741
B5_xgboost__LATE,4,3,precision__BRCA_LumA,0.8725490196078431
B5_xgboost__LATE,4,4,precision__BRCA_LumA,0.9285714285714286
B0a_dummy_stratified,0,0,recall__BRCA_LumA,0.5208333333333334
B0a_dummy_stratified,0,1,recall__BRCA_LumA,0.5625
B0a_dummy_stratified,0,2,recall__BRCA_LumA,0.5520833333333334
B0a_dummy_stratified,0,3,recall__BRCA_LumA,0.53125
B0a_dummy_stratified,0,4,recall__BRCA_LumA,0.5
B0a_dummy_stratified,1,0,recall__BRCA_LumA,0.5625
B0a_dummy_stratified,1,1,recall__BRCA_LumA,0.4583333333333333
B0a_dummy_stratified,1,2,recall__BRCA_LumA,0.5208333333333334
B0a_dummy_stratified,1,3,recall__BRCA_LumA,0.4895833333333333
B0a_dummy_stratified,1,4,recall__BRCA_LumA,0.5208333333333334
B0a_dummy_stratified,2,0,recall__BRCA_LumA,0.4479166666666667
B0a_dummy_stratified,2,1,recall__BRCA_LumA,0.5
B0a_dummy_stratified,2,2,recall__BRCA_LumA,0.5625
B0a_dummy_stratified,2,3,recall__BRCA_LumA,0.5208333333333334
B0a_dummy_stratified,2,4,recall__BRCA_LumA,0.53125
B0a_dummy_stratified,3,0,recall__BRCA_LumA,0.4375
B0a_dummy_stratified,3,1,recall__BRCA_LumA,0.5520833333333334
B0a_dummy_stratified,3,2,recall__BRCA_LumA,0.4791666666666667
B0a_dummy_stratified,3,3,recall__BRCA_LumA,0.5
B0a_dummy_stratified,3,4,recall__BRCA_LumA,0.5520833333333334
B0a_dummy_stratified,4,0,recall__BRCA_LumA,0.4791666666666667
B0a_dummy_stratified,4,1,recall__BRCA_LumA,0.5104166666666666
B0a_dummy_stratified,4,2,recall__BRCA_LumA,0.4479166666666667
B0a_dummy_stratified,4,3,recall__BRCA_LumA,0.5104166666666666
B0a_dummy_stratified,4,4,recall__BRCA_LumA,0.5416666666666666
B0b_dummy_mostfreq,0,0,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,0,1,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,0,2,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,0,3,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,0,4,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,1,0,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,1,1,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,1,2,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,1,3,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,1,4,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,2,0,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,2,1,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,2,2,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,2,3,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,2,4,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,3,0,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,3,1,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,3,2,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,3,3,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,3,4,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,4,0,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,4,1,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,4,2,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,4,3,recall__BRCA_LumA,1.0
B0b_dummy_mostfreq,4,4,recall__BRCA_LumA,1.0
B1_pam50_centroid,0,0,recall__BRCA_LumA,0.875
B1_pam50_centroid,0,1,recall__BRCA_LumA,0.8229166666666666
B1_pam50_centroid,0,2,recall__BRCA_LumA,0.8020833333333334
B1_pam50_centroid,0,3,recall__BRCA_LumA,0.78125
B1_pam50_centroid,0,4,recall__BRCA_LumA,0.7604166666666666
B1_pam50_centroid,1,0,recall__BRCA_LumA,0.75
B1_pam50_centroid,1,1,recall__BRCA_LumA,0.875
B1_pam50_centroid,1,2,recall__BRCA_LumA,0.78125
B1_pam50_centroid,1,3,recall__BRCA_LumA,0.7708333333333334
B1_pam50_centroid,1,4,recall__BRCA_LumA,0.8229166666666666
B1_pam50_centroid,2,0,recall__BRCA_LumA,0.75
B1_pam50_centroid,2,1,recall__BRCA_LumA,0.7916666666666666
B1_pam50_centroid,2,2,recall__BRCA_LumA,0.90625
B1_pam50_centroid,2,3,recall__BRCA_LumA,0.7916666666666666
B1_pam50_centroid,2,4,recall__BRCA_LumA,0.8229166666666666
B1_pam50_centroid,3,0,recall__BRCA_LumA,0.8125
B1_pam50_centroid,3,1,recall__BRCA_LumA,0.8333333333333334
B1_pam50_centroid,3,2,recall__BRCA_LumA,0.8125
B1_pam50_centroid,3,3,recall__BRCA_LumA,0.75
B1_pam50_centroid,3,4,recall__BRCA_LumA,0.8333333333333334
B1_pam50_centroid,4,0,recall__BRCA_LumA,0.7916666666666666
B1_pam50_centroid,4,1,recall__BRCA_LumA,0.8333333333333334
B1_pam50_centroid,4,2,recall__BRCA_LumA,0.7708333333333334
B1_pam50_centroid,4,3,recall__BRCA_LumA,0.8125
B1_pam50_centroid,4,4,recall__BRCA_LumA,0.84375
B2_elasticnet_logreg,0,0,recall__BRCA_LumA,0.9375
B2_elasticnet_logreg,0,1,recall__BRCA_LumA,0.8958333333333334
B2_elasticnet_logreg,0,2,recall__BRCA_LumA,0.90625
B2_elasticnet_logreg,0,3,recall__BRCA_LumA,0.9479166666666666
B2_elasticnet_logreg,0,4,recall__BRCA_LumA,0.9166666666666666
B2_elasticnet_logreg,1,0,recall__BRCA_LumA,0.9270833333333334
B2_elasticnet_logreg,1,1,recall__BRCA_LumA,0.9166666666666666
B2_elasticnet_logreg,1,2,recall__BRCA_LumA,0.8854166666666666
B2_elasticnet_logreg,1,3,recall__BRCA_LumA,0.8854166666666666
B2_elasticnet_logreg,1,4,recall__BRCA_LumA,0.90625
B2_elasticnet_logreg,2,0,recall__BRCA_LumA,0.8854166666666666
B2_elasticnet_logreg,2,1,recall__BRCA_LumA,0.90625
B2_elasticnet_logreg,2,2,recall__BRCA_LumA,0.96875
B2_elasticnet_logreg,2,3,recall__BRCA_LumA,0.9166666666666666
B2_elasticnet_logreg,2,4,recall__BRCA_LumA,0.8645833333333334
B2_elasticnet_logreg,3,0,recall__BRCA_LumA,0.8854166666666666
B2_elasticnet_logreg,3,1,recall__BRCA_LumA,0.875
B2_elasticnet_logreg,3,2,recall__BRCA_LumA,0.9270833333333334
B2_elasticnet_logreg,3,3,recall__BRCA_LumA,0.8645833333333334
B2_elasticnet_logreg,3,4,recall__BRCA_LumA,0.9583333333333334
B2_elasticnet_logreg,4,0,recall__BRCA_LumA,0.9479166666666666
B2_elasticnet_logreg,4,1,recall__BRCA_LumA,0.9166666666666666
B2_elasticnet_logreg,4,2,recall__BRCA_LumA,0.90625
B2_elasticnet_logreg,4,3,recall__BRCA_LumA,0.9270833333333334
B2_elasticnet_logreg,4,4,recall__BRCA_LumA,0.9479166666666666
B3_linear_svm,0,0,recall__BRCA_LumA,0.9375
B3_linear_svm,0,1,recall__BRCA_LumA,0.9270833333333334
B3_linear_svm,0,2,recall__BRCA_LumA,0.9375
B3_linear_svm,0,3,recall__BRCA_LumA,0.9375
B3_linear_svm,0,4,recall__BRCA_LumA,0.9375
B3_linear_svm,1,0,recall__BRCA_LumA,0.9375
B3_linear_svm,1,1,recall__BRCA_LumA,0.9166666666666666
B3_linear_svm,1,2,recall__BRCA_LumA,0.9166666666666666
B3_linear_svm,1,3,recall__BRCA_LumA,0.8854166666666666
B3_linear_svm,1,4,recall__BRCA_LumA,0.8958333333333334
B3_linear_svm,2,0,recall__BRCA_LumA,0.9270833333333334
B3_linear_svm,2,1,recall__BRCA_LumA,0.8958333333333334
B3_linear_svm,2,2,recall__BRCA_LumA,0.9479166666666666
B3_linear_svm,2,3,recall__BRCA_LumA,0.9375
B3_linear_svm,2,4,recall__BRCA_LumA,0.8958333333333334
B3_linear_svm,3,0,recall__BRCA_LumA,0.8958333333333334
B3_linear_svm,3,1,recall__BRCA_LumA,0.96875
B3_linear_svm,3,2,recall__BRCA_LumA,0.9479166666666666
B3_linear_svm,3,3,recall__BRCA_LumA,0.8958333333333334
B3_linear_svm,3,4,recall__BRCA_LumA,0.9479166666666666
B3_linear_svm,4,0,recall__BRCA_LumA,0.9375
B3_linear_svm,4,1,recall__BRCA_LumA,0.9270833333333334
B3_linear_svm,4,2,recall__BRCA_LumA,0.9270833333333334
B3_linear_svm,4,3,recall__BRCA_LumA,0.9583333333333334
B3_linear_svm,4,4,recall__BRCA_LumA,0.9583333333333334
B4_random_forest,0,0,recall__BRCA_LumA,0.9791666666666666
B4_random_forest,0,1,recall__BRCA_LumA,0.9791666666666666
B4_random_forest,0,2,recall__BRCA_LumA,0.9583333333333334
B4_random_forest,0,3,recall__BRCA_LumA,0.9583333333333334
B4_random_forest,0,4,recall__BRCA_LumA,0.96875
B4_random_forest,1,0,recall__BRCA_LumA,0.9479166666666666
B4_random_forest,1,1,recall__BRCA_LumA,0.96875
B4_random_forest,1,2,recall__BRCA_LumA,0.96875
B4_random_forest,1,3,recall__BRCA_LumA,0.9895833333333334
B4_random_forest,1,4,recall__BRCA_LumA,0.9583333333333334
B4_random_forest,2,0,recall__BRCA_LumA,0.9479166666666666
B4_random_forest,2,1,recall__BRCA_LumA,0.9583333333333334
B4_random_forest,2,2,recall__BRCA_LumA,0.9895833333333334
B4_random_forest,2,3,recall__BRCA_LumA,0.96875
B4_random_forest,2,4,recall__BRCA_LumA,0.9583333333333334
B4_random_forest,3,0,recall__BRCA_LumA,0.96875
B4_random_forest,3,1,recall__BRCA_LumA,0.9791666666666666
B4_random_forest,3,2,recall__BRCA_LumA,0.9375
B4_random_forest,3,3,recall__BRCA_LumA,0.96875
B4_random_forest,3,4,recall__BRCA_LumA,0.96875
B4_random_forest,4,0,recall__BRCA_LumA,0.96875
B4_random_forest,4,1,recall__BRCA_LumA,0.9583333333333334
B4_random_forest,4,2,recall__BRCA_LumA,0.9895833333333334
B4_random_forest,4,3,recall__BRCA_LumA,0.96875
B4_random_forest,4,4,recall__BRCA_LumA,0.96875
B5_xgboost,0,0,recall__BRCA_LumA,0.96875
B5_xgboost,0,1,recall__BRCA_LumA,0.9166666666666666
B5_xgboost,0,2,recall__BRCA_LumA,0.9375
B5_xgboost,0,3,recall__BRCA_LumA,0.9479166666666666
B5_xgboost,0,4,recall__BRCA_LumA,0.9375
B5_xgboost,1,0,recall__BRCA_LumA,0.9375
B5_xgboost,1,1,recall__BRCA_LumA,0.9583333333333334
B5_xgboost,1,2,recall__BRCA_LumA,0.9583333333333334
B5_xgboost,1,3,recall__BRCA_LumA,0.9583333333333334
B5_xgboost,1,4,recall__BRCA_LumA,0.9583333333333334
B5_xgboost,2,0,recall__BRCA_LumA,0.8958333333333334
B5_xgboost,2,1,recall__BRCA_LumA,0.9479166666666666
B5_xgboost,2,2,recall__BRCA_LumA,0.9791666666666666
B5_xgboost,2,3,recall__BRCA_LumA,0.9479166666666666
B5_xgboost,2,4,recall__BRCA_LumA,0.9270833333333334
B5_xgboost,3,0,recall__BRCA_LumA,0.9583333333333334
B5_xgboost,3,1,recall__BRCA_LumA,0.96875
B5_xgboost,3,2,recall__BRCA_LumA,0.90625
B5_xgboost,3,3,recall__BRCA_LumA,0.9479166666666666
B5_xgboost,3,4,recall__BRCA_LumA,0.9895833333333334
B5_xgboost,4,0,recall__BRCA_LumA,0.9375
B5_xgboost,4,1,recall__BRCA_LumA,0.9270833333333334
B5_xgboost,4,2,recall__BRCA_LumA,0.9583333333333334
B5_xgboost,4,3,recall__BRCA_LumA,0.9583333333333334
B5_xgboost,4,4,recall__BRCA_LumA,0.96875
B2_elasticnet_logreg__LATE,0,0,recall__BRCA_LumA,0.90625
