model,repeat,fold,metric,value
B2_elasticnet_logreg,3,1,mcc,0.8612224004458202
B2_elasticnet_logreg,3,2,mcc,0.8317638356616394
B2_elasticnet_logreg,3,3,mcc,0.8735270032240527
B2_elasticnet_logreg,3,4,mcc,0.923949114281096
B2_elasticnet_logreg,4,0,mcc,0.8902190300712666
B2_elasticnet_logreg,4,1,mcc,0.8667902434951528
B2_elasticnet_logreg,4,2,mcc,0.8747056235229473
B2_elasticnet_logreg,4,3,mcc,0.8649051058954802
B2_elasticnet_logreg,4,4,mcc,0.9064446797447604
B3_linear_svm,0,0,mcc,0.8538019577260583
B3_linear_svm,0,1,mcc,0.8645461587190423
B3_linear_svm,0,2,mcc,0.8811734262448293
B3_linear_svm,0,3,mcc,0.8186624232434339
B3_linear_svm,0,4,mcc,0.8621599513362916
B3_linear_svm,1,0,mcc,0.8280729298986902
B3_linear_svm,1,1,mcc,0.8113748498058613
B3_linear_svm,1,2,mcc,0.8558987269839675
B3_linear_svm,1,3,mcc,0.824775301303685
B3_linear_svm,1,4,mcc,0.8031996355923133
B3_linear_svm,2,0,mcc,0.8555347683927399
B3_linear_svm,2,1,mcc,0.812991527933563
B3_linear_svm,2,2,mcc,0.8278734696435576
B3_linear_svm,2,3,mcc,0.8543861545053693
B3_linear_svm,2,4,mcc,0.8122179757006673
B3_linear_svm,3,0,mcc,0.7945231413771273
B3_linear_svm,3,1,mcc,0.8884475627808619
B3_linear_svm,3,2,mcc,0.8113817413860679
B3_linear_svm,3,3,mcc,0.8309542850105608
B3_linear_svm,3,4,mcc,0.8879852478542803
B3_linear_svm,4,0,mcc,0.8456861386324827
B3_linear_svm,4,1,mcc,0.8499087682352846
B3_linear_svm,4,2,mcc,0.8457144975439543
B3_linear_svm,4,3,mcc,0.8632475667647368
B3_linear_svm,4,4,mcc,0.8706691010919062
B4_random_forest,0,0,mcc,0.8804338388817159
B4_random_forest,0,1,mcc,0.9148350967059632
B4_random_forest,0,2,mcc,0.9146471977011247
B4_random_forest,0,3,mcc,0.8795141690896736
B4_random_forest,0,4,mcc,0.9229969127359378
B4_random_forest,1,0,mcc,0.8902008549431502
B4_random_forest,1,1,mcc,0.8628991995926141
B4_random_forest,1,2,mcc,0.8532861268225291
B4_random_forest,1,3,mcc,0.9153397131858348
B4_random_forest,1,4,mcc,0.8698213801172876
B4_random_forest,2,0,mcc,0.9154365293686549
B4_random_forest,2,1,mcc,0.8624232212138511
B4_random_forest,2,2,mcc,0.9060284271235064
B4_random_forest,2,3,mcc,0.8971155126405804
B4_random_forest,2,4,mcc,0.8965787720578313
B4_random_forest,3,0,mcc,0.8709694941406413
B4_random_forest,3,1,mcc,0.9056790021387185
B4_random_forest,3,2,mcc,0.8455002511328682
B4_random_forest,3,3,mcc,0.8968811190833976
B4_random_forest,3,4,mcc,0.9133752524370731
B4_random_forest,4,0,mcc,0.8969218814023051
B4_random_forest,4,1,mcc,0.8638005972593514
B4_random_forest,4,2,mcc,0.8828064126197762
B4_random_forest,4,3,mcc,0.8880913891293528
B4_random_forest,4,4,mcc,0.93961456229518
B5_xgboost,0,0,mcc,0.889472334446798
B5_xgboost,0,1,mcc,0.8913897311926254
B5_xgboost,0,2,mcc,0.9165912429546479
B5_xgboost,0,3,mcc,0.9065181668858299
B5_xgboost,0,4,mcc,0.8990130830240067
B5_xgboost,1,0,mcc,0.8730843058016112
B5_xgboost,1,1,mcc,0.898420697981859
B5_xgboost,1,2,mcc,0.9062806784817808
B5_xgboost,1,3,mcc,0.8976885230272301
B5_xgboost,1,4,mcc,0.9232139255461564
B5_xgboost,2,0,mcc,0.8767080887445614
B5_xgboost,2,1,mcc,0.8712562872044946
B5_xgboost,2,2,mcc,0.9228143997375811
B5_xgboost,2,3,mcc,0.8978343930235472
B5_xgboost,2,4,mcc,0.8642851084219995
B5_xgboost,3,0,mcc,0.8889980020535018
B5_xgboost,3,1,mcc,0.9404041711575374
B5_xgboost,3,2,mcc,0.8315711493217
B5_xgboost,3,3,mcc,0.9067385566694866
B5_xgboost,3,4,mcc,0.9483948973235709
B5_xgboost,4,0,mcc,0.8991297032871752
B5_xgboost,4,1,mcc,0.8750318279604742
B5_xgboost,4,2,mcc,0.9058710020750335
B5_xgboost,4,3,mcc,0.9231314375439126
B5_xgboost,4,4,mcc,0.9486376806727179
B2_elasticnet_logreg__LATE,0,0,mcc,0.7947018345994006
B2_elasticnet_logreg__LATE,0,1,mcc,0.7679665275653021
B2_elasticnet_logreg__LATE,0,2,mcc,0.8034198047614228
B2_elasticnet_logreg__LATE,0,3,mcc,0.8195954745738825
B2_elasticnet_logreg__LATE,0,4,mcc,0.8172469087508218
B2_elasticnet_logreg__LATE,1,0,mcc,0.7927606089219803
B2_elasticnet_logreg__LATE,1,1,mcc,0.7848308763093148
B2_elasticnet_logreg__LATE,1,2,mcc,0.7944034575047971
B2_elasticnet_logreg__LATE,1,3,mcc,0.7348221154346385
B2_elasticnet_logreg__LATE,1,4,mcc,0.767300305832973
B2_elasticnet_logreg__LATE,2,0,mcc,0.7626240868743384
B2_elasticnet_logreg__LATE,2,1,mcc,0.7397496872649858
B2_elasticnet_logreg__LATE,2,2,mcc,0.8193126465798686
B2_elasticnet_logreg__LATE,2,3,mcc,0.8206436691943866
B2_elasticnet_logreg__LATE,2,4,mcc,0.7729002608124205
B2_elasticnet_logreg__LATE,3,0,mcc,0.7780270462543545
B2_elasticnet_logreg__LATE,3,1,mcc,0.8651782317518364
B2_elasticnet_logreg__LATE,3,2,mcc,0.7409501116724051
B2_elasticnet_logreg__LATE,3,3,mcc,0.7766847093743854
B2_elasticnet_logreg__LATE,3,4,mcc,0.8448063765850453
B2_elasticnet_logreg__LATE,4,0,mcc,0.8018703548288468
B2_elasticnet_logreg__LATE,4,1,mcc,0.830827910641138
B2_elasticnet_logreg__LATE,4,2,mcc,0.7583360013277363
B2_elasticnet_logreg__LATE,4,3,mcc,0.7756747542874735
B2_elasticnet_logreg__LATE,4,4,mcc,0.8191125285634493
B3_linear_svm__LATE,0,0,mcc,0.8057601255084632
B3_linear_svm__LATE,0,1,mcc,0.8106574842478677
B3_linear_svm__LATE,0,2,mcc,0.8027403597158732
B3_linear_svm__LATE,0,3,mcc,0.7998852100442154
B3_linear_svm__LATE,0,4,mcc,0.8454019144221526
B3_linear_svm__LATE,1,0,mcc,0.8503157321147257
B3_linear_svm__LATE,1,1,mcc,0.771500791689619
B3_linear_svm__LATE,1,2,mcc,0.8150337686441811
B3_linear_svm__LATE,1,3,mcc,0.7762069973645082
B3_linear_svm__LATE,1,4,mcc,0.8196806456742789
B3_linear_svm__LATE,2,0,mcc,0.8278073429835798
B3_linear_svm__LATE,2,1,mcc,0.7936792066079482
B3_linear_svm__LATE,2,2,mcc,0.7704468456954373
B3_linear_svm__LATE,2,3,mcc,0.8472085779600318
B3_linear_svm__LATE,2,4,mcc,0.790231289473745
B3_linear_svm__LATE,3,0,mcc,0.7757652573461388
B3_linear_svm__LATE,3,1,mcc,0.8037724107208951
B3_linear_svm__LATE,3,2,mcc,0.8162075274320821
B3_linear_svm__LATE,3,3,mcc,0.8106505194452559
B3_linear_svm__LATE,3,4,mcc,0.8635884939884163
B3_linear_svm__LATE,4,0,mcc,0.8201436110989064
B3_linear_svm__LATE,4,1,mcc,0.8456610867151111
B3_linear_svm__LATE,4,2,mcc,0.7859418294311058
B3_linear_svm__LATE,4,3,mcc,0.7582970636141438
B3_linear_svm__LATE,4,4,mcc,0.8543065506305406
B4_random_forest__LATE,0,0,mcc,0.757865483726032
B4_random_forest__LATE,0,1,mcc,0.744609544053928
B4_random_forest__LATE,0,2,mcc,0.7361571311729214
B4_random_forest__LATE,0,3,mcc,0.7537594924464772
B4_random_forest__LATE,0,4,mcc,0.7624358257156595
B4_random_forest__LATE,1,0,mcc,0.7440787261014098
B4_random_forest__LATE,1,1,mcc,0.7431669277065769
B4_random_forest__LATE,1,2,mcc,0.7307600686384739
B4_random_forest__LATE,1,3,mcc,0.7743475002941269
B4_random_forest__LATE,1,4,mcc,0.7269252096974981
B4_random_forest__LATE,2,0,mcc,0.7895901261918388
B4_random_forest__LATE,2,1,mcc,0.7225307625733606
B4_random_forest__LATE,2,2,mcc,0.7256462936829637
B4_random_forest__LATE,2,3,mcc,0.7764762809589654
B4_random_forest__LATE,2,4,mcc,0.7181538988574434
B4_random_forest__LATE,3,0,mcc,0.7123957154205934
B4_random_forest__LATE,3,1,mcc,0.7906289264373217
B4_random_forest__LATE,3,2,mcc,0.7142441299277746
B4_random_forest__LATE,3,3,mcc,0.7634289786797013
B4_random_forest__LATE,3,4,mcc,0.7038890639080778
B4_random_forest__LATE,4,0,mcc,0.7552307844241694
B4_random_forest__LATE,4,1,mcc,0.7593848601224183
B4_random_forest__LATE,4,2,mcc,0.7332875217912938
B4_random_forest__LATE,4,3,mcc,0.7004532332018237
B4_random_forest__LATE,4,4,mcc,0.7913807919056312
B5_xgboost__LATE,0,0,mcc,0.7861365801017437
B5_xgboost__LATE,0,1,mcc,0.7517764881824973
B5_xgboost__LATE,0,2,mcc,0.8118160966961571
B5_xgboost__LATE,0,3,mcc,0.8198782195316487
B5_xgboost__LATE,0,4,mcc,0.8440088927245889
B5_xgboost__LATE,1,0,mcc,0.8622609195337904
B5_xgboost__LATE,1,1,mcc,0.8810427560383238
B5_xgboost__LATE,1,2,mcc,0.8013850589647722
B5_xgboost__LATE,1,3,mcc,0.760708818605644
B5_xgboost__LATE,1,4,mcc,0.8525723607877767
B5_xgboost__LATE,2,0,mcc,0.8111473127491293
B5_xgboost__LATE,2,1,mcc,0.7759590393149062
B5_xgboost__LATE,2,2,mcc,0.819602897267772
B5_xgboost__LATE,2,3,mcc,0.8463038203731224
B5_xgboost__LATE,2,4,mcc,0.7127571749594014
B5_xgboost__LATE,3,0,mcc,0.7930600947487135
B5_xgboost__LATE,3,1,mcc,0.8106574842478677
B5_xgboost__LATE,3,2,mcc,0.7945869365895092
B5_xgboost__LATE,3,3,mcc,0.8638669979250244
B5_xgboost__LATE,3,4,mcc,0.8347808299736563
B5_xgboost__LATE,4,0,mcc,0.8010233424893667
B5_xgboost__LATE,4,1,mcc,0.8191976196678188
B5_xgboost__LATE,4,2,mcc,0.7767551894064595
B5_xgboost__LATE,4,3,mcc,0.8012527231054655
B5_xgboost__LATE,4,4,mcc,0.8535059488144338
B0a_dummy_stratified,0,0,f1__BRCA_Basal,0.14285714285714285
B0a_dummy_stratified,0,1,f1__BRCA_Basal,0.14492753623188406
B0a_dummy_stratified,0,2,f1__BRCA_Basal,0.22535211267605634
B0a_dummy_stratified,0,3,f1__BRCA_Basal,0.19718309859154928
B0a_dummy_stratified,0,4,f1__BRCA_Basal,0.36619718309859156
B0a_dummy_stratified,1,0,f1__BRCA_Basal,0.34285714285714286
B0a_dummy_stratified,1,1,f1__BRCA_Basal,0.11594202898550725
B0a_dummy_stratified,1,2,f1__BRCA_Basal,0.3380281690140845
B0a_dummy_stratified,1,3,f1__BRCA_Basal,0.19718309859154928
B0a_dummy_stratified,1,4,f1__BRCA_Basal,0.2535211267605634
B0a_dummy_stratified,2,0,f1__BRCA_Basal,0.17142857142857143
B0a_dummy_stratified,2,1,f1__BRCA_Basal,0.2898550724637681
B0a_dummy_stratified,2,2,f1__BRCA_Basal,0.22535211267605634
B0a_dummy_stratified,2,3,f1__BRCA_Basal,0.19718309859154928
B0a_dummy_stratified,2,4,f1__BRCA_Basal,0.16901408450704225
B0a_dummy_stratified,3,0,f1__BRCA_Basal,0.2
B0a_dummy_stratified,3,1,f1__BRCA_Basal,0.2028985507246377
B0a_dummy_stratified,3,2,f1__BRCA_Basal,0.30985915492957744
B0a_dummy_stratified,3,3,f1__BRCA_Basal,0.2535211267605634
B0a_dummy_stratified,3,4,f1__BRCA_Basal,0.28169014084507044
B0a_dummy_stratified,4,0,f1__BRCA_Basal,0.22857142857142856
B0a_dummy_stratified,4,1,f1__BRCA_Basal,0.08695652173913043
B0a_dummy_stratified,4,2,f1__BRCA_Basal,0.16901408450704225
B0a_dummy_stratified,4,3,f1__BRCA_Basal,0.19718309859154928
B0a_dummy_stratified,4,4,f1__BRCA_Basal,0.28169014084507044
B0b_dummy_mostfreq,0,0,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,0,1,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,0,2,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,0,3,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,0,4,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,1,0,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,1,1,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,1,2,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,1,3,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,1,4,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,2,0,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,2,1,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,2,2,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,2,3,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,2,4,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,3,0,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,3,1,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,3,2,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,3,3,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,3,4,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,4,0,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,4,1,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,4,2,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,4,3,f1__BRCA_Basal,0.0
B0b_dummy_mostfreq,4,4,f1__BRCA_Basal,0.0
B1_pam50_centroid,0,0,f1__BRCA_Basal,1.0
B1_pam50_centroid,0,1,f1__BRCA_Basal,0.9538461538461539
B1_pam50_centroid,0,2,f1__BRCA_Basal,0.9411764705882353
B1_pam50_centroid,0,3,f1__BRCA_Basal,0.9705882352941176
B1_pam50_centroid,0,4,f1__BRCA_Basal,0.9696969696969697
B1_pam50_centroid,1,0,f1__BRCA_Basal,0.9846153846153847
B1_pam50_centroid,1,1,f1__BRCA_Basal,0.9538461538461539
B1_pam50_centroid,1,2,f1__BRCA_Basal,0.9565217391304348
B1_pam50_centroid,1,3,f1__BRCA_Basal,0.9565217391304348
B1_pam50_centroid,1,4,f1__BRCA_Basal,0.96875
B1_pam50_centroid,2,0,f1__BRCA_Basal,0.9846153846153847
B1_pam50_centroid,2,1,f1__BRCA_Basal,0.9705882352941176
B1_pam50_centroid,2,2,f1__BRCA_Basal,0.9850746268656716
B1_pam50_centroid,2,3,f1__BRCA_Basal,0.927536231884058
B1_pam50_centroid,2,4,f1__BRCA_Basal,0.9841269841269841
B1_pam50_centroid,3,0,f1__BRCA_Basal,0.9846153846153847
B1_pam50_centroid,3,1,f1__BRCA_Basal,0.927536231884058
B1_pam50_centroid,3,2,f1__BRCA_Basal,0.9705882352941176
B1_pam50_centroid,3,3,f1__BRCA_Basal,0.9552238805970149
B1_pam50_centroid,3,4,f1__BRCA_Basal,1.0
B1_pam50_centroid,4,0,f1__BRCA_Basal,0.9538461538461539
B1_pam50_centroid,4,1,f1__BRCA_Basal,0.9565217391304348
B1_pam50_centroid,4,2,f1__BRCA_Basal,0.9565217391304348
B1_pam50_centroid,4,3,f1__BRCA_Basal,0.9846153846153847
B1_pam50_centroid,4,4,f1__BRCA_Basal,0.9846153846153847
B2_elasticnet_logreg,0,0,f1__BRCA_Basal,1.0
B2_elasticnet_logreg,0,1,f1__BRCA_Basal,0.96875
B2_elasticnet_logreg,0,2,f1__BRCA_Basal,0.9846153846153847
B2_elasticnet_logreg,0,3,f1__BRCA_Basal,0.9846153846153847
B2_elasticnet_logreg,0,4,f1__BRCA_Basal,0.9841269841269841
B2_elasticnet_logreg,1,0,f1__BRCA_Basal,1.0
B2_elasticnet_logreg,1,1,f1__BRCA_Basal,0.96875
B2_elasticnet_logreg,1,2,f1__BRCA_Basal,0.96875
B2_elasticnet_logreg,1,3,f1__BRCA_Basal,1.0
B2_elasticnet_logreg,1,4,f1__BRCA_Basal,0.9841269841269841
B2_elasticnet_logreg,2,0,f1__BRCA_Basal,1.0
B2_elasticnet_logreg,2,1,f1__BRCA_Basal,1.0
B2_elasticnet_logreg,2,2,f1__BRCA_Basal,1.0
B2_elasticnet_logreg,2,3,f1__BRCA_Basal,0.9696969696969697
B2_elasticnet_logreg,2,4,f1__BRCA_Basal,0.9508196721311475
B2_elasticnet_logreg,3,0,f1__BRCA_Basal,1.0
B2_elasticnet_logreg,3,1,f1__BRCA_Basal,0.9846153846153847
B2_elasticnet_logreg,3,2,f1__BRCA_Basal,0.9846153846153847
B2_elasticnet_logreg,3,3,f1__BRCA_Basal,0.9846153846153847
B2_elasticnet_logreg,3,4,f1__BRCA_Basal,0.967741935483871
B2_elasticnet_logreg,4,0,f1__BRCA_Basal,0.967741935483871
B2_elasticnet_logreg,4,1,f1__BRCA_Basal,0.9846153846153847
B2_elasticnet_logreg,4,2,f1__BRCA_Basal,1.0
B2_elasticnet_logreg,4,3,f1__BRCA_Basal,0.96875
B2_elasticnet_logreg,4,4,f1__BRCA_Basal,1.0
B3_linear_svm,0,0,f1__BRCA_Basal,1.0
B3_linear_svm,0,1,f1__BRCA_Basal,0.9850746268656716
B3_linear_svm,0,2,f1__BRCA_Basal,0.9846153846153847
B3_linear_svm,0,3,f1__BRCA_Basal,1.0
B3_linear_svm,0,4,f1__BRCA_Basal,0.9841269841269841
B3_linear_svm,1,0,f1__BRCA_Basal,1.0
B3_linear_svm,1,1,f1__BRCA_Basal,0.9696969696969697
B3_linear_svm,1,2,f1__BRCA_Basal,0.9846153846153847
B3_linear_svm,1,3,f1__BRCA_Basal,1.0
B3_linear_svm,1,4,f1__BRCA_Basal,0.96875
B3_linear_svm,2,0,f1__BRCA_Basal,0.9841269841269841
B3_linear_svm,2,1,f1__BRCA_Basal,1.0
B3_linear_svm,2,2,f1__BRCA_Basal,0.9705882352941176
B3_linear_svm,2,3,f1__BRCA_Basal,0.9705882352941176
B3_linear_svm,2,4,f1__BRCA_Basal,0.967741935483871
B3_linear_svm,3,0,f1__BRCA_Basal,1.0
B3_linear_svm,3,1,f1__BRCA_Basal,0.9538461538461539
B3_linear_svm,3,2,f1__BRCA_Basal,0.9846153846153847
B3_linear_svm,3,3,f1__BRCA_Basal,1.0
B3_linear_svm,3,4,f1__BRCA_Basal,0.96875
B3_linear_svm,4,0,f1__BRCA_Basal,0.967741935483871
B3_linear_svm,4,1,f1__BRCA_Basal,0.9538461538461539
B3_linear_svm,4,2,f1__BRCA_Basal,0.9850746268656716
B3_linear_svm,4,3,f1__BRCA_Basal,1.0
B3_linear_svm,4,4,f1__BRCA_Basal,0.9846153846153847
B4_random_forest,0,0,f1__BRCA_Basal,1.0
B4_random_forest,0,1,f1__BRCA_Basal,1.0
B4_random_forest,0,2,f1__BRCA_Basal,0.9846153846153847
B4_random_forest,0,3,f1__BRCA_Basal,1.0
B4_random_forest,0,4,f1__BRCA_Basal,0.9841269841269841
B4_random_forest,1,0,f1__BRCA_Basal,1.0
B4_random_forest,1,1,f1__BRCA_Basal,1.0
B4_random_forest,1,2,f1__BRCA_Basal,0.96875
B4_random_forest,1,3,f1__BRCA_Basal,0.9850746268656716
B4_random_forest,1,4,f1__BRCA_Basal,0.9841269841269841
B4_random_forest,2,0,f1__BRCA_Basal,1.0
B4_random_forest,2,1,f1__BRCA_Basal,1.0
B4_random_forest,2,2,f1__BRCA_Basal,1.0
B4_random_forest,2,3,f1__BRCA_Basal,0.9850746268656716
B4_random_forest,2,4,f1__BRCA_Basal,0.967741935483871
B4_random_forest,3,0,f1__BRCA_Basal,1.0
B4_random_forest,3,1,f1__BRCA_Basal,0.9696969696969697
B4_random_forest,3,2,f1__BRCA_Basal,1.0
B4_random_forest,3,3,f1__BRCA_Basal,1.0
B4_random_forest,3,4,f1__BRCA_Basal,0.9841269841269841
B4_random_forest,4,0,f1__BRCA_Basal,0.9841269841269841
B4_random_forest,4,1,f1__BRCA_Basal,0.9696969696969697
B4_random_forest,4,2,f1__BRCA_Basal,1.0
B4_random_forest,4,3,f1__BRCA_Basal,1.0
B4_random_forest,4,4,f1__BRCA_Basal,1.0
B5_xgboost,0,0,f1__BRCA_Basal,1.0
B5_xgboost,0,1,f1__BRCA_Basal,1.0
B5_xgboost,0,2,f1__BRCA_Basal,0.9846153846153847
B5_xgboost,0,3,f1__BRCA_Basal,0.9846153846153847
B5_xgboost,0,4,f1__BRCA_Basal,0.9841269841269841
B5_xgboost,1,0,f1__BRCA_Basal,1.0
B5_xgboost,1,1,f1__BRCA_Basal,1.0
B5_xgboost,1,2,f1__BRCA_Basal,0.96875
B5_xgboost,1,3,f1__BRCA_Basal,0.9850746268656716
B5_xgboost,1,4,f1__BRCA_Basal,0.9841269841269841
B5_xgboost,2,0,f1__BRCA_Basal,0.9841269841269841
B5_xgboost,2,1,f1__BRCA_Basal,1.0
B5_xgboost,2,2,f1__BRCA_Basal,1.0
B5_xgboost,2,3,f1__BRCA_Basal,0.9850746268656716
B5_xgboost,2,4,f1__BRCA_Basal,0.967741935483871
B5_xgboost,3,0,f1__BRCA_Basal,1.0
B5_xgboost,3,1,f1__BRCA_Basal,0.9846153846153847
B5_xgboost,3,2,f1__BRCA_Basal,0.9846153846153847
B5_xgboost,3,3,f1__BRCA_Basal,0.9850746268656716
B5_xgboost,3,4,f1__BRCA_Basal,0.96875
B5_xgboost,4,0,f1__BRCA_Basal,0.9841269841269841
B5_xgboost,4,1,f1__BRCA_Basal,0.9696969696969697
B5_xgboost,4,2,f1__BRCA_Basal,0.9846153846153847
B5_xgboost,4,3,f1__BRCA_Basal,1.0
B5_xgboost,4,4,f1__BRCA_Basal,1.0
B2_elasticnet_logreg__LATE,0,0,f1__BRCA_Basal,0.9846153846153847
B2_elasticnet_logreg__LATE,0,1,f1__BRCA_Basal,0.9846153846153847
B2_elasticnet_logreg__LATE,0,2,f1__BRCA_Basal,0.9552238805970149
B2_elasticnet_logreg__LATE,0,3,f1__BRCA_Basal,1.0
B2_elasticnet_logreg__LATE,0,4,f1__BRCA_Basal,0.9841269841269841
B2_elasticnet_logreg__LATE,1,0,f1__BRCA_Basal,0.9841269841269841
B2_elasticnet_logreg__LATE,1,1,f1__BRCA_Basal,0.9696969696969697
B2_elasticnet_logreg__LATE,1,2,f1__BRCA_Basal,0.96875
B2_elasticnet_logreg__LATE,1,3,f1__BRCA_Basal,0.9850746268656716
B2_elasticnet_logreg__LATE,1,4,f1__BRCA_Basal,0.96875
B2_elasticnet_logreg__LATE,2,0,f1__BRCA_Basal,1.0
B2_elasticnet_logreg__LATE,2,1,f1__BRCA_Basal,0.9850746268656716
B2_elasticnet_logreg__LATE,2,2,f1__BRCA_Basal,0.9846153846153847
B2_elasticnet_logreg__LATE,2,3,f1__BRCA_Basal,0.9428571428571428
B2_elasticnet_logreg__LATE,2,4,f1__BRCA_Basal,0.967741935483871
B2_elasticnet_logreg__LATE,3,0,f1__BRCA_Basal,1.0
B2_elasticnet_logreg__LATE,3,1,f1__BRCA_Basal,0.9705882352941176
B2_elasticnet_logreg__LATE,3,2,f1__BRCA_Basal,1.0
B2_elasticnet_logreg__LATE,3,3,f1__BRCA_Basal,0.9846153846153847
B2_elasticnet_logreg__LATE,3,4,f1__BRCA_Basal,0.9206349206349206
B2_elasticnet_logreg__LATE,4,0,f1__BRCA_Basal,0.9841269841269841
B2_elasticnet_logreg__LATE,4,1,f1__BRCA_Basal,0.9846153846153847
B2_elasticnet_logreg__LATE,4,2,f1__BRCA_Basal,0.9696969696969697
B2_elasticnet_logreg__LATE,4,3,f1__BRCA_Basal,0.9696969696969697
B2_elasticnet_logreg__LATE,4,4,f1__BRCA_Basal,0.9846153846153847
B3_linear_svm__LATE,0,0,f1__BRCA_Basal,1.0
B3_linear_svm__LATE,0,1,f1__BRCA_Basal,1.0
B3_linear_svm__LATE,0,2,f1__BRCA_Basal,0.9552238805970149
B3_linear_svm__LATE,0,3,f1__BRCA_Basal,1.0
B3_linear_svm__LATE,0,4,f1__BRCA_Basal,0.9841269841269841
B3_linear_svm__LATE,1,0,f1__BRCA_Basal,1.0
B3_linear_svm__LATE,1,1,f1__BRCA_Basal,0.9850746268656716
B3_linear_svm__LATE,1,2,f1__BRCA_Basal,0.96875
B3_linear_svm__LATE,1,3,f1__BRCA_Basal,0.9705882352941176
B3_linear_svm__LATE,1,4,f1__BRCA_Basal,0.9841269841269841
B3_linear_svm__LATE,2,0,f1__BRCA_Basal,1.0
B3_linear_svm__LATE,2,1,f1__BRCA_Basal,0.9850746268656716
B3_linear_svm__LATE,2,2,f1__BRCA_Basal,0.9705882352941176
B3_linear_svm__LATE,2,3,f1__BRCA_Basal,0.9565217391304348
B3_linear_svm__LATE,2,4,f1__BRCA_Basal,0.967741935483871
B3_linear_svm__LATE,3,0,f1__BRCA_Basal,1.0
B3_linear_svm__LATE,3,1,f1__BRCA_Basal,0.9696969696969697
B3_linear_svm__LATE,3,2,f1__BRCA_Basal,1.0
B3_linear_svm__LATE,3,3,f1__BRCA_Basal,1.0
B3_linear_svm__LATE,3,4,f1__BRCA_Basal,0.96875
B3_linear_svm__LATE,4,0,f1__BRCA_Basal,0.9841269841269841
B3_linear_svm__LATE,4,1,f1__BRCA_Basal,0.9846153846153847
B3_linear_svm__LATE,4,2,f1__BRCA_Basal,0.9705882352941176
B3_linear_svm__LATE,4,3,f1__BRCA_Basal,0.9850746268656716
B3_linear_svm__LATE,4,4,f1__BRCA_Basal,0.9846153846153847
B4_random_forest__LATE,0,0,f1__BRCA_Basal,1.0
B4_random_forest__LATE,0,1,f1__BRCA_Basal,0.9850746268656716
B4_random_forest__LATE,0,2,f1__BRCA_Basal,0.9846153846153847
B4_random_forest__LATE,0,3,f1__BRCA_Basal,0.9705882352941176
B4_random_forest__LATE,0,4,f1__BRCA_Basal,0.9841269841269841
B4_random_forest__LATE,1,0,f1__BRCA_Basal,1.0
B4_random_forest__LATE,1,1,f1__BRCA_Basal,0.9705882352941176
B4_random_forest__LATE,1,2,f1__BRCA_Basal,0.9846153846153847
B4_random_forest__LATE,1,3,f1__BRCA_Basal,0.9850746268656716
B4_random_forest__LATE,1,4,f1__BRCA_Basal,0.96875
B4_random_forest__LATE,2,0,f1__BRCA_Basal,1.0
B4_random_forest__LATE,2,1,f1__BRCA_Basal,0.9696969696969697
B4_random_forest__LATE,2,2,f1__BRCA_Basal,0.9850746268656716
B4_random_forest__LATE,2,3,f1__BRCA_Basal,0.9411764705882353
B4_random_forest__LATE,2,4,f1__BRCA_Basal,0.9841269841269841
B4_random_forest__LATE,3,0,f1__BRCA_Basal,0.9846153846153847
B4_random_forest__LATE,3,1,f1__BRCA_Basal,0.9696969696969697
B4_random_forest__LATE,3,2,f1__BRCA_Basal,0.9850746268656716
B4_random_forest__LATE,3,3,f1__BRCA_Basal,1.0
B4_random_forest__LATE,3,4,f1__BRCA_Basal,0.9375
B4_random_forest__LATE,4,0,f1__BRCA_Basal,0.9841269841269841
B4_random_forest__LATE,4,1,f1__BRCA_Basal,0.9696969696969697
B4_random_forest__LATE,4,2,f1__BRCA_Basal,0.9565217391304348
B4_random_forest__LATE,4,3,f1__BRCA_Basal,1.0
B4_random_forest__LATE,4,4,f1__BRCA_Basal,0.9846153846153847
B5_xgboost__LATE,0,0,f1__BRCA_Basal,1.0
B5_xgboost__LATE,0,1,f1__BRCA_Basal,0.9705882352941176
