model,metric,mean,std,n,ci95_lo,ci95_hi,nb_ci95_lo,nb_ci95_hi
B0b_dummy_mostfreq,macro_f1,0.17216678270286995,0.0002526484353454691,25,0.17206249455440853,0.17227107085133136,0.17188597826942212,0.17244758713631778
B0b_dummy_mostfreq,weighted_f1,0.36166614247261314,0.0013428462324685205,25,0.3611118427910773,0.362220442154149,0.3601736449038067,0.36315864004141957
B0b_dummy_mostfreq,balanced_accuracy,0.25,0.0,25,0.25,0.25,0.25,0.25
B0b_dummy_mostfreq,mcc,0.0,0.0,25,0.0,0.0,0.0,0.0
B0b_dummy_mostfreq,f1__BRCA_Basal,0.0,0.0,25,0.0,0.0,0.0,0.0
B0b_dummy_mostfreq,precision__BRCA_Basal,0.0,0.0,25,0.0,0.0,0.0,0.0
B0b_dummy_mostfreq,recall__BRCA_Basal,0.0,0.0,25,0.0,0.0,0.0,0.0
B0b_dummy_mostfreq,f1__BRCA_Her2,0.0,0.0,25,0.0,0.0,0.0,0.0
B0b_dummy_mostfreq,precision__BRCA_Her2,0.0,0.0,25,0.0,0.0,0.0,0.0
B0b_dummy_mostfreq,recall__BRCA_Her2,0.0,0.0,25,0.0,0.0,0.0,0.0
B0b_dummy_mostfreq,f1__BRCA_LumA,0.6886671308114798,0.0010105937413818764,25,0.6882499782176341,0.6890842834053255,0.6875439130776885,0.6897903485452711
B0b_dummy_mostfreq,precision__BRCA_LumA,0.5251666366420465,0.0011767199869251986,25,0.5246809105043557,0.5256523627797374,0.5238587789907477,0.5264744942933454
B0b_dummy_mostfreq,recall__BRCA_LumA,1.0,0.0,25,1.0,1.0,1.0,1.0
B0b_dummy_mostfreq,f1__BRCA_LumB,0.0,0.0,25,0.0,0.0,0.0,0.0
B0b_dummy_mostfreq,precision__BRCA_LumB,0.0,0.0,25,0.0,0.0,0.0,0.0
B0b_dummy_mostfreq,recall__BRCA_LumB,0.0,0.0,25,0.0,0.0,0.0,0.0
B0b_dummy_mostfreq,roc_auc_macro,0.5,0.0,25,0.5,0.5,0.5,0.5
B0b_dummy_mostfreq,pr_auc_macro,0.25,0.0,25,0.25,0.25,0.25,0.25
B0b_dummy_mostfreq,roc_auc__BRCA_Basal,0.5,0.0,25,0.5,0.5,0.5,0.5
B0b_dummy_mostfreq,pr_auc__BRCA_Basal,0.17833423407193902,0.002511262295817193,25,0.17729763594389747,0.17937083219998057,0.17554310819280355,0.18112535995107448
B0b_dummy_mostfreq,roc_auc__BRCA_Her2,0.5,0.0,25,0.5,0.5,0.5,0.5
B0b_dummy_mostfreq,pr_auc__BRCA_Her2,0.08424307932504654,0.0026624745665736345,25,0.08314406383938204,0.08534209481071105,0.08128388956709838,0.08720226908299471
B0b_dummy_mostfreq,roc_auc__BRCA_LumA,0.5,0.0,25,0.5,0.5,0.5,0.5
B0b_dummy_mostfreq,pr_auc__BRCA_LumA,0.5251666366420465,0.0011767199869251986,25,0.5246809105043557,0.5256523627797374,0.5238587789907477,0.5264744942933454
B0b_dummy_mostfreq,roc_auc__BRCA_LumB,0.5,0.0,25,0.5,0.5,0.5,0.5
B0b_dummy_mostfreq,pr_auc__BRCA_LumB,0.21225604996096803,0.0023955181680356367,25,0.21126722866069553,0.21324487126124053,0.2095935671275818,0.21491853279435427
B1_pam50_centroid,macro_f1,0.8586074870067746,0.02692503064128966,25,0.8474933806043049,0.8697215934092443,0.8286818396761106,0.8885331343374385
B1_pam50_centroid,weighted_f1,0.8739048772683549,0.021700557109124517,25,0.8649473275475451,0.8828624269891646,0.8497859365110237,0.898023818025686
B1_pam50_centroid,balanced_accuracy,0.9135905410379094,0.018572807094443797,25,0.9059240630683859,0.9212570190074328,0.8929479173598345,0.9342331647159843
B1_pam50_centroid,mcc,0.8166854882555471,0.0297339917282016,25,0.8044118997036881,0.8289590768074061,0.7836378396921871,0.849733136818907
B1_pam50_centroid,f1__BRCA_Basal,0.9672635377064988,0.01965887966673241,25,0.9591487510130212,0.9753783243999763,0.9454138058469396,0.9891132695660579
B1_pam50_centroid,precision__BRCA_Basal,0.9505869832781596,0.033311772943224946,25,0.9368365592255994,0.9643374073307198,0.913562833432648,0.9876111331236712
B1_pam50_centroid,recall__BRCA_Basal,0.9853409090909091,0.01989034652274611,25,0.9771305775751934,0.9935512406066248,0.9632339149242393,1.007447903257579
B1_pam50_centroid,f1__BRCA_Her2,0.7842797959846227,0.06511859932821072,25,0.7574001592868775,0.8111594326823679,0.7119041591979935,0.8566554327712519
B1_pam50_centroid,precision__BRCA_Her2,0.6580911736496405,0.09066597540774823,25,0.6206660984031098,0.6955162488961713,0.5573210745886517,0.7588612727106294
B1_pam50_centroid,recall__BRCA_Her2,0.9818333333333333,0.03479603266018827,25,0.9674702369817885,0.9961964296848782,0.9431595128364226,1.020507153830244
B1_pam50_centroid,f1__BRCA_LumA,0.8887221256616086,0.022961116779058634,25,0.8792442424828741,0.898200008840343,0.8632021441914821,0.914242107131735
B1_pam50_centroid,precision__BRCA_LumA,0.9890949160572226,0.010064598914970226,25,0.9849404538124286,0.9932493783020165,0.9779086841206057,1.0002811479938394
B1_pam50_centroid,recall__BRCA_LumA,0.8079166666666666,0.04079824172409612,25,0.7910759801844037,0.8247573531489295,0.7625717305805326,0.8532616027528006
B1_pam50_centroid,f1__BRCA_LumB,0.7941644886743684,0.04258395990295306,25,0.7765866939559424,0.8117422833927944,0.746834827922017,0.8414941494267197
B1_pam50_centroid,precision__BRCA_LumB,0.7270641844382996,0.05364417773630545,25,0.7049209561843638,0.7492074126922353,0.6674417176835789,0.7866866511930203
B1_pam50_centroid,recall__BRCA_LumB,0.8792712550607288,0.06126955922534996,25,0.8539804240293722,0.9045620860920853,0.8111736084541055,0.9473689016673521
B1_pam50_centroid,roc_auc_macro,0.9853980577652419,0.0032893618858047106,25,0.9840402759122846,0.9867558396181992,0.9817421182400862,0.9890539972903977
B1_pam50_centroid,pr_auc_macro,0.9453952454757767,0.013843061381119104,25,0.9396811105811727,0.9511093803703807,0.9300094664069563,0.9607810245445971
B1_pam50_centroid,roc_auc__BRCA_Basal,0.9996016489397285,0.00041034163236200303,25,0.9994322682387669,0.9997710296406901,0.9991455774448154,1.0000577204346415
B1_pam50_centroid,pr_auc__BRCA_Basal,0.9982875490856488,0.0017252067518095326,25,0.9975754187389346,0.9989996794323629,0.9963700794450401,1.0002050187262574
B1_pam50_centroid,roc_auc__BRCA_Her2,0.9927480752780155,0.005105108918519948,25,0.9906407898872379,0.994855360668793,0.9870740357155134,0.9984221148405175
B1_pam50_centroid,pr_auc__BRCA_Her2,0.9253919609839626,0.047995777090530635,25,0.9055802779236894,0.9452036440442357,0.8720473717908198,0.9787365501771054
B1_pam50_centroid,roc_auc__BRCA_LumA,0.9854137708277644,0.004503311604779335,25,0.983554895159031,0.9872726464964977,0.9804085949117136,0.9904189467438151
B1_pam50_centroid,pr_auc__BRCA_LumA,0.9874930272417747,0.0038378006510252204,25,0.9859088609930815,0.9890771934904679,0.9832275290762182,0.9917585254073311
B1_pam50_centroid,roc_auc__BRCA_LumB,0.9638287360154595,0.009100048119239533,25,0.9600724207706506,0.9675850512602684,0.9537145476850357,0.9739429243458833
B1_pam50_centroid,pr_auc__BRCA_LumB,0.8704084445917211,0.030831909533771365,25,0.8576816578439218,0.8831352313395203,0.836140522540644,0.9046763666427982
