model,metric,mean,std,n,ci95_lo,ci95_hi,nb_ci95_lo,nb_ci95_hi
B2_elasticnet_logreg__LATE,macro_f1,0.8466562862220183,0.025697875740250425,25,0.8360487244665785,0.857263847977458,0.8180945520945684,0.8752180203494682
B2_elasticnet_logreg__LATE,weighted_f1,0.8653275582267761,0.021756717157817584,25,0.8563468267772226,0.8743082896763296,0.8411461987545453,0.8895089176990069
B2_elasticnet_logreg__LATE,balanced_accuracy,0.8429514783462153,0.02827889616573793,25,0.8312785237220364,0.8546244329703943,0.8115210861275121,0.8743818705649186
B2_elasticnet_logreg__LATE,mcc,0.7913498516106882,0.03321924869062191,25,0.7776376196925006,0.8050620835288758,0.7544285372341429,0.8282711659872334
B2_elasticnet_logreg__LATE,f1__BRCA_Basal,0.9773543815105034,0.018238594871129877,25,0.9698258595663751,0.9848829034546316,0.9570832157988737,0.997625547222133
B2_elasticnet_logreg__LATE,precision__BRCA_Basal,0.9787928278151239,0.027860993051002845,25,0.9672923751184253,0.9902932805118225,0.9478269112509357,1.0097587443793121
B2_elasticnet_logreg__LATE,recall__BRCA_Basal,0.9766287878787879,0.024122523487905407,25,0.9666714995728827,0.9865860761846932,0.9498179685990615,1.0034396071585143
B2_elasticnet_logreg__LATE,f1__BRCA_Her2,0.7976293548868632,0.06820261560410604,25,0.7694766988379464,0.8257820109357799,0.7218260085958689,0.8734327011778574
B2_elasticnet_logreg__LATE,precision__BRCA_Her2,0.8139873231343822,0.09180003691906102,25,0.7760941303034522,0.8518805159653121,0.7119567789028395,0.9160178673659248
B2_elasticnet_logreg__LATE,recall__BRCA_Her2,0.7900000000000001,0.08950254755323181,25,0.7530551641685683,0.826944835831432,0.690522985137606,0.8894770148623943
B2_elasticnet_logreg__LATE,f1__BRCA_LumA,0.9003151288812853,0.02034238146086885,25,0.8919182065138501,0.9087120512487205,0.877705723470609,0.9229245342919615
B2_elasticnet_logreg__LATE,precision__BRCA_LumA,0.8906699090348386,0.02763499202675315,25,0.8792627449759151,0.9020770730937621,0.8599551798151762,0.9213846382545009
B2_elasticnet_logreg__LATE,recall__BRCA_LumA,0.9112500000000001,0.03198216372130404,25,0.8980484116595698,0.9244515883404304,0.875703635535419,0.9467963644645813
B2_elasticnet_logreg__LATE,f1__BRCA_LumB,0.7113262796094216,0.055724451456637215,25,0.6883243565676488,0.7343282026511945,0.649391706378936,0.7732608528399073
B2_elasticnet_logreg__LATE,precision__BRCA_LumB,0.7352779302339499,0.06871819894977463,25,0.7069124518399282,0.7636434086279716,0.6589015422414402,0.8116543182264597
B2_elasticnet_logreg__LATE,recall__BRCA_LumB,0.6939271255060728,0.07347235225334901,25,0.6635992290790499,0.7242550219330958,0.6122667652494608,0.7755874857626849
B2_elasticnet_logreg__LATE,roc_auc_macro,0.9680588220368118,0.007619361760022842,25,0.9649137040814049,0.9712039399922188,0.9595903327729397,0.9765273113006839
B2_elasticnet_logreg__LATE,pr_auc_macro,0.9031622306635433,0.019842026282675354,25,0.8949718447626235,0.9113526165644631,0.8811089417083012,0.9252155196187853
B2_elasticnet_logreg__LATE,roc_auc__BRCA_Basal,0.9990261271656968,0.0018236907210937828,25,0.9982733446344728,0.9997789096969208,0.9969991981684103,1.0010530561629833
B2_elasticnet_logreg__LATE,pr_auc__BRCA_Basal,0.9970943515919621,0.004972431202515679,25,0.9950418328706289,0.9991468703132954,0.9915677757999077,1.0026209273840165
B2_elasticnet_logreg__LATE,roc_auc__BRCA_Her2,0.9819904001520767,0.010270250843849563,25,0.9777510489632407,0.9862297513409127,0.9705755977384749,0.9934052025656785
B2_elasticnet_logreg__LATE,pr_auc__BRCA_Her2,0.8624652110602553,0.0652450161258829,25,0.8355333920731339,0.8893970300473767,0.7899490691594738,0.9349813529610368
B2_elasticnet_logreg__LATE,roc_auc__BRCA_LumA,0.9610369330838456,0.013230308922876799,25,0.9555757299726817,0.9664981361950096,0.9463321936844188,0.9757416724832725
B2_elasticnet_logreg__LATE,pr_auc__BRCA_LumA,0.9616921365074751,0.01622375494927883,25,0.9549952996066706,0.9683889734082796,0.9436603513088092,0.979723921706141
B2_elasticnet_logreg__LATE,roc_auc__BRCA_LumB,0.9301818277456277,0.019755434362288042,25,0.9220271852326951,0.9383364702585604,0.9082247808079239,0.9521388746833316
B2_elasticnet_logreg__LATE,pr_auc__BRCA_LumB,0.7913972234944805,0.05628363789849529,25,0.7681644796341011,0.8146299673548599,0.7288411461894378,0.8539533007995231
B3_linear_svm__LATE,macro_f1,0.8538462029316427,0.023118546540393022,25,0.8443033359413131,0.8633890699219723,0.8281512471938987,0.8795411586693868
B3_linear_svm__LATE,weighted_f1,0.870770685520929,0.020952428464749543,25,0.8621219481267268,0.8794194229151311,0.8474832474002262,0.8940581236416317
B3_linear_svm__LATE,balanced_accuracy,0.8312015320206109,0.02652531721073493,25,0.8202524192130183,0.8421506448282035,0.8017201435402143,0.8606829205010075
B3_linear_svm__LATE,mcc,0.810435625702769,0.02917254046193091,25,0.798393792843086,0.8224774585624519,0.7780119984380888,0.8428592529674491
B3_linear_svm__LATE,f1__BRCA_Basal,0.9830113933199752,0.014555367229436867,25,0.9770032330222147,0.9890195536177357,0.9668339266244139,0.9991888600155365
B3_linear_svm__LATE,precision__BRCA_Basal,0.980252928444105,0.02570681252836365,25,0.9696416777638388,0.9908641791243713,0.9516812615825793,1.008824595305631
B3_linear_svm__LATE,recall__BRCA_Basal,0.9864393939393941,0.02004491269681553,25,0.9781652606428107,0.9947135272359774,0.9641606082202437,1.0087181796585443
B3_linear_svm__LATE,f1__BRCA_Her2,0.8219208460266303,0.06502343011021579,25,0.7950804932513114,0.8487611988019492,0.749650984438269,0.8941907076149915
B3_linear_svm__LATE,precision__BRCA_Her2,0.8914047912871443,0.0780764324910825,25,0.8591764239440658,0.9236331586302229,0.8046272564834696,0.9781823260908191
B3_linear_svm__LATE,recall__BRCA_Her2,0.7685,0.08466881285556313,25,0.7335504317865301,0.8034495682134698,0.6743954076161377,0.8626045923838622
B3_linear_svm__LATE,f1__BRCA_LumA,0.9086662358256703,0.01727425254507776,25,0.9015357748294732,0.9157966968218674,0.8894668820179875,0.9278655896333531
B3_linear_svm__LATE,precision__BRCA_LumA,0.8528394783308851,0.024739232527797236,25,0.8426276250449047,0.8630513316168655,0.8253432218652439,0.8803357347965264
B3_linear_svm__LATE,recall__BRCA_LumA,0.9729166666666665,0.020833333333333336,25,0.9643170893265498,0.9815162440067833,0.9497615960425525,0.9960717372907806
B3_linear_svm__LATE,f1__BRCA_LumB,0.7017863365542955,0.06242150239236703,25,0.6760200067538421,0.7275526663547488,0.6324083703290844,0.7711643027795065
B3_linear_svm__LATE,precision__BRCA_LumB,0.8629036739444149,0.07203469607494818,25,0.8331692128211354,0.8926381350676944,0.782841187144318,0.9429661607445118
B3_linear_svm__LATE,recall__BRCA_LumB,0.5969500674763831,0.0794118772924193,25,0.5641704556123821,0.6297296793403842,0.5086882613756095,0.6852118735771567
B3_linear_svm__LATE,roc_auc_macro,0.980101175253078,0.006087037490404379,25,0.9775885696688738,0.9826137808372823,0.9733357776699447,0.9868665728362114
B3_linear_svm__LATE,pr_auc_macro,0.9333626857764713,0.01644339491283382,25,0.9265751859546955,0.9401501855982471,0.9150867831921418,0.9516385883608008
B3_linear_svm__LATE,roc_auc__BRCA_Basal,0.9995648120275604,0.000732534073321152,25,0.9992624368235062,0.9998671872316146,0.998750641873849,1.0003789821812719
B3_linear_svm__LATE,pr_auc__BRCA_Basal,0.9983687551305579,0.002640872763186147,25,0.9972786564310814,0.9994588538300344,0.9954335745541959,1.0013039357069198
B3_linear_svm__LATE,roc_auc__BRCA_Her2,0.9873225453854196,0.008217777326520653,25,0.9839304136246225,0.9907146771462167,0.9781889510957158,0.9964561396751235
B3_linear_svm__LATE,pr_auc__BRCA_Her2,0.8926846747000661,0.05493359875709955,25,0.8700091996081003,0.9153601497920318,0.8316290894749115,0.9537402599252206
B3_linear_svm__LATE,roc_auc__BRCA_LumA,0.9751762563485699,0.01005287100873086,25,0.9710266351455396,0.9793258775516002,0.9640030593158208,0.986349453381319
B3_linear_svm__LATE,pr_auc__BRCA_LumA,0.977155466799378,0.0099005919035669,25,0.9730687033215705,0.9812422302771856,0.9661515193714921,0.9881594142272639
B3_linear_svm__LATE,roc_auc__BRCA_LumB,0.958341087250762,0.01450000869776935,25,0.9523557778317779,0.964326396669746,0.9422251484293003,0.9744570260722236
B3_linear_svm__LATE,pr_auc__BRCA_LumB,0.8652418464758835,0.049986868252807654,25,0.8446082813784317,0.8858754115733354,0.8096842721716253,0.9207994207801418
B4_random_forest__LATE,macro_f1,0.7772393745153433,0.02725093854699969,25,0.7659907399413101,0.7884880090893766,0.7469514989971431,0.8075272500335435
B4_random_forest__LATE,weighted_f1,0.815165650557165,0.02200941589527956,25,0.8060806101954568,0.824250690918873,0.7907034307435314,0.8396278703707984
B4_random_forest__LATE,balanced_accuracy,0.7351243789105633,0.025718353078184205,25,0.7245083645254621,0.7457403932956644,0.7065398853812229,0.7637088724399036
B4_random_forest__LATE,mcc,0.7452330911054592,0.026850243134912417,25,0.7341498554683575,0.7563163267425609,0.7153905658544097,0.7750756163565087
B4_random_forest__LATE,f1__BRCA_Basal,0.9794142635081197,0.016730287983647618,25,0.9725083400471051,0.9863201869691343,0.9608194955166095,0.9980090314996298
B4_random_forest__LATE,precision__BRCA_Basal,0.9741501782531193,0.026654464679489544,25,0.9631477559905266,0.9851526005157121,0.9445252496722457,1.003775106833993
B4_random_forest__LATE,recall__BRCA_Basal,0.9852272727272728,0.01810421808172837,25,0.977754218795617,0.9927003266589287,0.9651054592099872,1.0053490862445584
B4_random_forest__LATE,f1__BRCA_Her2,0.6630874343048256,0.08647805357474632,25,0.6273910482277636,0.6987838203818877,0.5669719732827854,0.7592028953268659
B4_random_forest__LATE,precision__BRCA_Her2,0.9540634920634921,0.07259512573287086,25,0.9240976969472365,0.9840292871797476,0.8733781194245609,1.0347488647024232
B4_random_forest__LATE,recall__BRCA_Her2,0.514,0.0962091062718578,25,0.474286832789999,0.5537131672100011,0.4070690247804273,0.6209309752195727
B4_random_forest__LATE,f1__BRCA_LumA,0.8736610543065025,0.014627739181046456,25,0.8676230203353762,0.8796990882776289,0.8574031502837065,0.8899189583292986
B4_random_forest__LATE,precision__BRCA_LumA,0.7823161802281318,0.02189817259498561,25,0.7732770588439172,0.7913553016123464,0.7579776010452871,0.8066547594109764
B4_random_forest__LATE,recall__BRCA_LumA,0.9895833333333335,0.00997319903912853,25,0.985466599102996,0.9937000675636709,0.9784986871845638,1.0006679794821032
B4_random_forest__LATE,f1__BRCA_LumB,0.5927947459419252,0.07300048054375645,25,0.5626616285834425,0.6229278633004078,0.5116588443778477,0.6739306475060026
B4_random_forest__LATE,precision__BRCA_LumB,0.8816095173931626,0.06713581357818933,25,0.8538972155776122,0.909321819208713,0.8069918611622667,0.9562271736240585
B4_random_forest__LATE,recall__BRCA_LumB,0.45168690958164637,0.08160993559773203,25,0.4179999838427034,0.4853738353205893,0.3609820861066918,0.5423917330566009
B4_random_forest__LATE,roc_auc_macro,0.9797791346579313,0.006391583832600592,25,0.9771408185222055,0.9824174507936572,0.9726752510558283,0.9868830182600343
B4_random_forest__LATE,pr_auc_macro,0.9372113464647072,0.01774841773446458,25,0.9298851596980402,0.9445375332313741,0.9174849848915325,0.9569377080378818
B4_random_forest__LATE,roc_auc__BRCA_Basal,0.9994047269048096,0.0010185365940672928,25,0.9989842956625175,0.9998251581471018,0.9982726811399038,1.0005367726697156
B4_random_forest__LATE,pr_auc__BRCA_Basal,0.9978444641573299,0.0033333943465664153,25,0.9964685065978863,0.9992204217167734,0.994139585044717,1.0015493432699427
B4_random_forest__LATE,roc_auc__BRCA_Her2,0.9925888461172891,0.004767581409809567,25,0.990620885234459,0.9945568070001193,0.9872899492732722,0.9978877429613061
B4_random_forest__LATE,pr_auc__BRCA_Her2,0.9252740952259528,0.0477866315645392,25,0.9055487431957326,0.944999447256173,0.8721619594452125,0.9783862310066932
B4_random_forest__LATE,roc_auc__BRCA_LumA,0.9730857112625858,0.010175127748963486,25,0.9688856249574924,0.9772857975676792,0.9617766327840275,0.9843947897411441
B4_random_forest__LATE,pr_auc__BRCA_LumA,0.9747954779806542,0.010240396661221498,25,0.9705684499927352,0.9790225059685733,0.963413856800997,0.9861770991603115
B4_random_forest__LATE,roc_auc__BRCA_LumB,0.9540372543470407,0.016984588503458315,25,0.9470263607906144,0.9610481479034669,0.9351598457237242,0.9729146629703571
B4_random_forest__LATE,pr_auc__BRCA_LumB,0.8509313484948925,0.05274100989758429,25,0.8291609296016058,0.8727017673881792,0.7923127016645406,0.9095499953252444
B5_xgboost__LATE,macro_f1,0.8617268958993514,0.028089269734582468,25,0.850132215218874,0.8733215765798287,0.8305072627241171,0.8929465290745856
B5_xgboost__LATE,weighted_f1,0.8768814965516633,0.026066931416878544,25,0.8661215961001929,0.8876413970031336,0.8479095779318987,0.9058534151714278
B5_xgboost__LATE,balanced_accuracy,0.851980784566311,0.02393309783249246,25,0.8421016873279542,0.8618598818046678,0.8253805011791816,0.8785810679534404
B5_xgboost__LATE,mcc,0.8114417441119834,0.039033268548056416,25,0.7953296027495886,0.8275538854743782,0.7680584757958111,0.8548250124281558
B5_xgboost__LATE,f1__BRCA_Basal,0.9781846011153058,0.0179138014990468,25,0.9707901472858713,0.9855790549447403,0.9582744248501799,0.9980947773804317
B5_xgboost__LATE,precision__BRCA_Basal,0.9740970842882607,0.0270044494840124,25,0.9629501953987387,0.9852439731777827,0.9440831674098146,1.004111001166707
B5_xgboost__LATE,recall__BRCA_Basal,0.9828030303030303,0.020001918956379088,25,0.974546643950256,0.9910594166558045,0.9605720296924977,1.005034030913563
B5_xgboost__LATE,f1__BRCA_Her2,0.8255313425438178,0.07327950207216492,25,0.795283050759106,0.8557796343285295,0.7440853243463349,0.9069773607413006
B5_xgboost__LATE,precision__BRCA_Her2,0.8592401200674858,0.11582467757315476,25,0.8114300429786331,0.9070501971563386,0.7305075477848471,0.9879726923501246
B5_xgboost__LATE,recall__BRCA_Her2,0.8048333333333335,0.08250175362894933,25,0.7707782832040179,0.8388883834626492,0.7131373046025375,0.8965293620641295
B5_xgboost__LATE,f1__BRCA_LumA,0.9077117249963962,0.023432390047494624,25,0.89803930977349,0.9173841402193024,0.8816679499672029,0.9337555000255895
B5_xgboost__LATE,precision__BRCA_LumA,0.8818394717863514,0.029704626770045994,25,0.8695780044934723,0.8941009390792304,0.8488244607116299,0.9148544828610728
B5_xgboost__LATE,recall__BRCA_LumA,0.9358333333333333,0.028317244206392055,25,0.9241445494159649,0.9475221172507017,0.9043603194383272,0.9673063472283394
B5_xgboost__LATE,f1__BRCA_LumB,0.7354799149418859,0.06908250834603338,25,0.706964057020079,0.7639957728636928,0.658698617679005,0.8122612122047669
B5_xgboost__LATE,precision__BRCA_LumB,0.7997681327229605,0.06333018009831486,25,0.7736267192004493,0.8259095462454717,0.7293802226678721,0.870156042778049
B5_xgboost__LATE,recall__BRCA_LumB,0.6844534412955465,0.08826474076192804,25,0.6480195469953438,0.7208873355957492,0.5863521786093914,0.7825547039817017
B5_xgboost__LATE,roc_auc_macro,0.9784541518144867,0.0075590598920951685,25,0.9753339252467756,0.9815743783821977,0.9700526846631249,0.9868556189658485
B5_xgboost__LATE,pr_auc_macro,0.9327425285436761,0.023862198316547675,25,0.9228926971871151,0.9425923599002372,0.9062210459548948,0.9592640111324574
B5_xgboost__LATE,roc_auc__BRCA_Basal,0.9994657903538698,0.0006936620430143357,25,0.9991794607353032,0.9997521199724365,0.9986948242612972,1.0002367564464425
B5_xgboost__LATE,pr_auc__BRCA_Basal,0.9978747466087353,0.002708124668108596,25,0.9967568876872915,0.9989926055301791,0.9948648193471853,1.0008846738702855
B5_xgboost__LATE,roc_auc__BRCA_Her2,0.9898829959129359,0.005767485714454509,25,0.9875022948188814,0.9922636970069905,0.9834727620389313,0.9962932297869406
B5_xgboost__LATE,pr_auc__BRCA_Her2,0.9050950417180743,0.059331265975700744,25,0.8806042988167107,0.929585784619438,0.8391516983315728,0.9710383851045759
B5_xgboost__LATE,roc_auc__BRCA_LumA,0.9718229862781788,0.011081873108531384,25,0.9672486138844103,0.9763973586719472,0.9595061116633541,0.9841398608930034
B5_xgboost__LATE,pr_auc__BRCA_LumA,0.9745783739979405,0.010554702032167181,25,0.97022160712942,0.9789351408664609,0.9628474201913175,0.9863093278045634
B5_xgboost__LATE,roc_auc__BRCA_LumB,0.9526448347129627,0.018994548156313965,25,0.9448042705892445,0.9604853988366808,0.9315334697193985,0.9737561997065268
B5_xgboost__LATE,pr_auc__BRCA_LumB,0.8534219518499548,0.05857842530695716,25,0.8292419663032621,0.8776019373966476,0.7883153482484195,0.9185285554514901
