macro_f1,weighted_f1,balanced_accuracy,mcc,f1__BRCA_Basal,precision__BRCA_Basal,recall__BRCA_Basal,f1__BRCA_Her2,precision__BRCA_Her2,recall__BRCA_Her2,f1__BRCA_LumA,precision__BRCA_LumA,recall__BRCA_LumA,f1__BRCA_LumB,precision__BRCA_LumB,recall__BRCA_LumB,f1__BRCA_Normal,precision__BRCA_Normal,recall__BRCA_Normal,roc_auc_macro,pr_auc_macro,roc_auc__BRCA_Basal,pr_auc__BRCA_Basal,roc_auc__BRCA_Her2,pr_auc__BRCA_Her2,roc_auc__BRCA_LumA,pr_auc__BRCA_LumA,roc_auc__BRCA_LumB,pr_auc__BRCA_LumB,roc_auc__BRCA_Normal,pr_auc__BRCA_Normal,model,repeat,fold,n_selected,best_inner_f1
0.8331891071675551,0.8827109745574556,0.8222985347985349,0.8254096652043513,0.96875,0.96875,0.96875,0.8235294117647058,0.7777777777777778,0.875,0.9175257731958762,0.9081632653061225,0.9270833333333334,0.7894736842105263,0.8108108108108109,0.7692307692307693,0.6666666666666666,0.8,0.5714285714285714,0.980747598877944,0.8738328193611604,0.9994066455696202,0.9970684032869013,0.9827586206896551,0.7978414661319073,0.9739583333333334,0.97738480543202,0.9757174392935982,0.9083540157925081,0.9718969555035128,0.688515406162465,MOGFormer_BASELINE,0,0,444,0.921151515151515
0.7371182729917042,0.8266290734270398,0.7739348370927317,0.7430734242008451,0.9705882352941176,0.9428571428571428,1.0,0.6046511627906976,0.48148148148148145,0.8125,0.8913043478260869,0.9318181818181818,0.8541666666666666,0.6857142857142857,0.75,0.631578947368421,0.5333333333333333,0.5,0.5714285714285714,0.9585400027594565,0.8367356807543974,1.0,0.9999999999999998,0.954382183908046,0.7783040130601107,0.9686391843971631,0.9660136859901429,0.933691135734072,0.8245094542772629,0.9359875097580015,0.6148512504444708,MOGFormer_BASELINE,0,1,444,0.8072309737454304
0.856444059637224,0.8973166729906565,0.827071262071262,0.8482885448258648,0.9696969696969697,0.9696969696969697,0.9696969696969697,0.8387096774193549,0.8125,0.8666666666666667,0.9246231155778895,0.8932038834951457,0.9583333333333334,0.821917808219178,0.8823529411764706,0.7692307692307693,0.7272727272727273,1.0,0.5714285714285714,0.9886069677731644,0.9582917701028458,0.9994209612044007,0.9973501246228518,0.9862857142857143,0.9266676950500479,0.9850398936170213,0.9851407187766462,0.9738495500084905,0.9140463438107151,0.9984387197501952,0.9682539682539681,MOGFormer_BASELINE,0,2,444,0.8756941123392737
0.759175965831314,0.8436233939513362,0.7551773226773226,0.7637445691448318,0.9538461538461539,0.96875,0.9393939393939394,0.5806451612903226,0.5625,0.6,0.9052631578947369,0.9148936170212766,0.8958333333333334,0.7407407407407407,0.7142857142857143,0.7692307692307693,0.6153846153846154,0.6666666666666666,0.5714285714285714,0.9767358635041393,0.8645678413585929,0.9963327542945377,0.9883865391886781,0.9664761904761905,0.6567174769961147,0.9717420212765957,0.9740798059768665,0.9538121922227882,0.8193016431347067,0.9953161592505855,0.8843537414965985,MOGFormer_BASELINE,0,3,444,0.8630300645645914
0.7927861743990776,0.8846763816297867,0.7798031135531135,0.8366060795323098,0.9538461538461539,0.9393939393939394,0.96875,0.8,0.8,0.8,0.9247311827956989,0.9555555555555556,0.8958333333333334,0.8409090909090909,0.7551020408163265,0.9487179487179487,0.4444444444444444,1.0,0.2857142857142857,0.9846003471438282,0.9309235271181129,0.9992038216560509,0.9965277777777778,0.9923371647509579,0.9189367114367113,0.9824148745519714,0.9809931673346942,0.9796581196581197,0.9522991731805753,0.9693877551020408,0.8058608058608057,MOGFormer_BASELINE,0,4,444,0.8736892421223839
0.8825180031062384,0.9176192788421892,0.9207875457875458,0.87701014725204,0.9841269841269841,1.0,0.96875,0.8648648648648649,0.7619047619047619,1.0,0.93048128342246,0.9560439560439561,0.90625,0.8831168831168831,0.8947368421052632,0.8717948717948718,0.75,0.6666666666666666,0.8571428571428571,0.9913964148071006,0.9673017361910947,0.9984177215189873,0.99375,0.9971264367816092,0.9705018520566122,0.9803856382978724,0.9822840742052957,0.9857361181864492,0.9559068206276318,0.9953161592505855,0.9340659340659339,MOGFormer_BASELINE,1,0,444,0.8467029247994542
0.8764026354127876,0.8890952171208648,0.8683783321941216,0.8326803178093163,0.9523809523809523,1.0,0.9090909090909091,0.875,0.875,0.875,0.9137055837563451,0.8910891089108911,0.9375,0.7837837837837838,0.8055555555555556,0.7631578947368421,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9864070899217273,0.9594385989739855,0.998648909476935,0.9946969696969696,0.9942528735632185,0.955489417989418,0.9766179078014185,0.9764922296072143,0.9632963988919668,0.8883715204334692,0.9992193598750976,0.982142857142857,MOGFormer_BASELINE,1,1,444,0.8915106398977366
0.8416042966042966,0.8978080205711785,0.8831106393606394,0.8473014347416005,0.9846153846153847,1.0,0.9696969696969697,0.8333333333333334,0.7142857142857143,1.0,0.918918918918919,0.9550561797752809,0.8854166666666666,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.625,0.5555555555555556,0.7142857142857143,0.9877709001309214,0.9204017743653946,1.0,0.9999999999999998,0.9961904761904762,0.9488640988640988,0.9829343971631206,0.9831538991661729,0.9730005094243505,0.9057051595109868,0.9867291178766588,0.7642857142857142,MOGFormer_BASELINE,1,2,444,0.8714214667155844
0.8148126657714144,0.8704905160445713,0.830728021978022,0.8109239355356654,0.9850746268656716,0.9705882352941176,1.0,0.7878787878787878,0.7222222222222222,0.8666666666666667,0.8950276243093923,0.9529411764705882,0.84375,0.7906976744186046,0.723404255319149,0.8717948717948718,0.6153846153846154,0.6666666666666666,0.5714285714285714,0.9647568890568904,0.8486480626189976,0.9996139741362672,0.9981904607573056,0.9897142857142858,0.8818602693602693,0.9683067375886525,0.9700020069996811,0.9645101035829513,0.84592650371666,0.901639344262295,0.5472610722610722,MOGFormer_BASELINE,1,3,444,0.8996429847698459
0.854680441112602,0.8966483621903579,0.8319917582417583,0.8467472681033463,1.0,1.0,1.0,0.7857142857142857,0.8461538461538461,0.7333333333333333,0.9346733668341709,0.9029126213592233,0.96875,0.7837837837837838,0.8285714285714286,0.7435897435897436,0.7692307692307693,0.8333333333333334,0.7142857142857143,0.9843602896564917,0.8895224892432114,1.0,1.0,0.9881226053639847,0.849369086889371,0.9843189964157706,0.9847010190821682,0.9642735042735043,0.8871012374876255,0.9850863422291993,0.7264411027568922,MOGFormer_BASELINE,1,4,444,0.8677196398981876
