horizon_months,rmst_A,rmst_B,rmst_diff_BmA,ci_low,ci_high,boot_p,n_boot
60,56.00089201696086,54.623944973807944,-1.3769470431529172,-4.8553312896081176,2.106251007617685,0.466,2000
120,105.89400930203232,98.65123132820138,-7.24277797383094,-21.933929299120337,5.569966236162721,0.294,2000
