patient_id,burden_universe,burden_genome,cluster,PC1
TCGA-E2-A15J,0.302540415704388,0.12885154061624648,A,-1.4961612758475515
TCGA-E2-A15K,0.2748267898383372,0.2010387488328665,A,-4.045710264536579
TCGA-E2-A1B4,0.03926096997690531,0.025910364145658265,A,-3.9200782221212767
TCGA-E2-A1B5,0.5658198614318707,0.4007936507936508,A,-4.8809222418245435
TCGA-E2-A1BC,0.17321016166281755,0.16474089635854341,A,-4.8189441402135
TCGA-E2-A1BD,0.9676674364896074,0.9491713352007469,B,7.965834164755476
TCGA-E2-A1IF,0.9237875288683602,0.914390756302521,B,6.730801083268815
TCGA-E2-A1IG,0.3579676674364896,0.17629551820728293,A,-1.5523765845701287
TCGA-E2-A1IH,0.9122401847575058,0.8324579831932774,B,8.010372732240938
TCGA-E2-A1IJ,0.3625866050808314,0.1950280112044818,A,-2.674422720868404
TCGA-E2-A1IK,0.0,0.0,A,-6.307277964177126
TCGA-E2-A1IL,0.2748267898383372,0.1987628384687208,A,-3.5566079308031946
TCGA-E2-A1IN,0.9745958429561201,0.9668534080298786,B,9.637335977616319
TCGA-E2-A1IO,0.859122401847575,0.7242063492063492,B,6.91256311427555
TCGA-E2-A1IU,0.09237875288683603,0.07954014939309056,A,-4.530845682736478
TCGA-E2-A1L6,0.9491916859122402,0.9626517273576097,B,6.886070056419389
TCGA-E2-A1L8,0.6651270207852193,0.5966386554621849,A,1.1813973498174999
TCGA-E2-A1L9,0.18475750577367206,0.10469187675070028,A,-2.7014442898330033
TCGA-E2-A1LB,0.8752886836027713,0.9054038281979458,B,5.4648228105618
TCGA-E2-A3DX,0.17551963048498845,0.06711017740429505,A,-3.672090989234748
TCGA-E2-A572,0.04849884526558892,0.06407563025210083,A,-3.251579619952699
TCGA-E2-A576,0.2540415704387991,0.2826797385620915,A,-3.1963248684962102
TCGA-E9-A1N3,0.09699769053117784,0.07399626517273576,A,-4.544661455544785
TCGA-E9-A1N6,0.5842956120092379,0.6219654528478058,A,-6.135789347972537
TCGA-E9-A1NA,0.8799076212471132,0.8029878618113913,B,9.237645191807344
TCGA-E9-A1NF,0.812933025404157,0.7311507936507936,B,5.959961320891252
TCGA-E9-A1NG,0.9468822170900693,0.9052287581699346,B,6.331218942852143
TCGA-E9-A1NH,0.2909930715935335,0.14250700280112044,A,-1.528728149277986
TCGA-E9-A1R0,0.08545034642032333,0.10224089635854341,A,-5.45950332679796
TCGA-E9-A1R3,0.9468822170900693,0.9625350140056023,B,7.01877744995939
TCGA-E9-A1R5,0.5381062355658198,0.33257469654528476,A,0.9746105299003169
TCGA-E9-A1R7,0.5473441108545035,0.4842436974789916,A,-1.177759971793091
TCGA-E9-A1RA,0.7782909930715936,0.7195961718020542,B,4.51772913899107
TCGA-E9-A1RC,0.9353348729792148,0.8678804855275444,B,7.792299154660601
