modality,gene,smd_B_minus_A,mwu_p,abs_smd,fdr
cnv,GPR18,1.1880732200276822,1.7300771661934565e-35,1.1880732200276822,6.728653409836227e-35
cnv,ALDH3B2,1.1843957782409604,5.448488868468973e-53,1.1843957782409604,4.5080172230198705e-52
cnv,SLC2A4RG,1.1831293566977985,2.5233403914475115e-54,1.1831293566977985,2.410161153301704e-53
cnv,GSTP1,1.181002402183746,2.941352720205006e-52,1.181002402183746,2.1833241048836014e-51
cnv,BRCA2,1.1787075550499286,1.2141256181661383e-36,1.1787075550499286,5.0227680827955856e-36
cnv,MAP2K4,1.1756698630383882,8.405170131911588e-28,1.1756698630383882,2.5750745286210265e-27
cnv,MT2A,1.1685580946183913,3.092782333667876e-35,1.1685580946183913,1.1413421168848212e-34
cnv,MT1E,1.1663617707703922,3.092782333667876e-35,1.1663617707703922,1.1413421168848212e-34
cnv,KRT14,1.16304715365688,2.1058117950684135e-37,1.16304715365688,8.939377522202187e-37
cnv,NDUFS2,1.1615174846031004,3.737857455929835e-33,1.1615174846031004,1.1813812251223494e-32
cnv,CX3CL1,1.1579298187506277,1.4906955061304886e-36,1.1579298187506277,6.127890703998432e-36
cnv,PI4KB,1.1567852930465818,3.1450135597363516e-34,1.1567852930465818,1.0502243223901082e-33
cnv,SELENBP1,1.1567852930465818,3.1450135597363516e-34,1.1567852930465818,1.0502243223901082e-33
cnv,CBFB,1.1564949771869475,4.769293032219242e-38,1.1564949771869475,2.1429160816759706e-37
cnv,ELMO3,1.1564949771869475,4.769293032219242e-38,1.1564949771869475,2.1429160816759706e-37
cnv,LGALS3BP,1.1553917763099664,2.9004838262293572e-39,1.1553917763099664,1.3750833906101953e-38
cnv,SLC39A6,1.1550765358773225,6.074499459961566e-36,1.1550765358773225,2.4354243205216274e-35
cnv,TYMS,1.1513463811243807,9.600914211305873e-38,1.1513463811243807,4.157195853495443e-37
cnv,SOX9,1.1500453339346866,3.472364255316992e-40,1.1500453339346866,1.728199681094549e-39
cnv,VIM,1.1461370709790164,3.527656790961901e-56,1.1461370709790164,4.2826412817378596e-55
cnv,MMP2,1.1437329891959187,7.713188807919186e-34,1.1437329891959187,2.536565129490385e-33
cnv,CD44,1.1430138354689148,7.45134149412911e-62,1.1430138354689148,3.7228048464898897e-60
cnv,CDH1,1.1399029105154388,1.2526243355516246e-37,1.1399029105154388,5.370161755384688e-37
cnv,CDH3,1.136310178190902,4.784031283187309e-38,1.136310178190902,2.1429160816759706e-37
cnv,CDC42SE1,1.135748596131067,3.1450135597363516e-34,1.135748596131067,1.0502243223901082e-33
cnv,SEC14L2,1.1353897597321807,3.845313753255556e-34,1.1353897597321807,1.2775096075393779e-33
cnv,BNIPL,1.1350861223352726,3.1450135597363516e-34,1.1350861223352726,1.0502243223901082e-33
cnv,AQP1,1.134748612186998,7.354553848530322e-54,1.134748612186998,6.922873513942673e-53
cnv,AKT2,1.1333988129577524,9.65274981705772e-64,1.1333988129577524,1.5673652515447476e-61
cnv,CMTM3,1.1324326301143286,1.8652990933692864e-37,1.1324326301143286,7.970472112785207e-37
cnv,SMAD4,1.1287660434907196,1.4907153093696013e-33,1.1287660434907196,4.8170129026644576e-33
cnv,TMEM45B,1.125476067393338,2.1496982196526788e-29,1.125476067393338,6.632916834510285e-29
cnv,NDC80,1.1254739469092665,8.303699364110025e-38,1.1254739469092665,3.6196327093889e-37
cnv,AURKA,1.124481073208254,2.164343585231683e-55,1.124481073208254,2.249185853772765e-54
cnv,ATM,1.1232098968253887,1.7035157208234682e-27,1.1232098968253887,5.194523289553252e-27
cnv,ANXA9,1.120513802035823,3.1450135597363516e-34,1.120513802035823,1.0502243223901082e-33
cnv,NPEPPS,1.116810960147883,2.9165126231889143e-41,1.116810960147883,1.5338258694422671e-40
cnv,NF1,1.1160694952084844,2.206304989069336e-35,1.1160694952084844,8.380088247956338e-35
cnv,TIMP2,1.112521982805455,2.8982396180619335e-39,1.112521982805455,1.3750833906101953e-38
cnv,SERPINB5,1.1094871579979788,2.8028690420409222e-36,1.1094871579979788,1.1377896517534869e-35
cnv,DSTN,1.1070095300726392,4.184633992955048e-56,1.1070095300726392,5.033184774859822e-55
cnv,BRD4,1.104958743143161,5.43480006319893e-55,1.104958743143161,5.4306194477657e-54
cnv,FAM107B,1.103567288986575,3.527656790961901e-56,1.103567288986575,4.2826412817378596e-55
cnv,CTSS,1.1031747717867797,8.77748878537263e-34,1.1031747717867797,2.8576335669671797e-33
cnv,GOLPH3L,1.102856041709911,8.77748878537263e-34,1.102856041709911,2.8576335669671797e-33
cnv,ECM1,1.1019154221151577,8.77748878537263e-34,1.1019154221151577,2.8576335669671797e-33
cnv,SYNGR2,1.098610299270863,8.184627130655274e-40,1.098610299270863,3.937783327788953e-39
cnv,BIRC5,1.0950047471778828,8.184769041593667e-40,1.0950047471778828,3.937783327788953e-39
cnv,BCL2,1.0939596332397308,2.8028690420409222e-36,1.0939596332397308,1.1377896517534869e-35
cnv,NOTCH3,1.0909166249325812,2.4093683061323934e-55,1.0909166249325812,2.4451323669265464e-54
cnv,GRAMD1A,1.090412600774901,1.787928735796328e-64,1.090412600774901,8.732289092283748e-62
cnv,ESR1,1.0895984749934011,4.454952211186212e-40,1.0895984749934011,2.2003737347265738e-39
cnv,PIK3CA,1.0864896599602487,8.540663730281657e-59,1.0864896599602487,1.6315179684758638e-57
cnv,LRP5,1.0858886320992434,1.8933392839698186e-48,1.0858886320992434,1.1881389999404802e-47
cnv,COTL1,1.084874446568557,2.768583303281836e-36,1.084874446568557,1.1309401606802218e-35
cnv,RPRD2,1.0819064523858568,8.77748878537263e-34,1.0819064523858568,2.8576335669671797e-33
cnv,TMEM147,1.0802400307579454,2.580840182085089e-62,1.0802400307579454,1.4576136506645785e-60
cnv,GATA3,1.0776164831113706,5.836998800029562e-56,1.0776164831113706,6.892964946580364e-55
cnv,PLAU,1.0773151032722093,3.4645278113762236e-52,1.0773151032722093,2.5426110886879744e-51
cnv,EGFR,1.0747997205369395,2.1382130825787312e-54,1.0747997205369395,2.0574361439035346e-53
cnv,VEGFA,1.070957020478237,4.0396773768013226e-54,1.070957020478237,3.830321833915999e-53
cnv,FXYD5,1.0682919955660886,2.580840182085089e-62,1.0682919955660886,1.4576136506645785e-60
cnv,PGR,1.0595355797867085,1.0935642654773736e-26,1.0595355797867085,3.326791524250839e-26
cnv,TFAP2C,1.0567943181842423,2.0350294176780793e-55,1.0567943181842423,2.149189604523435e-54
cnv,CHEK2,1.0529841547626977,7.512182003394337e-33,1.0529841547626977,2.3685253452449622e-32
cnv,NET1,1.0468706234557605,1.2004529867710082e-56,1.0468706234557605,1.6076169379541643e-55
cnv,ID4,1.0395095591284738,6.902577812323631e-53,1.0395095591284738,5.6040303613802475e-52
cnv,KRT19,1.037480132093549,7.122704847042219e-36,1.037480132093549,2.820851706191415e-35
cnv,KRT15,1.0373903194188496,7.122704847042219e-36,1.0373903194188496,2.820851706191415e-35
cnv,SYCP2,1.0361440316269643,1.0061130266978172e-53,1.0361440316269643,9.203808603383553e-53
cnv,LY96,1.0195728580537713,4.1090526451468444e-42,1.0195728580537713,2.2713444195939368e-41
cnv,TRAM1,1.0161608014642125,5.660176194659328e-42,1.0161608014642125,3.102349737072771e-41
cnv,SSH3,1.0108763564719971,4.043024757459504e-52,1.0108763564719971,2.934016290469215e-51
cnv,LYPLA1,0.9963859293447805,2.290672967682662e-38,0.9963859293447805,1.0367889146410376e-37
cnv,CCDC3,0.9954603731397965,3.527656790961901e-56,0.9954603731397965,4.2826412817378596e-55
cnv,SNAI2,0.986220049879742,9.642681900733513e-39,0.986220049879742,4.47351563894744e-38
cnv,SDCBP,0.9812943487394481,4.757258038415224e-39,0.9812943487394481,2.2197669904152113e-38
cnv,MARCKS,0.9803040592357157,3.625215939417465e-39,0.9803040592357157,1.7062157627910458e-38
cnv,ABCC11,0.9784850661989792,5.2591823943498065e-30,0.9784850661989792,1.6382920696068101e-29
cnv,ALDOC,0.970575145423358,2.377254827017703e-42,0.970575145423358,1.336819922206059e-41
cnv,TPD52,0.9666445891621366,6.06399680830821e-42,0.9666445891621366,3.309719266383347e-41
cnv,RHOD,0.9579463145106982,8.335334665760686e-54,0.9579463145106982,7.679148745264633e-53
cnv,RSPO2,0.9534791722045639,2.2395831573378306e-40,0.9534791722045639,1.1276040780549775e-39
cnv,FZD6,0.945451620053781,1.4387755443250394e-41,0.945451620053781,7.755059884142016e-41
cnv,VEZF1,0.9416713217904649,8.844560177662306e-38,0.9416713217904649,3.842502899927537e-37
cnv,TSPYL5,0.9414841050448626,8.962198144422288e-41,0.9414841050448626,4.601539679685594e-40
cnv,RAB34,0.9337824086599673,2.377254827017703e-42,0.9337824086599673,1.336819922206059e-41
cnv,CTHRC1,0.9335778466570828,5.128808457801965e-41,0.9335778466570828,2.664928874673901e-40
cnv,ATP6V1C1,0.9317273976695306,2.323909568080389e-41,0.9317273976695306,1.2271376133887908e-40
cnv,LAPTM4B,0.9228704481228838,9.988270503558708e-41,0.9228704481228838,5.088142503577553e-40
cnv,MTDH,0.9225535963383255,9.988270503558708e-41,0.9225535963383255,5.088142503577553e-40
cnv,TMEM97,0.9218297244040317,3.710188321877635e-40,0.9218297244040317,1.839517034396583e-39
cnv,KDM2A,0.9209386501379664,8.972957672452324e-53,0.9209386501379664,7.239672059947559e-52
cnv,EFR3A,0.9174135302318217,4.97390951196001e-37,0.9174135302318217,2.0909736103676546e-36
cnv,ZHX1,0.9143312434686526,9.908423394610244e-38,0.9143312434686526,4.276093684252062e-37
cnv,TP53INP1,0.9096719815558127,1.5641736277870818e-41,0.9096719815558127,8.361570133726005e-41
cnv,CCNE2,0.9081249419057223,1.5641736277870818e-41,0.9081249419057223,8.361570133726005e-41
cnv,PLEKHF2,0.906751985616669,2.0747116346661265e-41,0.906751985616669,1.1045288579636469e-40
cnv,ASAP1,0.9067460907744974,2.7595136061999787e-36,0.9067460907744974,1.1307912222251648e-35
cnv,COL14A1,0.9040418263465189,1.1325823258539236e-37,0.9040418263465189,4.871604110212737e-37
cnv,TSPAN14,0.9022037278676402,6.421346084239478e-53,0.9022037278676402,5.246118593350366e-52
cnv,FABP4,0.9004963460112853,1.1073817374455872e-41,0.9004963460112853,5.99370365392424e-41
cnv,MDM2,0.894628662340482,2.855570701833218e-60,0.894628662340482,6.869233966076574e-59
cnv,ISM1,0.8833385533121731,9.68600601113392e-56,0.8833385533121731,1.0846656731433589e-54
cnv,NDRG1,0.880910246081618,9.107851706132978e-37,0.880910246081618,3.804212014876765e-36
cnv,YWHAZ,0.8747709897079661,4.776008652110642e-40,0.8747709897079661,2.3411453732421602e-39
cnv,COL10A1,0.8744854595364,3.349330398226085e-39,0.8744854595364,1.5821018862893398e-38
cnv,GRHL2,0.8682886683258904,5.6703066060761046e-40,0.8682886683258904,2.7690707824409247e-39
cnv,PABPC1,0.8670112173719263,4.776008652110642e-40,0.8670112173719263,2.3411453732421602e-39
cnv,ENPP2,0.8650138426182561,1.0751222658560375e-35,0.8650138426182561,4.2192864753685586e-35
cnv,PRKAR1A,0.8607463147440532,4.7676288708686984e-39,0.8607463147440532,2.2197669904152113e-38
cnv,MIR635,0.8572817023170944,4.5122643800532676e-39,0.8572817023170944,2.116040227324619e-38
cnv,AP2B1,0.8559454750672978,3.267112802253472e-33,0.8559454750672978,1.040191061305701e-32
cnv,EXT1,0.847390472002493,1.896244728110938e-37,0.847390472002493,8.076137383003633e-37
cnv,NCOR1,0.8454411394542662,7.180750861457242e-30,0.8454411394542662,2.2262041453539278e-29
cnv,MAL2,0.8335878054035201,7.907058284617365e-36,0.8335878054035201,3.1165326305861283e-35
cnv,C17orf58,0.8325805757966974,3.19336525023934e-40,0.8325805757966974,1.595454407715732e-39
cnv,CACNG4,0.8286657930360788,6.434474600521494e-41,0.8286657930360788,3.316818454792627e-40
cnv,COPZ2,0.8187762936706438,2.309937287887526e-41,0.8187762936706438,1.2247381783534273e-40
cnv,PHGDH,0.8160448833942142,1.7971382969562343e-49,0.8160448833942142,1.1556844790822517e-48
cnv,GIT1,0.8141787758963588,1.6174531513844566e-38,0.8141787758963588,7.372181205783892e-38
cnv,PRR15L,0.8122164836505066,8.734012981420747e-42,0.8122164836505066,4.747063959357971e-41
cnv,CHAD,0.8120454641418932,6.654888358343518e-36,0.8120454641418932,2.651748459352218e-35
cnv,SQLE,0.8068389185628417,1.3126183296182543e-39,0.8068389185628417,6.268717684463649e-39
cnv,SKAP1,0.801120207287427,2.402011510532433e-40,0.801120207287427,1.204715425552753e-39
cnv,TRPS1,0.7999473900906706,1.2446594154641748e-38,0.7999473900906706,5.733377945701997e-38
cnv,RSAD1,0.7998128154900532,6.654888358343518e-36,0.7998128154900532,2.651748459352218e-35
cnv,HOXB13,0.7976011773965641,1.1846563310442638e-39,0.7976011773965641,5.67848182297601e-39
cnv,COL1A1,0.7951511070251809,1.1379519100943117e-36,0.7951511070251809,4.72268220834668e-36
cnv,HOXB2,0.7896362962962049,7.501325888069466e-40,0.7896362962962049,3.635903853956058e-39
cnv,HOXB7,0.789106246075251,7.501325888069466e-40,0.789106246075251,3.635903853956058e-39
cnv,MRC2,0.7696494078403389,1.1326702430675029e-36,0.7696494078403389,4.7158289927714304e-36
cnv,FGFR2,0.744959550480695,1.666348781285258e-48,0.744959550480695,1.05077042082017e-47
cnv,SFRP1,0.7293770558724463,8.428886322826024e-32,0.7293770558724463,2.6447157810026585e-31
cnv,MYC,0.7224845459872653,5.342124189614586e-38,0.7224845459872653,2.3846801794877484e-37
cnv,PLAT,0.6986545340515614,1.8521415505099452e-29,0.6986545340515614,5.728409224077188e-29
cnv,CHEK1,0.6616964984232331,1.2521200679443831e-27,0.6616964984232331,3.827068160611185e-27
cnv,ZNF703,0.6592870655018264,7.061974065581127e-30,0.6592870655018264,2.1946182562655225e-29
cnv,IGF1R,0.6236478361722726,2.386037261148522e-46,0.6236478361722726,1.441610419642758e-45
cnv,KRT10,0.6069947234702675,9.667455192825789e-34,0.6069947234702675,3.139506073870175e-33
cnv,PPM1D,0.601341609634199,1.8978340981049792e-38,0.601341609634199,8.619882844190098e-38
cnv,CCND1,0.5915830339556,5.9127905400612175e-37,0.5915830339556,2.4776499714643615e-36
cnv,KRT23,0.5866572579426445,2.9765650185112608e-33,0.5866572579426445,9.500142405518742e-33
cnv,FGF3,0.5824080897065816,1.3835169135385405e-38,0.5824080897065816,6.350489295712241e-38
cnv,FGF19,0.5776155761158579,3.115996947688077e-37,0.5776155761158579,1.3184625521325122e-36
cnv,FGF4,0.5761696106617744,8.253929950838424e-38,0.5761696106617744,3.6100521906192297e-37
cnv,IGFBP4,0.5572463865759756,1.0912900655989803e-32,0.5572463865759756,3.4324111264239113e-32
cnv,TOP2A,0.5411041118608191,3.586528276487324e-33,0.5411041118608191,1.1363171295504958e-32
cnv,RSF1,0.5410812645907669,3.2460225379184764e-36,0.5410812645907669,1.313577344783832e-35
cnv,PAK1,0.523526444616708,1.2905336426557673e-36,0.523526444616708,5.32191492638045e-36
cnv,FGFR1,0.5020389915524063,1.6039239441630425e-28,0.5020389915524063,4.925525303706365e-28
cnv,THRSP,0.4813881669508755,3.331107700792892e-36,0.4813881669508755,1.343503834884885e-35
cnv,RARA,0.47714635391977817,3.586528276487324e-33,0.47714635391977817,1.1363171295504958e-32
methy,PPP2R5A,-0.4453906204862043,3.65982881352304e-05,0.4453906204862043,0.00010954188084715275
cnv,STAC2,0.40578898511454425,7.917288437978618e-36,0.40578898511454425,3.1165326305861283e-35
cnv,CDC6,0.4040799680886209,1.971526314933133e-33,0.4040799680886209,6.323488106415159e-33
methy,MNDA,-0.397515080402869,0.0003775747054052902,0.397515080402869,0.0011147035052760728
methy,STC1,-0.3918978561326432,0.00012133921807442326,0.3918978561326432,0.00036151294559329315
methy,FABP4,-0.38501685992713863,0.0022027278707135952,0.38501685992713863,0.00631643157628468
methy,ECH1,-0.36549629581467247,0.0002953912955028979,0.36549629581467247,0.0008760577462517451
methy,IFI16,-0.36487790275900367,0.002369651111929104,0.36487790275900367,0.00678012509778834
methy,RGS1,-0.3630917396048555,0.010488178467062462,0.3630917396048555,0.0278043751606411
methy,INHBA,-0.36078937692275515,0.0045914130613827694,0.36078937692275515,0.012771403783161064
cnv,PPP1R1B,0.3429921135817928,2.0581435006032485e-35,0.3429921135817928,7.863318844951823e-35
methy,EXO1,-0.3404842982745139,0.027552582286970616,0.3404842982745139,0.06804335435508523
cnv,ERBB2,0.33288130874551625,2.0581435006032485e-35,0.33288130874551625,7.863318844951823e-35
cnv,GRB7,0.3328703884901015,2.0581435006032485e-35,0.3328703884901015,7.863318844951823e-35
methy,SLPI,-0.32819578298437624,0.00010959555533605305,0.32819578298437624,0.00032727500317593773
methy,ELN,0.32682054684466944,0.0031114246774164053,0.32682054684466944,0.008786392730356326
methy,SLAMF7,-0.31414865380018,0.0012725316341009253,0.31414865380018,0.0037146485229148356
methy,TPD52,-0.3122368815747658,0.0027600910606815805,0.3122368815747658,0.00786262782417845
rna,MAPRE1,0.31085175289709044,0.001614171910369652,0.31085175289709044,0.004680377927612005
methy,CD163,-0.3102522369742819,0.0072019543246864765,0.3102522369742819,0.019530978429577732
methy,ANLN,-0.30030422318915095,0.0019902864508639876,0.30030422318915095,0.005719871901929911
methy,KDM2A,0.2998010486438748,0.004358422221563714,0.2998010486438748,0.012175463367336053
rna,AURKA,0.2997523315509918,0.00029002408083719333,0.2997523315509918,0.000862108194525204
methy,MIR635,-0.298704852681771,0.0006768941575058565,0.298704852681771,0.0019848431390521617
rna,TPX2,0.2966509751278915,0.00040941543479114476,0.2966509751278915,0.0012059651922759571
methy,ASAP1,-0.29628683489422525,0.010345941628325344,0.29628683489422525,0.027483390951318243
rna,E2F1,0.29440479671033193,0.0007939356602727858,0.29440479671033193,0.002322798249311596
methy,NCOA3,-0.29341878170088403,0.0017859760645507453,0.29341878170088403,0.005155517573003151
methy,CREG1,-0.29287824441557864,0.007176427130581416,0.29287824441557864,0.019502466197960797
methy,IL25,-0.292858981609322,0.012585863569569356,0.292858981609322,0.03276360075525169
methy,AR,-0.2904960978090308,0.06758918539897336,0.2904960978090308,0.14805792889252345
methy,CHAD,0.28815368755517384,0.02506788934482606,0.28815368755517384,0.062262310246518265
methy,KDELR2,-0.2852235236293684,0.00557913785869062,0.2852235236293684,0.015387048998809163
methy,PTPRC,-0.2849260158679717,0.021697965270996277,0.2849260158679717,0.05451771158031753
rna,UBE2C,0.2813730569565669,0.0003625368733354792,0.2813730569565669,0.00107274578237537
methy,PABPC1,-0.2811051413827124,0.0030521316095356577,0.2811051413827124,0.00865659161743847
rna,CCNB1,0.279858741158133,0.001353827660469704,0.279858741158133,0.003943098948318712
rna,KDELR2,0.2783098974107457,0.010153163503632824,0.2783098974107457,0.027072866664186016
rna,PLTP,0.27651925279457334,0.030156552358471846,0.27651925279457334,0.0737728088769396
methy,TMEM147,0.27460893531950525,0.019907019969064018,0.27460893531950525,0.050704350862380704
methy,PRC1,-0.27413253984683367,0.01580163727405529,0.27413253984683367,0.04088909724899964
methy,PLEKHF2,-0.27324899719120394,0.011112281219630942,0.27324899719120394,0.029161319806667866
methy,DSP,-0.2695420948963123,0.0027708339089290075,0.2695420948963123,0.00787595896651812
rna,MCM2,0.269405360178062,0.011417229726959167,0.269405360178062,0.029901172208306365
rna,MYBL2,0.26934649966055113,0.0005685324936465235,0.26934649966055113,0.0016708681204679501
methy,MTOR,-0.26785238484112883,0.002728090394476061,0.26785238484112883,0.007788548181152535
methy,OLR1,-0.2669353868590195,0.01658957154025091,0.2669353868590195,0.042757645696003835
rna,RACGAP1,0.2639927435946899,0.003183961705160665,0.2639927435946899,0.008971727234281354
rna,AKT2,0.2636046757330859,0.010632152312963356,0.2636046757330859,0.02812864736158737
rna,CLDN4,0.2629640028500525,0.00892191170421057,0.2629640028500525,0.024094726203263056
rna,ALDOC,0.2626352158588934,0.006611279274961755,0.2626352158588934,0.018042125584401932
methy,F12,-0.25900469317760944,0.005977473964202015,0.25900469317760944,0.01641593801162456
rna,MARCKS,0.2583601774512402,0.0977600153242575,0.2583601774512402,0.2031844158499368
methy,PTN,-0.25756311078576566,0.0108514092399263,0.25756311078576566,0.0285922527437409
rna,CDKN3,0.25653628899763503,0.001428131671893493,0.25653628899763503,0.00415020814718042
rna,IL17RB,-0.25587348225447226,0.02561131947650302,0.25587348225447226,0.06349065648850653
methy,SLC2A4RG,0.2557500730621944,0.006611279274961755,0.2557500730621944,0.018042125584401932
rna,RUNX1,-0.25565650126586914,0.009827721544108133,0.25565650126586914,0.026322083063497866
rna,LAPTM4B,0.25493738169977453,0.005702261325405475,0.25493738169977453,0.015693299706995154
methy,PRR15L,-0.25325600143612037,0.03815617118367314,0.25325600143612037,0.09061218714367716
rna,DLGAP5,0.25200494465711243,0.0034897806203093786,0.25200494465711243,0.009790982777066701
rna,CHCHD2,0.2517089159639348,0.02074013913528493,0.2517089159639348,0.052517428336715646
methy,NET1,-0.25118150354040797,0.05836468575946329,0.25118150354040797,0.13094253333599795
methy,CD40,0.24962415011539563,0.007382938378176696,0.24962415011539563,0.019980076985940683
methy,ALDH3B2,-0.24775923568867192,0.035898738046710205,0.24775923568867192,0.0866774362875029
rna,NEK2,0.24713530123133765,0.004407423831906177,0.24713530123133765,0.012285930381214859
rna,MAPK3,0.24644668524665392,0.024685863067371628,0.24644668524665392,0.06154882173611467
rna,TUBB2A,0.24528281390017528,0.05247814278678445,0.24528281390017528,0.11980510980673637
methy,SEMA3C,-0.24472492412531574,0.024610065979923795,0.24472492412531574,0.0614778378998481
rna,PTTG1,0.24380496381273076,0.0018222923881023789,0.24380496381273076,0.005248686944889113
rna,CDH1,0.24309570789678736,0.0385995717166681,0.24309570789678736,0.09149788989042311
methy,FGFR2,0.24234987613797365,0.06957103570412233,0.24234987613797365,0.15163217345579683
methy,COL1A2,0.24059507042621864,0.012294479460946856,0.24059507042621864,0.03206933497945776
methy,CCNB1,-0.23988772891093874,0.036108708481160524,0.23988772891093874,0.08695396924608569
methy,AGR2,-0.2398091519374583,0.021334571988628655,0.2398091519374583,0.053708544599280275
rna,NCOA3,0.2374745462530829,0.06359525931477931,0.2374745462530829,0.14121408863230483
methy,ERBB3,-0.2371328337266976,0.019594455698850825,0.2371328337266976,0.05000628281494542
methy,SYCP2,-0.23652444171691867,0.04464750499477751,0.23652444171691867,0.10431134710110788
rna,PLK1,0.2362460363172899,0.001667419288768756,0.2362460363172899,0.004824003688442348
methy,COL14A1,0.23548470258015242,0.0030994827110079146,0.23548470258015242,0.008771738652721744
methy,CENPF,-0.23541679469180748,0.011650792881089249,0.23541679469180748,0.03045146871737411
rna,CDK4,0.23451928154360538,0.02961946414702829,0.23451928154360538,0.07273286186576512
rna,MRPL36,0.2337579108316521,0.009141084487023277,0.2337579108316521,0.024635412341583476
methy,TGFB1,0.23205184217764693,0.4170197470544047,0.23205184217764693,0.6012304677288255
methy,COPZ2,0.23198982388598322,0.04502687694438385,0.23198982388598322,0.10482063288665702
methy,ANKH,0.23197697394762104,0.03739063981937997,0.23197697394762104,0.08944832619774325
methy,CA12,-0.22781694988691525,0.03804600020051209,0.22781694988691525,0.09061218714367716
methy,RARRES2,0.22733917208731247,0.06776741277080263,0.22733917208731247,0.14819843297857344
methy,KCNK1,0.22647456717810827,0.057736733840071164,0.22647456717810827,0.12998269888778588
methy,NDUFS6,-0.2256962054057911,0.03815617118367314,0.2256962054057911,0.09061218714367716
methy,EZH2,-0.22561123790306634,0.07778100175999086,0.22561123790306634,0.1672806643811724
methy,MDM4,-0.22531287568701716,0.05742487005416346,0.22531287568701716,0.12950504548673322
rna,RRM2,0.22482758665570035,0.016060545453403983,0.22482758665570035,0.041476438457200344
rna,MMP9,0.22452774542509524,0.10416606137545287,0.22452774542509524,0.21242027272639447
methy,MRPL36,-0.22334200557721312,0.04123496802527748,0.22334200557721312,0.09756689155707732
methy,TM4SF1,0.22280637367873513,0.0208709728278391,0.22280637367873513,0.05274590214662061
methy,PPP1R2,0.2227638683011748,0.005224027351259824,0.2227638683011748,0.014469107738350771
rna,EIF3K,0.22158109318683183,0.004044150115541611,0.22158109318683183,0.01132187715536326
rna,CLDN3,0.22142490283647148,0.009895453968586071,0.22142490283647148,0.02644896029875166
methy,FCER1A,-0.21956640278414732,0.028656149387644273,0.21956640278414732,0.07063441756081577
methy,CPXM1,0.21936244948915662,0.02499107720112656,0.21936244948915662,0.06219043924188391
methy,CLDN4,-0.21806083327411357,0.10801088309691775,0.21806083327411357,0.21854538495778217
methy,APOD,-0.21763621218209328,0.06670382416126543,0.21763621218209328,0.14686147048387083
methy,NES,0.21743538902516424,0.020480615238473342,0.21743538902516424,0.05196156092729858
rna,FOXM1,0.2160600751368299,0.0049712333848883706,0.2160600751368299,0.013798359331132463
methy,SMAD4,-0.2157905311879521,0.07898690317884298,0.2157905311879521,0.16903457533660138
rna,CHAD,-0.21534758291422507,0.04938234430611959,0.21534758291422507,0.11373699513058395
rna,SMAD4,-0.21482268188737602,0.010704796212688477,0.21482268188737602,0.028263272927403115
rna,TMEM97,0.21439436939517062,0.03804600020051209,0.21439436939517062,0.09061218714367716
rna,TFAP2C,0.21388780222430598,0.07425300257761511,0.21388780222430598,0.1607577505805367
rna,ANLN,0.21352949670579058,0.011074675934629557,0.21352949670579058,0.029121465666161528
methy,KAT2A,0.21310093180157194,0.04291256865871014,0.21310093180157194,0.10135168488666269
rna,KIF2C,0.21142328346283923,0.005262449821901991,0.21142328346283923,0.014544515571597205
rna,GAPDH,0.21112799581252223,0.0034370226199035825,0.21112799581252223,0.009663836327391243
methy,GPR160,-0.2106451761277248,0.01702374972105064,0.2106451761277248,0.04370326262380392
rna,EXO1,0.2105142000321607,0.006163829709284253,0.2105142000321607,0.016892014329873934
methy,COX7A1,0.20989303268197607,0.08698171560942787,0.20989303268197607,0.18402157748639544
rna,NET1,0.20696166603981447,0.14952758666308294,0.20696166603981447,0.288184473405556
methy,ZNF83,0.20663468821809408,0.06741134384937351,0.20663468821809408,0.14791779672354088
rna,LPL,0.20651135855591854,0.07778100175999086,0.20651135855591854,0.1672806643811724
methy,BUB1B,-0.20539046311969897,0.15392948687414074,0.20539046311969897,0.2957905376472024
methy,CDH3,0.20501023639225613,0.053350075967578264,0.20501023639225613,0.12115690329000728
rna,MDM4,-0.20418155522435405,0.05335005694094551,0.20418155522435405,0.12115690329000728
methy,SLC2A10,-0.20366946279005638,0.04618133805642436,0.20366946279005638,0.107315846395877
methy,ABCC11,-0.2035561443225424,0.01327495313480437,0.2035561443225424,0.03448832824422175
rna,BUB1,0.20276000689467544,0.016670222686224645,0.20276000689467544,0.042880434196843197
methy,NPEPPS,-0.20275736337785477,0.06530712636951451,0.20275736337785477,0.14476784497269513
methy,EIF3K,0.20137931735264036,0.018801769560494,0.20137931735264036,0.04807775326590887
methy,LMOD1,0.20060137463317956,0.058680783046692435,0.20060137463317956,0.13142471927181634
methy,ID1,0.200384126053911,0.029797572242893446,0.200384126053911,0.07303216291229922
methy,PLAU,0.20034500445924164,0.0909904005936086,0.20034500445924164,0.19156649979108198
rna,ATP6V1B2,0.2002817795939379,0.08720059109936065,0.2002817795939379,0.1841846631513325
methy,S100A10,-0.19977515994942674,0.2867223418427446,0.19977515994942674,0.4638260548614262
methy,BRD4,-0.19918110959176846,0.11909460961982234,0.19918110959176846,0.23691255420543522
methy,MTDH,-0.19917637844456632,0.10492620078639014,0.19917637844456632,0.21330068047186354
rna,GSTM1,0.19799168847672993,0.14159056521455693,0.19799168847672993,0.2745166331547902
rna,MELK,0.19681544040629462,0.009365050794960672,0.19681544040629462,0.02518675151688181
methy,TMEM97,0.1962649037126793,0.06635236403029618,0.1962649037126793,0.1463356890922831
