modality,gene,smd_B_minus_A,mwu_p,abs_smd,fdr
cnv,PIP,1.5473427961984743,1.7079791103935625e-52,1.5473427961984743,1.3058276406457158e-51
cnv,SNHG9,1.5461460906636786,2.5236867631557134e-42,1.5461460906636786,1.4009697031364407e-41
cnv,WASL,1.5452723070943954,9.800288020050747e-52,1.5452723070943954,6.84439469787415e-51
cnv,CLSTN2,1.5385536753065399,3.87133514949772e-64,1.5385536753065399,1.0057728718395077e-61
cnv,PDK4,1.5384086710996026,1.0996066687580521e-52,1.5384086710996026,8.656903410404301e-52
cnv,RSL1D1,1.5368074602991944,3.694359940622908e-41,1.5368074602991944,1.935069985027886e-40
cnv,RBP1,1.5365805181472934,5.041196616636938e-64,1.5365805181472934,1.0914190675018971e-61
cnv,CPXM1,1.5326809281926854,9.517807209613708e-55,1.5326809281926854,9.295963582923464e-54
cnv,PRC1,1.5306572230277304,4.134036163914895e-52,1.5306572230277304,2.983396098291916e-51
cnv,CST7,1.5297230886825297,9.982838472406614e-56,1.5297230886825297,1.1083510406543752e-54
cnv,SFRP2,1.527063847100603,1.112536252717302e-53,1.527063847100603,1.010618595999843e-52
cnv,DNMT3A,1.5217462347673392,5.992652586984317e-60,1.5217462347673392,1.3900813768736835e-58
cnv,ARID1A,1.518137545087392,4.1888388959476845e-41,1.518137545087392,2.185261737283551e-40
cnv,AZGP1,1.5160923231753216,4.481869511629617e-52,1.5160923231753216,3.216546130169543e-51
cnv,RPL37,1.5152867509769767,4.770977380140093e-58,1.5152867509769767,7.557926361953635e-57
cnv,CLDN4,1.514827189868324,7.83252113807665e-54,1.514827189868324,7.267460684543978e-53
cnv,CLDN3,1.5130771479906553,7.83252113807665e-54,1.5130771479906553,7.267460684543978e-53
cnv,ADAMTS12,1.5006664490825554,1.809747549842383e-58,1.5006664490825554,3.2203589962263774e-57
cnv,ELN,1.5005303447148668,1.500974796796475e-53,1.5005303447148668,1.3354563431771377e-52
cnv,SLPI,1.5000232853719861,8.320518824460067e-59,1.5000232853719861,1.613187157160243e-57
cnv,CENPA,1.4882225064229422,6.574782106112309e-59,1.4882225064229422,1.294036659975741e-57
cnv,MMP9,1.4832668128352067,3.9937110360182654e-58,1.4832668128352067,6.404729179984847e-57
cnv,LMO1,1.4826844234585326,1.9259355230560422e-52,1.4826844234585326,1.4461215285836988e-51
cnv,PLOD2,1.48158088028918,1.8498491104976798e-62,1.48158088028918,1.201476997268243e-60
cnv,UBE2C,1.481565666102287,3.9937110360182654e-58,1.481565666102287,6.404729179984847e-57
cnv,PLTP,1.4768295396688713,3.9937110360182654e-58,1.4768295396688713,6.404729179984847e-57
cnv,WFDC2,1.475335022351072,6.38632812842077e-58,1.475335022351072,9.759812045668918e-57
cnv,PTEN,1.4738025199831228,1.5723444402232242e-46,1.4738025199831228,9.544277700233496e-46
cnv,KIF23,1.4717125395246624,1.0122803128522083e-47,1.4717125395246624,6.261676792357232e-47
cnv,RAD51,1.4702709107733292,9.915236600745594e-45,1.4702709107733292,5.854496520167512e-44
cnv,NUSAP1,1.4698570606455026,9.912959321112468e-45,1.4698570606455026,5.854496520167512e-44
cnv,SMAD3,1.4672914610559864,1.4551034585177706e-47,1.4672914610559864,8.958196173528833e-47
cnv,MRPL36,1.4661161559159246,6.151388745524329e-57,1.4661161559159246,8.780938440039674e-56
cnv,NDUFS6,1.4661161559159246,6.151388745524329e-57,1.4661161559159246,8.780938440039674e-56
cnv,BLVRA,1.4552802250684764,1.9325366006101436e-53,1.4552802250684764,1.6515559501266952e-52
cnv,OXCT1,1.451502908368082,7.666094921772693e-58,1.451502908368082,1.1579368957421775e-56
cnv,SLC2A10,1.448861412102683,2.4337891588479045e-57,1.448861412102683,3.552238334093739e-56
cnv,MYBL2,1.4470623768588604,1.030475687548979e-59,1.4470623768588604,2.0593660278863445e-58
cnv,MTOR,1.4446455595490364,1.9404964459237073e-40,1.4446455595490364,9.846503450214437e-40
cnv,EZH2,1.4433818803538783,9.947898594618688e-50,1.4433818803538783,6.461160137204837e-49
cnv,NCOA3,1.4426861624911966,2.4055921984666507e-56,1.4426861624911966,3.033848801755514e-55
cnv,TM4SF1,1.4310864977713624,5.7850453195555e-63,1.4310864977713624,3.9551441421592606e-61
cnv,TM4SF18,1.4310135668042983,5.7850453195555e-63,1.4310135668042983,3.9551441421592606e-61
cnv,RARRES1,1.430022451035014,5.081110584568188e-63,1.430022451035014,3.89865817627855e-61
cnv,KIF2C,1.4296106833813926,1.132815852534736e-50,1.4296106833813926,7.507794859401132e-50
cnv,TFF3,1.4294517897142218,1.0091328734231367e-57,1.4294517897142218,1.5067397730766145e-56
