condition,label,macro_f1_mean,ci95_lo,ci95_hi,delta_vs_full,n,f1__BRCA_Basal,f1__BRCA_Her2,f1__BRCA_LumA,f1__BRCA_LumB,f1__BRCA_Normal
full,RNA+CNV+methy,0.8154027446452188,0.7826239546017713,0.8481815346886663,0.0,10,0.9641196282987327,0.7494370427863908,0.911546564935055,0.7890733243687531,0.6628371628371629
rna_only,RNA only,0.6122973320216949,0.5424854407328492,0.6821092233105406,-0.20310541262352388,10,0.8984145587477522,0.38464788890384527,0.822952933894908,0.6152836883743787,0.3401875901875902
cnv_only,CNV only,0.1574148050200922,0.10514886828729414,0.20968074175289025,-0.6579879396251266,10,0.0726981351981352,0.04341401632423304,0.4318580255292567,0.22958003852502662,0.009523809523809523
methy_only,methy only,0.1131773501827614,0.05886478479343558,0.16748991557208723,-0.7022253944624574,10,0.05512326916582235,0.08106855386095144,0.1838328593827315,0.24586206850430173,0.0
rna_cnv,RNA+CNV (no methy),0.7964230003713533,0.7616351628765096,0.831210837866197,-0.018979744273865506,10,0.9568238590955179,0.6743061535414476,0.9031433859841809,0.7821434778316118,0.6656981254040077
rna_methy,RNA+methy (no CNV),0.7866582637266417,0.7308279478114575,0.8424885796418259,-0.028744480918577064,10,0.9581824226974966,0.719168600592082,0.8999541443948804,0.7655099604725593,0.5904761904761905
cnv_methy,CNV+methy (no RNA),0.20539641939995934,0.151469693651946,0.25932314514797267,-0.6100063252452594,10,0.10382368193604148,0.08988173047902243,0.523852148127027,0.2683719048787585,0.04105263157894737
