macro_f1,weighted_f1,balanced_accuracy,mcc,f1__BRCA_Basal,precision__BRCA_Basal,recall__BRCA_Basal,f1__BRCA_Her2,precision__BRCA_Her2,recall__BRCA_Her2,f1__BRCA_LumA,precision__BRCA_LumA,recall__BRCA_LumA,f1__BRCA_LumB,precision__BRCA_LumB,recall__BRCA_LumB,f1__BRCA_Normal,precision__BRCA_Normal,recall__BRCA_Normal,roc_auc_macro,pr_auc_macro,roc_auc__BRCA_Basal,pr_auc__BRCA_Basal,roc_auc__BRCA_Her2,pr_auc__BRCA_Her2,roc_auc__BRCA_LumA,pr_auc__BRCA_LumA,roc_auc__BRCA_LumB,pr_auc__BRCA_LumB,roc_auc__BRCA_Normal,pr_auc__BRCA_Normal,model,repeat,fold,n_selected,best_inner_f1,M_condition
0.8223053738610586,0.8800222833984179,0.8876144688644688,0.8211091159928532,0.9841269841269841,1.0,0.96875,0.7692307692307693,0.6521739130434783,0.9375,0.9060773480662984,0.9647058823529412,0.8541666666666666,0.8205128205128205,0.8205128205128205,0.8205128205128205,0.631578947368421,0.5,0.8571428571428571,0.9865910335470144,0.9271306359012634,0.9978243670886076,0.9920058139534884,0.985632183908046,0.8524726070720319,0.983488475177305,0.9857199900098924,0.9753778230599424,0.925202667630568,0.9906323185011711,0.8802521008403361,MOGFormer_BASELINE,1,0,444,0.8685539288480465,full
0.5008035902533056,0.5889493499720205,0.5279761904761905,0.5358734716161546,0.9354838709677419,0.9666666666666667,0.90625,0.0,0.0,0.0,0.6142857142857143,0.9772727272727273,0.4479166666666667,0.5098039215686274,0.34210526315789475,1.0,0.4444444444444444,1.0,0.2857142857142857,0.9343650950772344,0.7285940691945455,0.9907041139240507,0.979752385970884,0.822198275862069,0.21172186828561218,0.9658687943262412,0.9669066890515224,0.9476991000169808,0.8238751169504233,0.9453551912568307,0.6607142857142856,MOGFormer_BASELINE,1,0,444,0.8685539288480465,rna_only
0.081524926686217,0.061660750115758604,0.2092948717948718,-0.011828616339985248,0.0,0.0,0.0,0.18181818181818182,0.10476190476190476,0.6875,0.0,0.0,0.0,0.22580645161290322,0.16470588235294117,0.358974358974359,0.0,0.0,0.0,0.6333541215174036,0.32329975325833776,0.6244066455696202,0.2937845885172564,0.6300287356321839,0.13146497048529576,0.7698359929078015,0.7566633203559805,0.4141619969434539,0.17616405527944556,0.7283372365339578,0.2584218316537106,MOGFormer_BASELINE,1,0,444,0.8685539288480465,cnv_only
0.06812227074235808,0.06991496207768329,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3406113537117904,0.20526315789473684,1.0,0.0,0.0,0.0,0.5823691193273487,0.2682022874039831,0.6981803797468354,0.3051607516553115,0.5915948275862069,0.10385288296084741,0.5560726950354611,0.5563387858217889,0.5827814569536424,0.330723071781413,0.483216237314598,0.0449359448005547,MOGFormer_BASELINE,1,0,444,0.8685539288480465,methy_only
0.7983831541121015,0.8277389084357041,0.872870879120879,0.7633074294543111,0.96875,0.96875,0.96875,0.7317073170731707,0.6,0.9375,0.8383233532934131,0.9859154929577465,0.7291666666666666,0.7472527472527473,0.6538461538461539,0.8717948717948718,0.7058823529411765,0.6,0.8571428571428571,0.9791782113445899,0.88731590177667,0.9970332278481012,0.9900265957446809,0.9734195402298851,0.7694293825004088,0.981604609929078,0.9836142811717956,0.9539820003396162,0.8651947068662073,0.9898516783762685,0.8283145426002567,MOGFormer_BASELINE,1,0,444,0.8685539288480465,rna_cnv
0.7568529806784573,0.8575108914965053,0.7259844322344321,0.8045405249599306,0.967741935483871,1.0,0.9375,0.36363636363636365,0.6666666666666666,0.25,0.9430051813471503,0.9381443298969072,0.9479166666666666,0.782608695652174,0.6792452830188679,0.9230769230769231,0.7272727272727273,1.0,0.5714285714285714,0.978605407332551,0.8844861743283292,0.9984177215189873,0.99375,0.954741379310345,0.6983689990781539,0.9874778368794326,0.9892070460342177,0.9594158600781117,0.8377034659850574,0.9929742388758782,0.9034013605442175,MOGFormer_BASELINE,1,0,444,0.8685539288480465,rna_methy
0.3368438120319962,0.5265756320992533,0.40881410256410255,0.35823686065037874,0.11764705882352941,1.0,0.0625,0.3287671232876712,0.21052631578947367,0.75,0.75,0.7840909090909091,0.71875,0.4878048780487805,0.46511627906976744,0.5128205128205128,0.0,0.0,0.0,0.7454702717223898,0.40107853145726224,0.746242088607595,0.42472668160447086,0.8063936781609194,0.2323435747908572,0.827238475177305,0.7569588721017444,0.7065715741212429,0.4889757741552473,0.6409055425448867,0.10238775463399168,MOGFormer_BASELINE,1,0,444,0.8685539288480465,cnv_methy
0.8375102662424194,0.8755161318487539,0.8378958760537707,0.8192630008027768,0.9523809523809523,1.0,0.9090909090909091,0.8666666666666667,0.9285714285714286,0.8125,0.912621359223301,0.8545454545454545,0.9791666666666666,0.75,0.9230769230769231,0.631578947368421,0.7058823529411765,0.6,0.8571428571428571,0.9830203394815762,0.9393123776874621,0.9971048060220035,0.9893217893217892,0.9946120689655172,0.936597032461003,0.9727393617021277,0.9670771521978326,0.9568905817174514,0.8797563906471622,0.9937548790007806,0.9238095238095236,MOGFormer_BASELINE,1,1,444,0.848536435428193,full
0.1791264367816092,0.3775825771324864,0.2571428571428571,0.17612146790266336,0.0,0.0,0.0,0.0,0.0,0.0,0.735632183908046,0.5818181818181818,1.0,0.0,0.0,0.0,0.16,0.1111111111111111,0.2857142857142857,0.8936553124825222,0.566838231210377,0.9723991507430998,0.9233511850170162,0.8168103448275862,0.20445536552932317,0.9707446808510638,0.9700231531035343,0.815270083102493,0.5172716487159347,0.8930523028883685,0.21908980368607697,MOGFormer_BASELINE,1,1,444,0.848536435428193,rna_only
0.06666666666666667,0.06666666666666667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,1.0,0.0,0.0,0.0,0.5781312267543016,0.2910903963063743,0.38911407064273307,0.2604451440108984,0.43211206896551724,0.1350595605312051,0.770168439716312,0.7366293606355727,0.6005886426592797,0.23539152643007827,0.6986729117876659,0.08792638992411679,MOGFormer_BASELINE,1,1,444,0.848536435428193,cnv_only
