metric,A_median,B_median,cohens_d,rank_biserial,mwu_p,auc_B_vs_A,n_A,n_B
burden_universe_PC1,0.2448036951501154,0.9330254041570438,5.58320328911615,0.9995669973232562,3.242668569392836e-51,0.9997834986616281,219,116
