gene,methyl_diff_BmA,cohens_d,mwu_p,fdr_bh,direction
CDKN2A,-0.11289986021126121,-0.11158300852008868,0.49276372739806484,0.8063795963298351,hypo_in_B
FGF4,0.04457764922514933,0.05263983520329733,0.4935117621880053,0.8063795963298351,hyper_in_B
C1S,-0.07991859268980309,-0.09940855771507799,0.4957595096823624,0.8070070214002365,hypo_in_B
POLD2,0.061793889574205174,0.06561856153282758,0.5032912965565991,0.8161989940412262,hyper_in_B
TP53,-0.06635623670059874,-0.07799797147240353,0.5093599613845222,0.8162818424634294,hypo_in_B
BBC3,0.050521100939360526,0.05696523393409377,0.510121229863967,0.8162818424634294,hyper_in_B
VWF,-0.05460949388787893,-0.06175406767105717,0.510121229863967,0.8162818424634294,hypo_in_B
CCNB2,0.07969251636111936,0.07879051833117454,0.5108830930891209,0.8162818424634294,hyper_in_B
FGF19,0.04874104370439811,0.07558309593905149,0.5147013090715657,0.8175717699618124,hyper_in_B
LGALS3BP,-0.07053272101697347,-0.08495755040999742,0.5154667279435907,0.8175717699618124,hypo_in_B
AURKB,-0.07779127491904332,-0.08500827360991713,0.5262443033546016,0.8316196472720528,hypo_in_B
XRCC4,-0.10025894826139989,-0.10846624402006395,0.530121152289317,0.8328947332009449,hypo_in_B
CDC42SE1,0.06398536548125702,0.07121167261213923,0.5308982594999094,0.8328947332009449,hyper_in_B
GRB7,-0.08085066787970052,-0.0923959983676699,0.5347924462231144,0.8359751957206084,hypo_in_B
TSPAN14,-0.07238598333412216,-0.08612181292808138,0.5434100713539372,0.8463905068210604,hypo_in_B
KCTD3,-0.04905167797979876,-0.05013115483532813,0.5513038029326355,0.855607694157101,hypo_in_B
RPRD2,0.07135841522324271,0.08252166699905324,0.5560669494959931,0.8599178183277323,hyper_in_B
MARCKS,-0.06520028004796621,-0.06557034559574992,0.562448879656857,0.8636183152177981,hypo_in_B
SYNGR2,-0.06543272895746713,-0.07456679077379716,0.562448879656857,0.8636183152177981,hypo_in_B
SELL,-0.0920748760156537,-0.09532224261165688,0.566455464568939,0.8660944108821395,hypo_in_B
FKBP10,0.10227618918493583,0.11949672347748809,0.568061923072812,0.8660944108821395,hyper_in_B
SLC30A1,-0.07735216877491002,-0.08963860662781033,0.5720875775056955,0.8661325911187627,hypo_in_B
SHC1,0.07549789620791475,0.08397970725880172,0.5720875775056955,0.8661325911187627,hyper_in_B
PIP,-0.0655673071354459,-0.07179300809732488,0.5753178302119353,0.8679882246751498,hypo_in_B
RPL37,0.12424897031305872,0.1326213121498094,0.5777461625375927,0.8686253068707558,hyper_in_B
NCOR1,0.041393196982252245,0.041399395468458056,0.5826172455000203,0.8729178799360165,hyper_in_B
FZD6,-0.08266128300551404,-0.08394139847154486,0.5875074100189082,0.8766941941513986,hypo_in_B
PYCARD,0.07767875289109354,0.08155320247770513,0.5915969980628515,0.8766941941513986,hyper_in_B
MLPH,-0.10528964664592733,-0.13263852535060544,0.5932364870354729,0.8766941941513986,hypo_in_B
AQP1,0.053922647805668224,0.06346447868726346,0.5932364870354729,0.8766941941513986,hyper_in_B
PCOLCE,0.028236716719492558,0.03162596404866881,0.5998151567965515,0.8810535418116318,hyper_in_B
C17orf58,-0.06536887262570107,-0.07604994368262934,0.602290642901254,0.8810535418116318,hypo_in_B
WIF1,0.06800514153727616,0.0780169169007665,0.602290642901254,0.8810535418116318,hyper_in_B
CCND2,0.04414708249963578,0.053530752989103814,0.6047707218595677,0.8817027695797738,hyper_in_B
TMEM204,0.034624279389737306,0.04588557055256682,0.6080845986116743,0.8818057031578315,hyper_in_B
SLC39A6,-0.0893593167560357,-0.09237628493067071,0.6089143308179945,0.8818057031578315,hypo_in_B
AKR1B1,0.043248955148992976,0.05514938488348865,0.6130705269134509,0.8848651271784141,hyper_in_B
SERPINB5,-0.021315452973744847,-0.02699625490755403,0.6189101414437956,0.8897763641754457,hypo_in_B
ECM1,0.05567080179555889,0.05872540063279716,0.6205830530738674,0.8897763641754457,hyper_in_B
BRCA1,0.08966358607366136,0.131866974183811,0.6230961025976797,0.8904310641082354,hyper_in_B
HOXB7,-0.018158968167993644,-0.021366567184551735,0.6264536710418414,0.8917462775568386,hypo_in_B
TFAP2C,0.10549968654061134,0.10582295959940602,0.6281353687178655,0.8917462775568386,hyper_in_B
SLC7A2,-0.08322049447744198,-0.0923808528552791,0.6331920287426488,0.89269680603649,hypo_in_B
RACGAP1,0.1141866748242083,0.1283067695947716,0.6348814134583965,0.89269680603649,hyper_in_B
OXCT1,0.09237431295332472,0.10316118236541905,0.6374190572280171,0.89269680603649,hyper_in_B
SOX9,0.021945342934373446,0.029699197423001394,0.6382658859132297,0.89269680603649,hyper_in_B
PLTP,0.09116591000161967,0.10792359628915757,0.6391131867697735,0.89269680603649,hyper_in_B
DLGAP5,0.17565848059366093,0.17375574204640346,0.6467599883676977,0.9004729098495599,hyper_in_B
GOLT1A,-0.011714219867408004,-0.011516862378642072,0.6501706404903277,0.9018002800572357,hypo_in_B
FOXM1,0.003719067785499037,0.003734629965709397,0.651878724383175,0.9018002800572357,hyper_in_B
HOXB2,-0.02317441436311926,-0.023088288198063113,0.6570139156230099,0.9031334141738517,hypo_in_B
RIN2,0.029209040715181683,0.03039558711173743,0.6570139156230099,0.9031334141738517,hyper_in_B
MIA,0.047964614939249695,0.09302482274771663,0.6621653542624621,0.9073341721381206,hyper_in_B
ZNF880,0.061781488531240665,0.06470719202026587,0.6664704794740915,0.9081582500340938,hyper_in_B
STAC2,0.0734093776045518,0.08968945850320068,0.6690588493322769,0.9081582500340938,hyper_in_B
TFF3,-0.07461011116454003,-0.12476709079745013,0.6690588493322769,0.9081582500340938,hypo_in_B
S100A16,0.07259683087845657,0.08053468496113762,0.6794514437407901,0.9180024528805327,hyper_in_B
E2F1,0.03998991145859514,0.0469756172915014,0.6820592357604003,0.9180024528805327,hyper_in_B
RGS2,-0.03319302612492067,-0.03474657798513915,0.682929346180686,0.9180024528805327,hypo_in_B
ATM,-0.06396186048671926,-0.06993199508307414,0.68554220242299,0.9180024528805327,hypo_in_B
EPHX2,0.04299037663878033,0.047001977913978366,0.6881588246597707,0.9180024528805327,hyper_in_B
RAB34,0.05046115586684916,0.05555734222235752,0.6890318641713005,0.9180024528805327,hyper_in_B
CD55,0.003791662946486196,0.004311134222745839,0.7004187049574827,0.9303107338852455,hyper_in_B
RAB4A,-0.07392847424240359,-0.08268521116137763,0.7039360819188749,0.9321233133665836,hypo_in_B
C1orf116,-0.039036677285066476,-0.04501305144260732,0.7083417179409257,0.9340640254279368,hypo_in_B
ELF3,-0.07289150687419359,-0.08634255326654747,0.7109898031380737,0.9340640254279368,hypo_in_B
NOTCH3,-0.07559195999714614,-0.09652214456185103,0.7118732757302982,0.9340640254279368,hypo_in_B
TBX3,-0.017109003179570786,-0.02109212250901005,0.7154110251331951,0.9358700117301314,hypo_in_B
LAMB3,0.06418591712246771,0.08668039153623786,0.7260607324521179,0.9425555123157626,hyper_in_B
PLK1,-0.014606941762109,-0.016272633329407177,0.7296225557799525,0.9425555123157626,hypo_in_B
ALDOC,-0.010817884023596958,-0.011703201298527904,0.7296225557799525,0.9425555123157626,hypo_in_B
AEBP1,0.06242583706430735,0.07024393851893468,0.7314056631364809,0.9425555123157626,hyper_in_B
APC,-0.04052948329780992,-0.04093130859160055,0.7314056631364809,0.9425555123157626,hypo_in_B
RHOD,-0.05658542149037063,-0.07001325617214665,0.7340830439398964,0.9431986885043774,hypo_in_B
IL17RB,0.02983051986174369,0.0318194545416428,0.7403428026422775,0.9484273181778289,hyper_in_B
SNRPE,0.04842467589523437,0.05808996318470995,0.7484163441702776,0.9518849876584569,hyper_in_B
RARA,-0.025436644327851532,-0.03040017144938171,0.7511137164435131,0.9518849876584569,hypo_in_B
FGF3,0.012093620711468661,0.01357266996487019,0.7556160881116077,0.9518849876584569,hyper_in_B
C6orf62,0.037298594711104874,0.03646952193588564,0.7556160881116077,0.9518849876584569,hyper_in_B
SNHG9,-0.047276751038167975,-0.052280833981889825,0.7574193730891445,0.9518849876584569,hypo_in_B
COL1A1,0.047683875433659775,0.06144138649161856,0.7583215116384004,0.9518849876584569,hyper_in_B
GSTM1,-0.08553825062221679,-0.0935105662761974,0.7584303019449599,0.9518849876584569,hypo_in_B
BUB1,0.07741371606329503,0.07191861396323865,0.7655503737170968,0.9575424539586315,hyper_in_B
FGFR1,0.0378223050704723,0.04086859499392346,0.7673608118328987,0.9575424539586315,hyper_in_B
IL6ST,-0.055560725104526976,-0.08126315903624784,0.7709854902747255,0.959300911749874,hypo_in_B
KRT19,-0.042182397219456234,-0.042914802369388695,0.7818892708440308,0.9700803847434537,hypo_in_B
ZEB2,0.041184140482781795,0.04840982436554053,0.7891824931867796,0.9711763814149132,hyper_in_B
PAK1,-0.05195523299326722,-0.06071137428262556,0.7928360875645327,0.9711763814149132,hypo_in_B
CLEC2B,0.0599870071619556,0.062024557463490365,0.7937502006646997,0.9711763814149132,hyper_in_B
A2M,-0.046736874900325645,-0.047256293792693464,0.7983249933421396,0.9711763814149132,hypo_in_B
MYBL2,0.0737830711084636,0.07261506111193929,0.8029067211760705,0.9711763814149132,hyper_in_B
SSR3,0.031114965079138107,0.03282071808031021,0.80565902406539,0.9711763814149132,hyper_in_B
SEC14L2,-0.0203655315742087,-0.02354509689908905,0.8084137366661366,0.9711763814149132,hypo_in_B
CDKN1B,0.0027857119496964844,0.0027800512199811617,0.8084137366661366,0.9711763814149132,hyper_in_B
S100A6,0.05284300004832356,0.06822870283828796,0.8093325040288951,0.9711763814149132,hyper_in_B
RASSF7,0.012097864440326372,0.01227598496829032,0.8120903785795872,0.9711763814149132,hyper_in_B
LXN,0.03935940026025617,0.0437461276972538,0.8130101901897901,0.9711763814149132,hyper_in_B
FLT1,-0.0057808406248356925,-0.00631473615490626,0.8148505862293598,0.9711763814149132,hypo_in_B
GATA3,-0.049926457882178595,-0.05529506725628312,0.8148505862293598,0.9711763814149132,hypo_in_B
BAG1,0.007325566300871653,0.010055657579420837,0.8166920045460397,0.9711763814149132,hyper_in_B
BNIPL,-0.030756868278142946,-0.04101105268004286,0.8185344353468995,0.9711763814149132,hypo_in_B
TRPS1,0.031487601734887405,0.039502585367630454,0.8194560273640148,0.9711763814149132,hyper_in_B
SNAI2,0.05729743368042778,0.0610461283393788,0.8222222951457178,0.9711763814149132,hyper_in_B
JUP,-0.06164786829120929,-0.0683000199529962,0.8231448775502844,0.9711763814149132,hypo_in_B
LMO1,0.061235600398214844,0.06047766897275185,0.8277614326958511,0.9716556565959724,hyper_in_B
YWHAZ,-0.023990163991940816,-0.02696308844043361,0.8314589744205558,0.9716556565959724,hypo_in_B
CDK6,0.03344899571280441,0.03892311399831708,0.8323839464219613,0.9716556565959724,hyper_in_B
CDC6,-0.05898600965762271,-0.05961687867209967,0.8370122637486361,0.9716556565959724,hypo_in_B
RBP1,-0.0021591764695775006,-0.0025487687476774025,0.8425736861913619,0.9716556565959724,hypo_in_B
FMOD,0.07069488194760515,0.08002104698271449,0.8453573630147061,0.9716556565959724,hyper_in_B
ZHX1,0.03552591507064168,0.03587070616459996,0.84721422296244,0.9716556565959724,hyper_in_B
ACLY,0.01267604893696847,0.013694328356577086,0.8490719315069735,0.9716556565959724,hyper_in_B
SFRP1,-0.07448014053205623,-0.07641439428520307,0.8500011008587174,0.9716556565959724,hypo_in_B
PI4KB,0.00252117077151906,0.0029099476415474636,0.8555804486939624,0.9716556565959724,hyper_in_B
TM4SF18,0.026009944303205357,0.03263515417296804,0.8574418511869357,0.9716556565959724,hyper_in_B
NID1,-0.025744406416660093,-0.03036019951689439,0.8630307765581329,0.9716556565959724,hypo_in_B
SDCBP,0.037051313987622764,0.04126254618702535,0.8648952904744978,0.9716556565959724,hyper_in_B
GRAMD1A,0.02527272097979122,0.034054655542886975,0.8667605568359384,0.9716556565959724,hyper_in_B
MRC2,0.057631853055500115,0.06537421713718768,0.8676934689997672,0.9716556565959724,hyper_in_B
CCDC3,0.029148839088736528,0.0331932632743945,0.8686265654527539,0.9716556565959724,hyper_in_B
CST1,0.02769846922071384,0.03111642876297055,0.8686265654527539,0.9716556565959724,hyper_in_B
BNIP3L,-0.06755112301222657,-0.07423690045279734,0.869559844919249,0.9716556565959724,hypo_in_B
MGP,-0.05747222575708269,-0.07202802566417078,0.8700248567560692,0.9716556565959724,hypo_in_B
RSF1,0.027072750761515357,0.027936215155266335,0.8714269477863473,0.9716556565959724,hyper_in_B
S100A4,-0.007444590080325164,-0.01030138615158553,0.8732947673806637,0.9716556565959724,hypo_in_B
PRRX1,0.03655598069894814,0.03792435299721384,0.874228942753372,0.9716556565959724,hyper_in_B
PIK3CA,0.029543164527880767,0.030097595023786596,0.8751632934698135,0.9716556565959724,hyper_in_B
TP53INP1,0.026132524042096428,0.03179115161905859,0.8807730082061641,0.9728946748807884,hyper_in_B
BIRC5,-0.06253106043976722,-0.0689559928806255,0.8807730082061641,0.9728946748807884,hypo_in_B
KRT15,0.02316642554267732,0.025047560475939097,0.8873252252788549,0.9745326235317542,hyper_in_B
AP2B1,0.05644719440316883,0.07179047437629174,0.8891987227568374,0.9745326235317542,hyper_in_B
KRT23,-0.03713324403276773,-0.039201917106345185,0.890135704289006,0.9745326235317542,hypo_in_B
CRNKL1,-0.01460781695007407,-0.018986903580738707,0.8920101264801668,0.9745326235317542,hypo_in_B
BCL2,0.044173215582607485,0.05016537146347019,0.894822888186175,0.9745326235317542,hyper_in_B
COL10A1,-0.008143560081571362,-0.008083100408827211,0.8957597786735293,0.9745326235317542,hypo_in_B
CMTM3,0.0427813912703083,0.049532408966943345,0.9004523456965116,0.9763643779600892,hyper_in_B
AKT1,-0.04748233977907493,-0.04823511117373108,0.9032689714524705,0.9763643779600892,hypo_in_B
COTL1,0.020713471655122967,0.02105800730683758,0.9042081190808218,0.9763643779600892,hyper_in_B
RBBP8,-0.012942103311141429,-0.015837632756382454,0.9126663223490925,0.9830460636247689,hypo_in_B
NDRG1,-0.03863226713452622,-0.04399041502447549,0.9164287597877094,0.9846492629977126,hypo_in_B
SEZ6L2,0.06858893900014802,0.06961647924223725,0.9267848679296742,0.9869990017937831,hyper_in_B
MYC,0.003951434203856588,0.004105518896006075,0.9286691821725116,0.9869990017937831,hyper_in_B
KRT5,-0.021893705486854452,-0.02279426542920644,0.9305538964669722,0.9869990017937831,hypo_in_B
TOP2A,0.03846458176843111,0.040749638610176275,0.9343244831409848,0.9869990017937831,hyper_in_B
SERPINE1,-0.0037473705230865184,-0.005183166998260438,0.9352673634029117,0.9869990017937831,hypo_in_B
GREB1,-0.05811031006424702,-0.07604099228108456,0.9371533950235003,0.9869990017937831,hypo_in_B
CPA3,0.034479194450060646,0.041658724884390604,0.9409265057608655,0.9869990017937831,hyper_in_B
BRCA2,0.007573032251824707,0.013134445107477306,0.9428135637840535,0.9869990017937831,hyper_in_B
TYMS,-0.04829249916361623,-0.04990867890612408,0.9428135637840535,0.9869990017937831,hypo_in_B
NME3,0.008484557236085405,0.009716569831695611,0.9456447494523096,0.9869990017937831,hyper_in_B
NEK2,-0.03491852952351865,-0.040086110107554106,0.9465886323633254,0.9869990017937831,hypo_in_B
PTMS,-0.013126947550976875,-0.015222876941172912,0.9494207256686193,0.9869990017937831,hypo_in_B
MAGEF1,0.05203159926857471,0.05736036588822732,0.9503649005560559,0.9869990017937831,hyper_in_B
ATP6V1B2,0.0038138913698490956,0.0037636164484427252,0.9513091451330311,0.9869990017937831,hyper_in_B
DSTN,-0.006447632958252876,-0.007038137871356253,0.954142283775534,0.9869990017937831,hypo_in_B
KIF2C,-0.018477649020700825,-0.0215360634498384,0.9550867938835914,0.9869990017937831,hypo_in_B
CRABP2,0.058408069842834184,0.059970451807328795,0.9598102640629457,0.9887073408609722,hyper_in_B
PXMP4,0.03350744076324394,0.04411513446317729,0.9617000565778557,0.9887073408609722,hyper_in_B
KIF23,-0.029785287308422094,-0.028671345913135773,0.9635900643033032,0.9887073408609722,hypo_in_B
RSL1D1,0.007719717367757839,0.008571651873168178,0.9692612726762209,0.9908006417046618,hyper_in_B
CYB5R1,0.024353626165789455,0.02910323011547709,0.9702066329856273,0.9908006417046618,hyper_in_B
HTATIP2,0.0026261638327103078,0.003409307823783877,0.9730429597980919,0.9913590625707618,hyper_in_B
LRP5,-0.008576243098673303,-0.00925859317353148,0.9768252530478955,0.9928763722294336,hypo_in_B
PIK3R1,0.008216240175881961,0.00956428320160584,0.9824996434806633,0.9963052590799233,hyper_in_B
IGFBP4,0.06667947818969391,0.07271246320478271,0.990066825292494,0.9965618439909545,hyper_in_B
CD44,0.013609231060256313,0.013896845062586427,0.990066825292494,0.9965618439909545,hyper_in_B
RAB25,-0.058549542601235495,-0.07237445527171714,0.991012799816591,0.9965618439909545,hypo_in_B
SCUBE2,-0.03805226532133266,-0.058288415645923984,0.9919587869748301,0.9965618439909545,hypo_in_B
BLVRA,-0.06922727943753113,-0.07450459137056065,0.9966888657347741,0.998996015886938,hypo_in_B
GCC1,0.011440709746629946,0.012072235789195144,0.9995269794892624,0.9995269794892624,hyper_in_B
