gene,meandiff_BmA,cohens_d,mwu_p,fdr_bh,is_cellcycle
ENPP2,0.06865487877388993,0.07252364059505306,0.6189101414437956,0.853465258742559,False
ETV3,-0.0005721303608234238,-0.0006769728148249963,0.6247739132693502,0.8584001251934091,False
PPP1R1B,0.0016133856948493952,0.0019462837969508279,0.6264536710418414,0.8584001251934091,False
PLOD2,0.09534843705070026,0.10353743206467915,0.6315045548407374,0.8625913950979157,False
SERPINE1,0.021246696083655023,0.021723184757120487,0.6348814134583965,0.863992457774279,False
MAL2,0.04823219483227487,0.06089332382010523,0.6399609588690756,0.863992457774279,False
SELL,0.021863778554051527,0.025304073232699103,0.6408092012807224,0.863992457774279,False
SEC62,-0.0270548496961735,-0.0315521005197866,0.6408092012807224,0.863992457774279,False
ZNF703,0.03600171858604989,0.052771531198832954,0.6425070933102028,0.863992457774279,False
LIN9,0.026803404071620685,0.03378810141416815,0.6450574353310792,0.8647364380754095,False
IL6ST,-0.035590258894952154,-0.05516174580050512,0.6493172865740369,0.8669741868427707,False
SCUBE2,-0.0060860682985147685,-0.009150163752820739,0.6510244534114034,0.8669741868427707,False
STC2,0.05296243426603886,0.06429175385495138,0.6527334524497534,0.8669741868427707,False
AP2B1,-0.04262978356156508,-0.057481866468764804,0.6553003696325015,0.8677218961800401,False
SYNGR2,-0.01722001653253028,-0.019793975083695868,0.6587292668991118,0.8680894778208611,False
KRT14,0.01357415115738278,0.015549178073148043,0.6595876170971439,0.8680894778208611,False
F12,-0.018373357323141562,-0.019250403811672947,0.6621653542624621,0.8688412072595336,False
SERPINB9,0.041607368253038825,0.04900097755962296,0.6656085693483693,0.8707205756128216,False
APOD,0.05746989152362414,0.06971412562254244,0.6716511576144039,0.8740991450354282,False
CYB5R1,-0.019599730842849494,-0.02690624874543608,0.6725161309425709,0.8740991450354282,False
IFI16,0.013613945984972002,0.016079343768867896,0.6742473774638176,0.8740991450354282,False
STAC2,0.04872706205306811,0.051591930336242785,0.6798857863717027,0.8787777477580515,False
ASAP1,0.07397560464510074,0.08234067035912015,0.6864139927578667,0.8830694408258193,False
C6orf62,0.06062775407195013,0.07457225147335929,0.6872861768775089,0.8830694408258193,False
LAMB3,-0.03712976257691955,-0.043627894469399235,0.6916534645804009,0.8830694408258193,False
ELMO3,0.02609409877554804,0.029591054002763885,0.6925281552298013,0.8830694408258193,False
BRCA2,-0.03284993442610501,-0.043173405770611704,0.6934032560757011,0.8830694408258193,False
NOTCH3,0.09373301688983741,0.11414649104775874,0.7004187049574827,0.889387974330176,False
MAP3K1,-0.06295679479108013,-0.073976041395107,0.7048163977767155,0.8923552638518064,False
PRR14,0.08452588407590181,0.08382835428510246,0.7145260110777091,0.897139657716317,False
VEZF1,-0.018332730272807907,-0.024922102280084974,0.7162964218627004,0.897139657716317,False
CDKN1B,0.024742217089367052,0.030357461291455348,0.7180683590229944,0.897139657716317,False
APC,0.0708559351762531,0.08210270381368513,0.7180683590229944,0.897139657716317,False
GPR18,-0.07592897191127444,-0.08573926376836656,0.718954875814231,0.897139657716317,False
STC1,0.056502138008762914,0.05648274381341087,0.7242820340847087,0.9008146050193898,False
AGR3,0.02038940660264421,0.05049455051416963,0.7260607324521179,0.9008146050193898,False
ZEB1,0.10347269361148437,0.1170320297543257,0.7305139274028671,0.9037500873298328,False
C1orf115,-0.043722237027656374,-0.051557696457471935,0.7412384703138301,0.9095708353222989,False
RHOD,0.05178502547330474,0.05862799745960738,0.7421344887347809,0.9095708353222989,False
RPL37,0.015315700301015048,0.016891024262794742,0.7430308567823234,0.9095708353222989,False
SSH3,0.02866672142594967,0.03939197177619247,0.7439275733322299,0.9095708353222989,False
GSTP1,-0.04469899663999376,-0.05706642008141427,0.7457220474351411,0.9095708353222989,False
PRC1,0.008124215042132787,0.012430247008563539,0.7538136583607435,0.9160966160547475,False
RIN2,0.05703444314605094,0.06656661311452838,0.7565175648647492,0.9160966160547475,False
CPA3,0.047592396434403605,0.059189567312984144,0.7574193730891445,0.9160966160547475,False
QSOX1,-0.014532577335563346,-0.01639861013397957,0.7601267751191795,0.916810288653495,False
GCC1,0.12386668977444568,0.1496157493052252,0.7673608118328987,0.9185789016865853,False
ERBB2,0.040168335306394805,0.05973864334786484,0.7691725204532756,0.9185789016865853,False
IGFBP3,-0.0027664732220772058,-0.0032572029668170802,0.7700788482961443,0.9185789016865853,False
NPEPPS,0.03482665086831385,0.042065500720981655,0.7700788482961443,0.9185789016865853,False
GRB7,0.04264418317817509,0.06277018550023128,0.7755233713427254,0.9225319225038464,False
SFRP4,-0.007699705503039722,-0.00934262891155591,0.7818892708440308,0.9246166327866825,False
HOXB2,0.018588569286250856,0.022745478551659842,0.7846220202213878,0.9246166327866825,False
CA12,0.014879799059335674,0.029907950681379976,0.7882698150676958,0.9246166327866825,False
CDKN2A,0.0190449514376822,0.039280820337846974,0.7900954606887474,0.9246166327866825,False
TRPS1,-0.03655659085329749,-0.046488640541566345,0.7928360875645327,0.9246166327866825,False
S100A16,-0.06753235893803522,-0.07953676333582199,0.7937502006646997,0.9246166327866825,False
TP53,-0.02416804693907082,-0.03455655438408502,0.7942073475158046,0.9246166327866825,False
MDM2,0.07848664720969313,0.1014388937776621,0.7946645971751836,0.9246166327866825,False
RAB4A,0.005300336378427334,0.00617946466515711,0.7964942356337934,0.9246166327866825,False
NES,0.06101484005445176,0.08148109097524862,0.8010732074564021,0.9260309214238722,False
A2M,0.06614387033786687,0.0855641390263417,0.801989828022984,0.9260309214238722,False
PPP1R2,-0.022284098502151184,-0.027606127259773065,0.8074952334081559,0.9289233216513125,False
SSR3,0.0805825537546078,0.08862979437611394,0.8176130939986624,0.9289233216513125,False
PYCARD,0.03676522705408933,0.03908189570665573,0.8194560273640148,0.9289233216513125,False
RAB34,0.022393015031933278,0.02831039907325353,0.8203778688222335,0.9289233216513125,False
PPP2R5A,0.020581994485896093,0.026110049208635768,0.8222222951457178,0.9289233216513125,False
ESR1,0.008062911610246082,0.017710906116555965,0.8231448775502844,0.9289233216513125,False
ALDH1A3,0.00698469618272355,0.008104999307248955,0.8240676906653315,0.9289233216513125,False
C1orf116,-0.044880706410774,-0.04830502265917241,0.8240677044745666,0.9289233216513125,False
SMAD3,-0.06368214210084838,-0.08016501032242096,0.8286854637051833,0.9289233216513125,False
METRN,0.01094471857313023,0.013018230884043688,0.8296097318218248,0.9289233216513125,False
BRD4,0.002312881581864372,0.0026312370423500317,0.8314589744205558,0.9289233216513125,False
RSF1,-0.023109316081553838,-0.027633532611674238,0.8314589744205558,0.9289233216513125,False
RARRES1,-0.004652372332741794,-0.006041198367461149,0.8323839464219613,0.9289233216513125,False
TM4SF18,0.04033358045799995,0.04205445932420421,0.8416462290931201,0.9351352101218555,False
TP53INP1,-0.012051159065416872,-0.016108121243515353,0.8425736861913619,0.9351352101218555,False
JUP,0.013529013121154482,0.01598531199131563,0.8444292544056478,0.9351352101218555,False
WIF1,0.014004276697062279,0.014780367136664361,0.8471353480895627,0.9357387901091343,False
TSPAN14,0.019046770130244525,0.023995420060981182,0.8500011008587174,0.9365152078163477,False
ERBB3,-0.002012639934715399,-0.00311079159624912,0.8574418511869357,0.9423155369643228,False
LRP5,0.03987105795109655,0.04359346743534978,0.8648952904744978,0.9481004070264748,False
SDCBP,0.01934503809079735,0.023240336645077984,0.8760978182490946,0.9561928383276864,False
RGS1,-0.005721472438116049,-0.005634217918156654,0.8770325158095944,0.9561928383276864,False
MAGEF1,0.019500352197789672,0.022822397245458998,0.8789024241441552,0.9561928383276864,False
SNHG9,0.012175550830211004,0.01319841425612753,0.8845161623868105,0.9567597038894041,False
SCGB3A1,0.03387002414379331,0.03301228658168059,0.8859205056001479,0.9567597038894041,False
PRR15L,0.029817438882081326,0.04998734430025394,0.8873252252788549,0.9567597038894041,False
NME3,0.005913131887006651,0.006347542205682446,0.8882618959897008,0.9567597038894041,False
ELOVL2,0.018451793034520714,0.019956527066874456,0.8966987998345043,0.9634505715343433,False
ALDH3B2,-0.02323352235467164,-0.025894482581137752,0.9051474007295109,0.9701208527620749,False
SKAP1,-0.06143666527748304,-0.07110816077516609,0.9079660367792859,0.9707389973467426,False
FGFR4,0.01822847082026094,0.019655113088229908,0.9154879715716238,0.9727009597790505,False
KDM2A,0.025113429992406264,0.029966365799364528,0.9173696650620299,0.9727009597790505,False
RBP1,0.01233468444660285,0.01368870083137129,0.9192518215513974,0.9727009597790505,False
MYC,0.02115700696329836,0.0239192767294517,0.920193070148245,0.9727009597790505,False
NDUFS2,-0.0013243749550564815,-0.0014913770353337122,0.9211344305669394,0.9727009597790505,False
DHX9,0.08598770914302825,0.10732542074544334,0.9249009642475347,0.9727009597790505,False
S100A14,-0.04155022151878693,-0.05257871428176097,0.9314964003476299,0.9727009597790505,False
MGP,0.05732872395599137,0.07032644313072581,0.9380965437476647,0.9727009597790505,False
DSP,0.041427579795560096,0.04721628308010924,0.9399831004347009,0.9727009597790505,False
FKBP10,0.016172426380869714,0.0203333243341668,0.9409265057608655,0.9727009597790505,False
PAK1,0.04511256108311687,0.048873215927373356,0.9409265057608655,0.9727009597790505,False
LGALS3BP,0.020189362167157755,0.02222176952290542,0.9437572138422595,0.9727009597790505,False
PDK4,-0.004247141183592706,-0.004512115882760527,0.947532590250577,0.9727009597790505,False
CHI3L1,-0.0056402539211135305,-0.006669122016925807,0.9513091451330311,0.9727009597790505,False
GRHL2,0.036873855412282115,0.0468774962203047,0.9513091451330311,0.9727009597790505,False
RARA,0.04210646709774413,0.06331573222885252,0.9513091451330311,0.9727009597790505,False
SLC7A2,0.030743436400238244,0.037751651230973446,0.9550867938835914,0.9727009597790505,False
C17orf58,0.06688502845664537,0.08579120482270002,0.956031367066253,0.9727009597790505,False
KRT23,0.0029814201636878743,0.0038594456141982634,0.9569760019997126,0.9727009597790505,False
AKT1,0.02576490974557026,0.031276768929003954,0.9569760019997126,0.9727009597790505,False
TMEM45B,0.013645471522914648,0.016648925917343845,0.9569760019997126,0.9727009597790505,False
KRT10,0.02805395752626122,0.036635352789522055,0.961227584767447,0.9738908874052835,False
CALD1,0.08292240276689018,0.08801732294134493,0.9626450342019892,0.9738908874052835,False
RSPO2,0.0008045712735305077,0.00268421465795582,0.9701824409188152,0.9769755164715734,False
TMEM204,0.03912870406947222,0.04558788845450351,0.9702066329856273,0.9769755164715734,False
PIK3R1,-0.004493593320566314,-0.005312701892061536,0.9815538424927043,0.9861086167038072,False
SERPINB5,0.006026094432763793,0.007269279557633199,0.9929047831727744,0.9929047854374448,False
CREG1,-0.003455375803206276,-0.0041457723147524175,0.9929047854374448,0.9929047854374448,False
