gene,arrow,injected_value,mean_pred,sem_pred
CDC42SE1,methy->rna,-1.5,0.13522334396839142,0.02622907298894721
CDC42SE1,methy->rna,-1.0,0.1013878732919693,0.026389382473470578
CDC42SE1,methy->rna,-0.5,0.04819488525390625,0.02636728374630199
CDC42SE1,methy->rna,0.0,0.015092059038579464,0.02632706144762118
CDC42SE1,methy->rna,0.5,0.008558599278330803,0.027193765245598883
CDC42SE1,methy->rna,1.0,-0.00036376810749061406,0.028213625863152486
CDC42SE1,methy->rna,1.5,-0.01298215426504612,0.02867687751434937
CDC42SE1,methy->rna,2.0,-0.026232020929455757,0.028892294337648367
SCNN1A,methy->rna,-2.0,0.48758000135421753,0.025480505848131992
SCNN1A,methy->rna,-1.5,0.4359714388847351,0.025691886493648324
SCNN1A,methy->rna,-1.0,0.3406546413898468,0.025842809467529176
SCNN1A,methy->rna,-0.5,0.14101463556289673,0.025300329302773435
SCNN1A,methy->rna,0.0,-0.0717698335647583,0.02137122355815502
SCNN1A,methy->rna,0.5,-0.1907799392938614,0.023435129169533414
SCNN1A,methy->rna,1.0,-0.42715996503829956,0.024134100577195228
SCNN1A,methy->rna,1.5,-0.5630089640617371,0.024435942166233623
SCNN1A,methy->rna,2.0,-0.6351345777511597,0.02450267204070847
CMTM3,methy->rna,-2.0,0.18025323748588562,0.03193490768047342
CMTM3,methy->rna,-1.5,0.15368343889713287,0.032441321589221965
CMTM3,methy->rna,-1.0,0.1090792715549469,0.033103766895567655
CMTM3,methy->rna,-0.5,0.027482787147164345,0.03362633205353182
CMTM3,methy->rna,0.0,-0.03392735496163368,0.03351887208911084
CMTM3,methy->rna,0.5,-0.07152199745178223,0.03368412654522647
CMTM3,methy->rna,1.0,-0.14417478442192078,0.034099643638122214
CMTM3,methy->rna,1.5,-0.20539490878582,0.03410791431559803
CMTM3,methy->rna,2.0,-0.25299298763275146,0.033977906675507805
S100A10,methy->rna,-2.0,0.27044156193733215,0.020183872459429084
S100A10,methy->rna,-1.5,0.23351801931858063,0.020343270970781202
S100A10,methy->rna,-1.0,0.17160743474960327,0.020562418861231346
S100A10,methy->rna,-0.5,0.06240455061197281,0.02083808195808541
S100A10,methy->rna,0.0,-0.04835451766848564,0.0225775917666712
S100A10,methy->rna,0.5,-0.10575059056282043,0.021854799936134373
S100A10,methy->rna,1.0,-0.21852923929691315,0.022728832927353494
S100A10,methy->rna,1.5,-0.3019006550312042,0.023190083924552272
S100A10,methy->rna,2.0,-0.3593670129776001,0.02341077044432993
SKAP1,methy->rna,-2.0,0.544609785079956,0.02443825664830986
SKAP1,methy->rna,-1.5,0.4996865391731262,0.024567087433107083
SKAP1,methy->rna,-1.0,0.41636812686920166,0.024566113258447875
SKAP1,methy->rna,-0.5,0.24140579998493195,0.023644587618071176
SKAP1,methy->rna,0.0,0.06274807453155518,0.020276996582891976
SKAP1,methy->rna,0.5,-0.021409014239907265,0.020266119388878324
SKAP1,methy->rna,1.0,-0.19236452877521515,0.02004752287692657
SKAP1,methy->rna,1.5,-0.3220202922821045,0.01979972073945349
SKAP1,methy->rna,2.0,-0.4048217833042145,0.01965129095530448
VEZF1,methy->rna,-2.0,0.19716256856918335,0.0303416265007664
VEZF1,methy->rna,-1.5,0.17686712741851807,0.030325037199858382
VEZF1,methy->rna,-1.0,0.1425679326057434,0.03025000395748291
VEZF1,methy->rna,-0.5,0.07394599169492722,0.029924583854713062
VEZF1,methy->rna,0.0,-0.002523174975067377,0.028448744115800995
VEZF1,methy->rna,0.5,-0.04889397323131561,0.029736324056980904
VEZF1,methy->rna,1.0,-0.12416544556617737,0.029791004240872408
VEZF1,methy->rna,1.5,-0.1786734014749527,0.029576912469458868
VEZF1,methy->rna,2.0,-0.21592523157596588,0.02938604179646557
TMEM97,methy->rna,-2.0,0.22458979487419128,0.027578185027057882
TMEM97,methy->rna,-1.5,0.19093024730682373,0.027818603487248204
TMEM97,methy->rna,-1.0,0.13609030842781067,0.028034610917555356
TMEM97,methy->rna,-0.5,0.04614509642124176,0.027708460728631513
TMEM97,methy->rna,0.0,0.010699949227273464,0.027849142882101597
TMEM97,methy->rna,0.5,-0.0056760720908641815,0.026717696768516548
TMEM97,methy->rna,1.0,-0.003639610018581152,0.026844882135265227
TMEM97,methy->rna,1.5,-0.011295421048998833,0.02697965603929211
TMEM97,methy->rna,2.0,-0.023710964247584343,0.02702987724924013
SELENBP1,methy->rna,-2.0,0.3346214294433594,0.02166433244504701
SELENBP1,methy->rna,-1.5,0.304210901260376,0.021779799384183705
SELENBP1,methy->rna,-1.0,0.2524254024028778,0.02197005765655231
SELENBP1,methy->rna,-0.5,0.15738053619861603,0.02232517374121557
SELENBP1,methy->rna,0.0,0.028304070234298706,0.02122207676402194
SELENBP1,methy->rna,0.5,-0.03564741089940071,0.02312340417539546
SELENBP1,methy->rna,1.0,-0.15865036845207214,0.024306100157629077
SELENBP1,methy->rna,1.5,-0.25052058696746826,0.02503311123232748
SELENBP1,methy->rna,2.0,-0.3146519362926483,0.025505982585863826
SFRP4,methy->rna,-2.0,0.11554668843746185,0.03105522360448624
SFRP4,methy->rna,-1.5,0.09722641110420227,0.031195197465418868
SFRP4,methy->rna,-1.0,0.0665086954832077,0.031366386323317536
SFRP4,methy->rna,-0.5,0.010920354165136814,0.0314558774509037
SFRP4,methy->rna,0.0,-0.05610371753573418,0.03145736159618987
SFRP4,methy->rna,0.5,-0.06396187096834183,0.030998233297241804
SFRP4,methy->rna,1.0,-0.10591866075992584,0.03155515609167666
SFRP4,methy->rna,1.5,-0.14093706011772156,0.031925839356632346
SFRP4,methy->rna,2.0,-0.16785413026809692,0.03215704129638914
CHCHD2,methy->rna,-2.0,0.2278582751750946,0.024695793994290047
CHCHD2,methy->rna,-1.5,0.19889366626739502,0.02478371598148554
CHCHD2,methy->rna,-1.0,0.15067167580127716,0.02476844737373967
CHCHD2,methy->rna,-0.5,0.06993107497692108,0.024113274597232403
CHCHD2,methy->rna,0.0,0.019480042159557343,0.022665330687487783
CHCHD2,methy->rna,0.5,-0.033955272287130356,0.023151759849871837
CHCHD2,methy->rna,1.0,-0.09530601650476456,0.02362708080590695
CHCHD2,methy->rna,1.5,-0.15582633018493652,0.023577768389768525
CHCHD2,methy->rna,2.0,-0.20470653474330902,0.023322981398195313
LPL,methy->rna,-2.0,0.11864148825407028,0.029597978179203597
LPL,methy->rna,-1.5,0.09312289208173752,0.029723426594714268
LPL,methy->rna,-1.0,0.052670691162347794,0.029859924373809233
LPL,methy->rna,-0.5,-0.013822835870087147,0.029912388146898918
LPL,methy->rna,0.0,-0.09101127088069916,0.02904980988053168
LPL,methy->rna,0.5,-0.11217322200536728,0.029949838297556215
LPL,methy->rna,1.0,-0.14247317612171173,0.030720410452988914
LPL,methy->rna,1.5,-0.16129440069198608,0.031249862393778794
LPL,methy->rna,2.0,-0.17340749502182007,0.03158859621689114
CACNG4,methy->rna,-2.0,0.4685613512992859,0.02685849006943097
CACNG4,methy->rna,-1.5,0.4253690242767334,0.02703410085212501
CACNG4,methy->rna,-1.0,0.34717506170272827,0.027129611376598715
CACNG4,methy->rna,-0.5,0.18636228144168854,0.026435475972446477
CACNG4,methy->rna,0.0,0.015846893191337585,0.023251210660215443
CACNG4,methy->rna,0.5,-0.06668451428413391,0.023806978392973834
CACNG4,methy->rna,1.0,-0.26763272285461426,0.0233660107146861
CACNG4,methy->rna,1.5,-0.40569406747817993,0.022817410902406753
CACNG4,methy->rna,2.0,-0.48582723736763,0.022455597639381653
SLC7A2,methy->rna,-2.0,0.3894397020339966,0.027816234521130623
SLC7A2,methy->rna,-1.5,0.34814804792404175,0.027685004259152667
SLC7A2,methy->rna,-1.0,0.27411314845085144,0.02731581385692977
SLC7A2,methy->rna,-0.5,0.1223362609744072,0.026145784324627497
SLC7A2,methy->rna,0.0,-0.050390202552080154,0.022923303905798713
SLC7A2,methy->rna,0.5,-0.13110433518886566,0.023777502526607448
SLC7A2,methy->rna,1.0,-0.26902008056640625,0.023692108598930253
SLC7A2,methy->rna,1.5,-0.35200101137161255,0.02357753083934827
SLC7A2,methy->rna,2.0,-0.39948683977127075,0.023514911240952313
ADAMTS12,methy->rna,-2.0,0.08692265301942825,0.03441369836986798
ADAMTS12,methy->rna,-1.5,0.06580595672130585,0.03472227636577799
ADAMTS12,methy->rna,-1.0,0.03198445215821266,0.03514943342926617
ADAMTS12,methy->rna,-0.5,-0.022960539907217026,0.03565800272669024
ADAMTS12,methy->rna,0.0,-0.06307353079319,0.0366603761463345
ADAMTS12,methy->rna,0.5,-0.07024990767240524,0.035816167719346356
ADAMTS12,methy->rna,1.0,-0.09849899262189865,0.03599520227919837
ADAMTS12,methy->rna,1.5,-0.1208365336060524,0.03609591276057782
ADAMTS12,methy->rna,2.0,-0.13850641250610352,0.03616352527652242
MDFIC,methy->rna,-2.0,0.17722712457180023,0.026039841195917502
MDFIC,methy->rna,-1.5,0.1491284817457199,0.02625174924695403
MDFIC,methy->rna,-1.0,0.10446521639823914,0.026548763549929466
MDFIC,methy->rna,-0.5,0.029667796567082405,0.026970380676093933
MDFIC,methy->rna,0.0,-0.04654693603515625,0.02742128188479926
MDFIC,methy->rna,0.5,-0.057363756000995636,0.02800728608114118
MDFIC,methy->rna,1.0,-0.10564061254262924,0.028867222961184123
MDFIC,methy->rna,1.5,-0.1425764560699463,0.029388657030450016
MDFIC,methy->rna,2.0,-0.1697969138622284,0.029698727889092807
SLC2A10,methy->rna,-2.0,0.19604884088039398,0.024917642113829134
SLC2A10,methy->rna,-1.5,0.16751830279827118,0.024851906028268374
SLC2A10,methy->rna,-1.0,0.11784454435110092,0.024680636533988515
SLC2A10,methy->rna,-0.5,0.023184064775705338,0.024070062214362704
SLC2A10,methy->rna,0.0,-0.05728974565863609,0.02232465069441868
SLC2A10,methy->rna,0.5,-0.1721743792295456,0.02309739567342012
SLC2A10,methy->rna,1.0,-0.3217652440071106,0.02380598896278305
SLC2A10,methy->rna,1.5,-0.4108526110649109,0.02389306971638021
SLC2A10,methy->rna,2.0,-0.4619097411632538,0.02386722902525221
ZNF83,methy->rna,-2.0,0.28819945454597473,0.024394787100765022
ZNF83,methy->rna,-1.5,0.25512757897377014,0.02443411804052947
ZNF83,methy->rna,-1.0,0.2011496126651764,0.02434487753953348
ZNF83,methy->rna,-0.5,0.1134578287601471,0.023777918784683306
ZNF83,methy->rna,0.0,0.054229579865932465,0.022133599134408124
ZNF83,methy->rna,0.5,0.005322143901139498,0.022753383436382498
ZNF83,methy->rna,1.0,-0.04133887588977814,0.022746291793561337
ZNF83,methy->rna,1.5,-0.07390188425779343,0.022776680812460627
ZNF83,methy->rna,2.0,-0.09954822063446045,0.02280181756977448
RGS5,methy->rna,-2.0,0.1621873676776886,0.027183160471791944
RGS5,methy->rna,-1.5,0.13544844090938568,0.027073471020399226
RGS5,methy->rna,-1.0,0.0918058231472969,0.02685864916283169
RGS5,methy->rna,-0.5,0.016559740528464317,0.026446135230294758
RGS5,methy->rna,0.0,-0.07779989391565323,0.025401447324782125
RGS5,methy->rna,0.5,-0.08888722956180573,0.02563289553240579
RGS5,methy->rna,1.0,-0.12484268844127655,0.026114621632341146
RGS5,methy->rna,1.5,-0.150687113404274,0.026520806698635713
RGS5,methy->rna,2.0,-0.1698518693447113,0.026821538992592372
MAPK3,methy->rna,-2.0,0.2757450044155121,0.02683938578517458
MAPK3,methy->rna,-1.5,0.24378032982349396,0.02698051906650698
MAPK3,methy->rna,-1.0,0.18917059898376465,0.027087726224976124
MAPK3,methy->rna,-0.5,0.09002381563186646,0.0267562649317022
MAPK3,methy->rna,0.0,-0.008109916001558304,0.02556115094676576
MAPK3,methy->rna,0.5,-0.05231724679470062,0.026624335094633404
MAPK3,methy->rna,1.0,-0.1504824161529541,0.027558052084100938
MAPK3,methy->rna,1.5,-0.2282354235649109,0.027773680305480344
MAPK3,methy->rna,2.0,-0.28307729959487915,0.02770778730588052
CST7,methy->rna,-2.0,0.14709684252738953,0.0268332835725442
CST7,methy->rna,-1.5,0.1326744556427002,0.027054865809961533
CST7,methy->rna,-1.0,0.10979321599006653,0.027393059151383757
CST7,methy->rna,-0.5,0.0728611946105957,0.027744718768464235
CST7,methy->rna,0.0,0.037998415529727936,0.028211320098522865
CST7,methy->rna,0.5,0.009523392654955387,0.02817202620790653
CST7,methy->rna,1.0,-0.0419674851000309,0.028669949323652237
CST7,methy->rna,1.5,-0.08138024806976318,0.029027525907622528
CST7,methy->rna,2.0,-0.11046598106622696,0.029268587279500696
CLEC2B,methy->rna,-2.0,0.17179244756698608,0.027985533872475533
CLEC2B,methy->rna,-1.5,0.15147213637828827,0.02825517539308041
CLEC2B,methy->rna,-1.0,0.11691808700561523,0.028595371567862387
CLEC2B,methy->rna,-0.5,0.05379888042807579,0.028757132507247124
CLEC2B,methy->rna,0.0,-0.015835396945476532,0.02841724580181997
CLEC2B,methy->rna,0.5,-0.0468880720436573,0.02868088753979219
CLEC2B,methy->rna,1.0,-0.11056382954120636,0.028988072923605473
CLEC2B,methy->rna,1.5,-0.16079629957675934,0.029197034477686193
CLEC2B,methy->rna,2.0,-0.19792219996452332,0.029306222675898556
TUBB2A,methy->rna,-2.0,0.40741991996765137,0.015866189800997223
TUBB2A,methy->rna,-1.5,0.36596107482910156,0.016050063633401293
TUBB2A,methy->rna,-1.0,0.2913331091403961,0.016333038488603548
TUBB2A,methy->rna,-0.5,0.14803726971149445,0.016645144871030904
TUBB2A,methy->rna,0.0,0.032977305352687836,0.01775411849692375
TUBB2A,methy->rna,0.5,-0.05293690040707588,0.01710634901195413
TUBB2A,methy->rna,1.0,-0.20090731978416443,0.018187998891113628
TUBB2A,methy->rna,1.5,-0.32290446758270264,0.01875510475287543
TUBB2A,methy->rna,2.0,-0.4090549647808075,0.019075407714482375
SNHG9,methy->rna,-2.0,0.20349939167499542,0.024882319020145854
SNHG9,methy->rna,-1.5,0.18460878729820251,0.024919036905287503
SNHG9,methy->rna,-1.0,0.15460442006587982,0.024907948313193443
SNHG9,methy->rna,-0.5,0.11038121581077576,0.02464077818870387
SNHG9,methy->rna,0.0,0.10071981698274612,0.02476528947870345
SNHG9,methy->rna,0.5,0.04701145365834236,0.024857881837922837
SNHG9,methy->rna,1.0,0.01949004828929901,0.025540277020846557
SNHG9,methy->rna,1.5,-0.011404518969357014,0.025907118071206756
SNHG9,methy->rna,2.0,-0.03859943896532059,0.026072091389669056
MFAP5,methy->rna,-2.0,0.07902613282203674,0.031021914240970984
MFAP5,methy->rna,-1.5,0.05404570326209068,0.03125607357449186
MFAP5,methy->rna,-1.0,0.013904675841331482,0.03152545139233664
MFAP5,methy->rna,-0.5,-0.05110672861337662,0.03155621744080202
MFAP5,methy->rna,0.0,-0.10811543464660645,0.03133776912544271
MFAP5,methy->rna,0.5,-0.13868746161460876,0.03094552761500856
MFAP5,methy->rna,1.0,-0.20249313116073608,0.031124891258470285
MFAP5,methy->rna,1.5,-0.2488415539264679,0.03110849592074945
MFAP5,methy->rna,2.0,-0.28049415349960327,0.031029058188471834
C17orf58,methy->rna,-2.0,0.2555270195007324,0.024235765618978996
C17orf58,methy->rna,-1.5,0.23299281299114227,0.02420186346909393
C17orf58,methy->rna,-1.0,0.19241592288017273,0.02410835141925668
C17orf58,methy->rna,-0.5,0.1069481372833252,0.023774667177095976
C17orf58,methy->rna,0.0,0.007593282498419285,0.022653015114782685
C17orf58,methy->rna,0.5,-0.06824398040771484,0.023476957657753008
C17orf58,methy->rna,1.0,-0.18234926462173462,0.023678376441150246
C17orf58,methy->rna,1.5,-0.25795838236808777,0.023642671959177568
C17orf58,methy->rna,2.0,-0.3050977885723114,0.023613791058542645
ALDH3B2,methy->rna,-2.0,0.3751600980758667,0.015891922613723367
ALDH3B2,methy->rna,-1.5,0.3316112756729126,0.015847495236731724
ALDH3B2,methy->rna,-1.0,0.25561630725860596,0.015777974689659306
ALDH3B2,methy->rna,-0.5,0.110728420317173,0.01565574083258785
ALDH3B2,methy->rna,0.0,-0.026406852528452873,0.014834521402003835
ALDH3B2,methy->rna,0.5,-0.164005845785141,0.016510386222535596
ALDH3B2,methy->rna,1.0,-0.36390212178230286,0.018766635755385192
ALDH3B2,methy->rna,1.5,-0.4774644076824188,0.01982486621421396
ALDH3B2,methy->rna,2.0,-0.5399258732795715,0.02029612484012656
GOLPH3L,methy->rna,-2.0,0.23043213784694672,0.027283578918709795
GOLPH3L,methy->rna,-1.5,0.20022794604301453,0.02735266904185561
GOLPH3L,methy->rna,-1.0,0.15307918190956116,0.02735177768293924
GOLPH3L,methy->rna,-0.5,0.08217664062976837,0.026963321723697576
GOLPH3L,methy->rna,0.0,0.03392588347196579,0.02621576580668968
GOLPH3L,methy->rna,0.5,-0.016242505982518196,0.026471877850148342
GOLPH3L,methy->rna,1.0,-0.06194103881716728,0.027020619320935184
GOLPH3L,methy->rna,1.5,-0.09651971608400345,0.02725358654363148
GOLPH3L,methy->rna,2.0,-0.12498806416988373,0.027356452413686443
KRT23,methy->rna,-2.0,0.35360243916511536,0.023766522902596073
KRT23,methy->rna,-1.5,0.31126153469085693,0.024434109323082855
KRT23,methy->rna,-1.0,0.24156007170677185,0.02548721174394045
KRT23,methy->rna,-0.5,0.11680985242128372,0.02700445063682633
KRT23,methy->rna,0.0,-0.023349933326244354,0.026641307963192473
KRT23,methy->rna,0.5,-0.08240556716918945,0.027476432810807964
KRT23,methy->rna,1.0,-0.20100310444831848,0.02771947086370604
KRT23,methy->rna,1.5,-0.27147987484931946,0.0271504438946465
KRT23,methy->rna,2.0,-0.3136047422885895,0.026587002629505405
BNIP3L,methy->rna,-2.0,0.27923786640167236,0.02615009510197853
BNIP3L,methy->rna,-1.5,0.24221916496753693,0.02628745808765002
BNIP3L,methy->rna,-1.0,0.18019232153892517,0.026443208347593828
BNIP3L,methy->rna,-0.5,0.06631087511777878,0.026486523160461253
BNIP3L,methy->rna,0.0,-0.05446393042802811,0.02498584523678189
BNIP3L,methy->rna,0.5,-0.11045657843351364,0.026190073312154127
BNIP3L,methy->rna,1.0,-0.2044576108455658,0.02691047002423353
BNIP3L,methy->rna,1.5,-0.2658199965953827,0.027215234137249546
BNIP3L,methy->rna,2.0,-0.30464717745780945,0.027358028092162073
CCND2,methy->rna,-2.0,0.20822054147720337,0.025390330400986566
CCND2,methy->rna,-1.5,0.1801779568195343,0.02567317013576629
CCND2,methy->rna,-1.0,0.13285623490810394,0.026048037775097094
CCND2,methy->rna,-0.5,0.04636384919285774,0.02631657871806685
CCND2,methy->rna,0.0,-0.04632601886987686,0.025977437354325263
CCND2,methy->rna,0.5,-0.057718757539987564,0.02609485918086533
CCND2,methy->rna,1.0,-0.12108343839645386,0.026603108112126298
CCND2,methy->rna,1.5,-0.16899237036705017,0.026965084827275426
CCND2,methy->rna,2.0,-0.20335674285888672,0.027188033524449633
COX7A1,methy->rna,-2.0,0.48316580057144165,0.02298816170861303
COX7A1,methy->rna,-1.5,0.44480782747268677,0.023395225057654043
COX7A1,methy->rna,-1.0,0.3711076080799103,0.024028122578698772
COX7A1,methy->rna,-0.5,0.20627020299434662,0.02487525135030288
COX7A1,methy->rna,0.0,0.018776478245854378,0.024412298271652557
COX7A1,methy->rna,0.5,-0.028913702815771103,0.02488269387035029
COX7A1,methy->rna,1.0,-0.12209978699684143,0.02526825345795418
COX7A1,methy->rna,1.5,-0.18847337365150452,0.025511520343825894
COX7A1,methy->rna,2.0,-0.23630911111831665,0.025657454758881412
SELL,methy->rna,-2.0,0.07777032256126404,0.026409829244505655
SELL,methy->rna,-1.5,0.06500045210123062,0.026441987905067754
SELL,methy->rna,-1.0,0.044730350375175476,0.026482783375863492
SELL,methy->rna,-0.5,0.010380621068179607,0.026519152563140552
SELL,methy->rna,0.0,-0.03491612523794174,0.026679723571062363
SELL,methy->rna,0.5,-0.07344837486743927,0.02707941196026723
SELL,methy->rna,1.0,-0.10302882641553879,0.028160386237314084
SELL,methy->rna,1.5,-0.12135685980319977,0.028866322884821143
SELL,methy->rna,2.0,-0.13375860452651978,0.029309805546457252
SHC1,methy->rna,-2.0,0.3101130723953247,0.02431900851670398
SHC1,methy->rna,-1.5,0.2667505145072937,0.024595281834821087
SHC1,methy->rna,-1.0,0.19181783497333527,0.025006002152717022
SHC1,methy->rna,-0.5,0.054428841918706894,0.02549422710910373
SHC1,methy->rna,0.0,-0.05926994979381561,0.024724409012803216
SHC1,methy->rna,0.5,-0.12012489885091782,0.025564047318403536
SHC1,methy->rna,1.0,-0.2628934383392334,0.026914650039885343
SHC1,methy->rna,1.5,-0.3647802770137787,0.02758930195085344
SHC1,methy->rna,2.0,-0.43026667833328247,0.027908717912267327
DSP,methy->rna,-2.0,0.292066365480423,0.019719236913582096
DSP,methy->rna,-1.5,0.2599596679210663,0.019636765509882526
DSP,methy->rna,-1.0,0.20840314030647278,0.019381525211085344
DSP,methy->rna,-0.5,0.12668901681900024,0.018568581906381276
DSP,methy->rna,0.0,0.08453121036291122,0.018391347499255223
DSP,methy->rna,0.5,0.036796897649765015,0.018255674608546185
DSP,methy->rna,1.0,-0.03414991870522499,0.018601629746498087
DSP,methy->rna,1.5,-0.09420935809612274,0.018894971825087026
DSP,methy->rna,2.0,-0.14059723913669586,0.019091362821149163
PTPRC,methy->rna,-2.0,0.05230013653635979,0.0351439196442823
PTPRC,methy->rna,-1.5,0.039349112659692764,0.0351991599241188
PTPRC,methy->rna,-1.0,0.018760718405246735,0.03522420296888155
PTPRC,methy->rna,-0.5,-0.015005271881818771,0.03499068436768686
PTPRC,methy->rna,0.0,-0.041587937623262405,0.03498109953513386
PTPRC,methy->rna,0.5,-0.056184686720371246,0.03471158659686655
PTPRC,methy->rna,1.0,-0.07461986690759659,0.0348106821712606
PTPRC,methy->rna,1.5,-0.08760656416416168,0.03489890926908761
PTPRC,methy->rna,2.0,-0.09685181826353073,0.03494424652956968
TRAM1,methy->rna,-2.0,0.09108513593673706,0.03153215292942178
TRAM1,methy->rna,-1.5,0.07266614586114883,0.031308081860995915
TRAM1,methy->rna,-1.0,0.044500987976789474,0.030872575663012377
TRAM1,methy->rna,-0.5,0.0017333056312054396,0.029924588213436368
TRAM1,methy->rna,0.0,-0.026661347597837448,0.030206425441855388
TRAM1,methy->rna,0.5,-0.04959503561258316,0.030059447112567746
TRAM1,methy->rna,1.0,-0.0857056975364685,0.030274504341193883
TRAM1,methy->rna,1.5,-0.11631263792514801,0.030292584325473035
TRAM1,methy->rna,2.0,-0.13981567323207855,0.03025447600759632
SEMA3C,methy->rna,-2.0,0.1720205694437027,0.025734861326097768
SEMA3C,methy->rna,-1.5,0.14507174491882324,0.025711383063002385
SEMA3C,methy->rna,-1.0,0.10041538625955582,0.02566589760592787
SEMA3C,methy->rna,-0.5,0.018351079896092415,0.025603003407963544
SEMA3C,methy->rna,0.0,-0.07389812171459198,0.024476565467458716
SEMA3C,methy->rna,0.5,-0.14512594044208527,0.025930350066435272
SEMA3C,methy->rna,1.0,-0.2590731978416443,0.02683797791754628
SEMA3C,methy->rna,1.5,-0.3306763768196106,0.02723556540211698
SEMA3C,methy->rna,2.0,-0.37479233741760254,0.027430568144805705
STAC2,methy->rna,-2.0,0.3555574417114258,0.02670376846818771
STAC2,methy->rna,-1.5,0.31471237540245056,0.02686128401107102
STAC2,methy->rna,-1.0,0.2448059320449829,0.027007161762723542
STAC2,methy->rna,-0.5,0.11919641494750977,0.026922624324176254
STAC2,methy->rna,0.0,0.014255862683057785,0.026895855224983774
STAC2,methy->rna,0.5,-0.015362981706857681,0.026699034894675858
STAC2,methy->rna,1.0,-0.07344537228345871,0.02724200977452699
STAC2,methy->rna,1.5,-0.11128145456314087,0.02771113480538061
STAC2,methy->rna,2.0,-0.13807213306427002,0.028004187028869608
RARRES2,methy->rna,-2.0,0.22849367558956146,0.02741024777674654
RARRES2,methy->rna,-1.5,0.20150811970233917,0.02780012903850973
RARRES2,methy->rna,-1.0,0.15369626879692078,0.02835711939315585
RARRES2,methy->rna,-0.5,0.06217009946703911,0.028903962639942313
RARRES2,methy->rna,0.0,-0.0254728551954031,0.028948922870858283
RARRES2,methy->rna,0.5,-0.044028643518686295,0.028696794700502598
RARRES2,methy->rna,1.0,-0.08453501015901566,0.028725191782850396
RARRES2,methy->rna,1.5,-0.11429551243782043,0.028739614798274627
RARRES2,methy->rna,2.0,-0.13740213215351105,0.028745784571116272
CPA3,methy->rna,-2.0,0.20933081209659576,0.027264771027638305
CPA3,methy->rna,-1.5,0.1906587928533554,0.0273292343659933
CPA3,methy->rna,-1.0,0.159352108836174,0.02734231053591554
CPA3,methy->rna,-0.5,0.10372316837310791,0.02701019325478385
CPA3,methy->rna,0.0,0.04316668584942818,0.02614212299704927
CPA3,methy->rna,0.5,0.026810411363840103,0.026416365150105123
CPA3,methy->rna,1.0,-0.02366005629301071,0.026670417696801032
CPA3,methy->rna,1.5,-0.06345552206039429,0.02686220588105054
CPA3,methy->rna,2.0,-0.09292275458574295,0.027005832352114782
GIT1,methy->rna,-2.0,0.36263659596443176,0.023744777232015388
GIT1,methy->rna,-1.5,0.32430198788642883,0.02393456476226679
GIT1,methy->rna,-1.0,0.25771746039390564,0.02413094486152066
GIT1,methy->rna,-0.5,0.1416385918855667,0.02398990529273937
GIT1,methy->rna,0.0,0.09919194877147675,0.02538856293868541
GIT1,methy->rna,0.5,0.04778515174984932,0.024239832307824814
GIT1,methy->rna,1.0,0.014029630459845066,0.024379679765781526
GIT1,methy->rna,1.5,-0.027644891291856766,0.024515473611062343
GIT1,methy->rna,2.0,-0.06680914759635925,0.024550114564548014
NPEPPS,methy->rna,-2.0,0.14887936413288116,0.032556607641341405
NPEPPS,methy->rna,-1.5,0.1265546679496765,0.032582840617567076
NPEPPS,methy->rna,-1.0,0.09234527498483658,0.032524830369068704
NPEPPS,methy->rna,-0.5,0.04092560335993767,0.032124673417108285
NPEPPS,methy->rna,0.0,0.02324921265244484,0.031315360928919296
NPEPPS,methy->rna,0.5,0.0007308715139515698,0.0319148771675142
NPEPPS,methy->rna,1.0,-0.026891203597187996,0.03217613032511396
NPEPPS,methy->rna,1.5,-0.0524304136633873,0.03220610308593739
NPEPPS,methy->rna,2.0,-0.07490789145231247,0.0321748009145052
RSAD1,methy->rna,-2.0,0.2241927534341812,0.025760041670644697
RSAD1,methy->rna,-1.5,0.19625577330589294,0.02574900320386867
RSAD1,methy->rna,-1.0,0.14749936759471893,0.02559909581251845
RSAD1,methy->rna,-0.5,0.048827264457941055,0.024605361382469482
RSAD1,methy->rna,0.0,-0.06196171045303345,0.022240143766934544
RSAD1,methy->rna,0.5,-0.1279968023300171,0.022285463592523376
RSAD1,methy->rna,1.0,-0.2387496829032898,0.02149240260418608
RSAD1,methy->rna,1.5,-0.30702516436576843,0.020836059510470774
RSAD1,methy->rna,2.0,-0.347541481256485,0.020426459384464843
ELOVL2,methy->rna,-2.0,0.38832443952560425,0.028366623589327667
ELOVL2,methy->rna,-1.5,0.35275277495384216,0.028399083001797977
ELOVL2,methy->rna,-1.0,0.2919926047325134,0.028248404116422342
ELOVL2,methy->rna,-0.5,0.18446730077266693,0.027374305744353608
ELOVL2,methy->rna,0.0,0.09742753952741623,0.024972692789201768
ELOVL2,methy->rna,0.5,0.035048142075538635,0.02602867632616556
ELOVL2,methy->rna,1.0,-0.056073326617479324,0.025716907744794532
ELOVL2,methy->rna,1.5,-0.1226789578795433,0.025416517610617508
ELOVL2,methy->rna,2.0,-0.17206814885139465,0.025181689213068945
SEC62,methy->rna,-2.0,0.1471187174320221,0.028654316762510196
SEC62,methy->rna,-1.5,0.12070891261100769,0.02850150210271393
SEC62,methy->rna,-1.0,0.07837130129337311,0.028238137143671727
SEC62,methy->rna,-0.5,0.004734620917588472,0.02785668129406177
