gene,arrow,slope,slope_lo,slope_hi,frac_patients_neg,rho,rho_lo,rho_hi,Delta,n,rho_obs,rho_minus_obs,curated_flag
EPHX2,methy->rna|CNVdiploid,-0.1965030712408384,-0.20072028550919502,-0.19244315463438244,1.0,-0.38686729831450406,-0.40381482321995976,-0.3706826984185187,-0.603312611579895,748,-0.2731610706335333,-0.11370622768097077,0
RAB34,methy->rna|CNVdiploid,-0.3467538592230475,-0.3554193288889721,-0.3382221013437651,1.0,-0.6702561810715796,-0.692354366299027,-0.6502196034263857,-1.0746527910232544,748,-0.5723898714884097,-0.09786630958316989,0
C6orf62,methy->rna|CNVdiploid,-0.08833927982930863,-0.09168382044654147,-0.08482884545141703,0.9919786096256684,-0.20013213955190495,-0.21551484442966512,-0.187085452059238,-0.26982301473617554,748,-0.02834752780889684,-0.1717846117430081,0
CHI3L1,methy->rna|CNVdiploid,-0.1283801962153151,-0.13260834766105178,-0.1245945601883827,1.0,-0.24750916235736967,-0.2605398822005892,-0.23690276172857883,-0.39253777265548706,748,-0.5323609825951242,0.28485182023775457,0
LGALS3BP,methy->rna|CNVdiploid,-0.257841065524722,-0.26557755527239285,-0.2509522840748384,1.0,-0.6764494227354384,-0.7002628646068796,-0.6544570279374161,-0.7926217913627625,748,-0.6102430326318733,-0.0662063901035651,0
PYCARD,methy->rna|CNVdiploid,-0.16677416925892935,-0.1707945887451334,-0.16218728011660463,1.0,-0.35241443857628846,-0.37331735704960595,-0.33212959911807266,-0.5112597346305847,748,-0.5041271875160481,0.15171274893975967,1
GRHL2,methy->rna|CNVdiploid,-0.10238882063683818,-0.10564752931620179,-0.0987139543639187,0.983957219251337,-0.21939315250873262,-0.2332268082122851,-0.20575024631581773,-0.3129883408546448,748,-0.4815791585696935,0.2621860060609609,0
ATP6V1B2,methy->rna|CNVdiploid,-0.08747380983010566,-0.09072804044182482,-0.08425634335609772,0.9919786096256684,-0.16852370553755297,-0.18166348843003718,-0.15847088499187015,-0.2670506536960602,748,0.004468127068494214,-0.1729918326060472,0
LXN,methy->rna|CNVdiploid,-0.25296990339455,-0.2601214167002973,-0.24616420753133555,1.0,-0.5682904921148922,-0.5872019557487984,-0.5482746055888121,-0.7779266834259033,748,-0.400401918964349,-0.16788857315054323,0
ZHX1,methy->rna|CNVdiploid,-0.07043099717939282,-0.07303956664103016,-0.06739586257243176,0.9665775401069518,-0.12262188646688811,-0.13188771472336577,-0.11598546875137901,-0.21489454805850983,748,-0.05362234154699231,-0.0689995449198958,0
CLSTN2,methy->rna|CNVdiploid,-0.10310446419342258,-0.10710217584859796,-0.09900985947781683,0.9946524064171123,-0.20428025916329645,-0.22298048337570084,-0.18932448121922135,-0.31465744972229004,748,-0.3005835268564028,0.09630326769310638,0
QSOX1,methy->rna|CNVdiploid,-0.10756364684340704,-0.11128752719549245,-0.10383684313831162,0.9879679144385026,-0.2660009787447603,-0.2842860703500908,-0.25029448008415656,-0.32923030853271484,748,-0.17445150256108216,-0.09154947618367815,0
LAMB3,methy->rna|CNVdiploid,-0.10473841362651072,-0.10855165960418878,-0.10068397802276992,0.9705882352941176,-0.16879859199034705,-0.18039835095143106,-0.15995828928295178,-0.3207031190395355,748,-0.4392559237561108,0.2704573317657637,0
PTN,methy->rna|CNVdiploid,-0.11425767719522352,-0.1178855446222126,-0.1108033707230717,0.9973262032085561,-0.18714339571095875,-0.19766201687399093,-0.17849535479461393,-0.3500310778617859,748,0.15011366048583977,-0.3372570561967985,0
S100A9,methy->rna|CNVdiploid,-0.11285959416701594,-0.11690057573819479,-0.10859504515097027,0.9959893048128342,-0.2679093606620227,-0.28389008875240707,-0.25488925945407276,-0.3444017767906189,748,-0.3521564177359431,0.08424705707392038,0
THRSP,methy->rna|CNVdiploid,-0.2374194864736481,-0.24349722494800477,-0.2321647000099232,0.9973262032085561,-0.4115481082172017,-0.4327699072267363,-0.3950041190642928,-0.7325189113616943,748,-0.4638372834096282,0.052289175192426485,0
SSR3,methy->rna|CNVdiploid,-0.09665264293297034,-0.09970912104405749,-0.09338023770827888,0.9933155080213903,-0.1991894644868859,-0.21374127498686865,-0.1878049518190613,-0.29468679428100586,748,-0.15605843119305435,-0.043131033293831555,0
ID4,methy->rna|CNVdiploid,-0.1549748114176566,-0.16041419742534824,-0.14999936166364986,0.9986631016042781,-0.26577945321549734,-0.2806989915517795,-0.2531789196719474,-0.4762665629386902,748,-0.44762071640337864,0.1818412631878813,1
PDK4,methy->rna|CNVdiploid,-0.0796033171302707,-0.08330377061892098,-0.07589151542758694,0.9344919786096256,-0.13652766844908493,-0.14840313162700985,-0.1263794355370792,-0.24369831383228302,748,-0.15672213138052307,0.020194462931438145,0
FPR3,methy->rna|CNVdiploid,-0.047518531485326226,-0.05047416585440492,-0.04446426111499242,0.9010695187165776,-0.06479398298457012,-0.07082309208276134,-0.060747220872063044,-0.14459200203418732,748,0.03920261126325626,-0.10399659424782638,0
TIMP2,methy->rna|CNVdiploid,-0.06329188061116094,-0.06583454948986417,-0.06071551024038805,0.9919786096256684,-0.08565070210264177,-0.09277930016645086,-0.08088790630872406,-0.19366727769374847,748,-0.16200303093670956,0.0763523288340678,0
KCNK1,methy->rna|CNVdiploid,-0.2640803062399341,-0.2696853378181468,-0.25812676594075507,1.0,-0.7551490840942122,-0.7746159715231967,-0.7365309309464169,-0.8114455938339233,748,-0.5283507676852358,-0.2267983164089764,0
LMOD1,methy->rna|CNVdiploid,-0.08163271930824913,-0.08475539474590989,-0.07823201177918261,0.9625668449197861,-0.12596359748950844,-0.13396478546754123,-0.1197142775359251,-0.25026142597198486,748,0.0316706592761886,-0.15763425676569703,0
KDM2A,methy->rna|CNVdiploid,-0.1016690749695787,-0.10478486728746465,-0.09816172883710254,0.9933155080213903,-0.2174520731484525,-0.23331301039903857,-0.20370867530320516,-0.3102634847164154,748,-0.236017200177304,0.01856512702885149,0
KRT10,methy->rna|CNVdiploid,-0.14477231213175518,-0.14959762549641523,-0.1400274197723222,0.9959893048128342,-0.3859387886905382,-0.4089255183310469,-0.3632118506659544,-0.4458129107952118,748,-0.24549456363034916,-0.14044422506018905,0
PPP1R1B,methy->rna|CNVdiploid,-0.36706071862388145,-0.37686315717091246,-0.35828014465978675,1.0,-0.7052624549876514,-0.7234725664063086,-0.6894388285342866,-1.1362309455871582,748,-0.6173013308669733,-0.08796112412067814,0
RPL37,methy->rna|CNVdiploid,-0.12201576785349624,-0.1247599468780092,-0.11917963984318004,0.9973262032085561,-0.28517026420236813,-0.3035161614813713,-0.2693384349519672,-0.37251678109169006,748,-0.12106193062232723,-0.1641083335800409,0
NES,methy->rna|CNVdiploid,-0.09953525627256868,-0.10309287973489414,-0.09575840858689887,0.9745989304812834,-0.2176012468962976,-0.23113499468610307,-0.2058511396848506,-0.30421480536460876,748,-0.2773678121380089,0.059766565241711284,0
MRC2,methy->rna|CNVdiploid,-0.10946511466860434,-0.11281008681003918,-0.10620671211481124,0.9933155080213903,-0.1519817016368822,-0.16290512859115908,-0.14444469178479538,-0.33477333188056946,748,-0.04855445571581142,-0.10342724592107079,0
POLD2,methy->rna|CNVdiploid,-0.10840717874522986,-0.11207975447611798,-0.1043222789359335,0.9933155080213903,-0.22962084983960443,-0.24729760207422205,-0.21527300031213173,-0.3302597999572754,748,-0.09573597790346036,-0.13388487193614407,0
NECAB3,methy->rna|CNVdiploid,-0.06893645042550224,-0.0712700672758807,-0.06663527822562841,0.9893048128342246,-0.11976822434671995,-0.1291350223297213,-0.11334006537087972,-0.20855188369750977,748,-0.08299214292180107,-0.03677608142491888,0
KRT15,methy->rna|CNVdiploid,-0.13822105615071906,-0.1432308745653279,-0.13366829391703264,0.9879679144385026,-0.21894463953441273,-0.2339243613206426,-0.20764148065673974,-0.42359447479248047,748,-0.3268421637113557,0.10789752417694298,0
CAPN8,methy->rna|CNVdiploid,-0.13836054266791512,-0.14315614457761494,-0.13388979870538806,0.9933155080213903,-0.267917679340956,-0.28833433951077614,-0.2516685750683904,-0.4256666600704193,748,-0.6599365578079732,0.3920188784670172,0
EFNA4,methy->rna|CNVdiploid,-0.08892354475414803,-0.09161333393211536,-0.08630500832413415,0.9986631016042781,-0.22155051751914026,-0.23644332994518436,-0.20860936387157422,-0.27061519026756287,748,-0.14084066645052754,-0.08070985106861273,0
METRN,methy->rna|CNVdiploid,-0.13548697397285497,-0.13874466212963665,-0.13247603591052262,1.0,-0.2501468200593169,-0.26927748702451587,-0.2347580229095385,-0.41456687450408936,748,-0.3434377937845353,0.09329097372521844,0
MNDA,methy->rna|CNVdiploid,-0.06552683499885753,-0.06791635123164408,-0.0631729538130473,0.982620320855615,-0.09660051109370903,-0.10415548612540655,-0.09099214945532215,-0.19966626167297363,748,0.15657307450727118,-0.2531735856009802,0
TM4SF1,methy->rna|CNVdiploid,-0.21097022601546064,-0.21727639455867456,-0.20470772873090537,1.0,-0.4634336921854743,-0.4838084135706371,-0.4450205701066644,-0.6474182605743408,748,-0.48182629348634765,0.018392601300873335,0
SYCP2,methy->rna|CNVdiploid,-0.2779531828817993,-0.2852938386426797,-0.2715523167915639,1.0,-0.6265173369405659,-0.6505632880310064,-0.6056487737390196,-0.8581774234771729,748,-0.733986105664285,0.10746876872371913,0
COL10A1,methy->rna|CNVdiploid,-0.0696451594760067,-0.072403269651221,-0.06688447728083857,0.9852941176470589,-0.08806840327780406,-0.09664110217433053,-0.08240120667990185,-0.21186265349388123,748,0.0739869182648987,-0.16205532154270275,0
BNIPL,methy->rna|CNVdiploid,-0.21356659956532076,-0.2188470372602401,-0.20842711241838005,1.0,-0.40714808953448384,-0.42688934099886655,-0.3901240329556035,-0.6581081748008728,748,-0.6340741904238331,0.22692610088934922,0
AQP1,methy->rna|CNVdiploid,-0.10528412597401668,-0.1089897627444127,-0.10183812400579507,0.983957219251337,-0.16279774568492208,-0.1735264878031028,-0.15494853309034953,-0.32392120361328125,748,-0.28065872938933073,0.11786098370440865,0
CD9,methy->rna|CNVdiploid,-0.16176109754130968,-0.16657617856616633,-0.15734338662878558,0.9986631016042781,-0.38267397364001304,-0.40454146461195256,-0.3648408540588223,-0.4966173768043518,748,0.010316298572125618,-0.39299027221213867,0
PTMS,methy->rna|CNVdiploid,-0.14328800829599733,-0.14694027594637743,-0.13978816168172034,0.9986631016042781,-0.3192841007692558,-0.3407291263020487,-0.3014003278542937,-0.4382442831993103,748,-0.26616714389024076,-0.05311695687901502,0
SND1,methy->rna|CNVdiploid,-0.10187695380385363,-0.10549027160348981,-0.09787095519590792,0.9745989304812834,-0.26219428021570595,-0.2793349504033946,-0.24481477031272492,-0.3106169104576111,748,-0.18006939906302058,-0.08212488115268538,0
FZD6,methy->rna|CNVdiploid,-0.14797699810483006,-0.15241628858028705,-0.14332020851970423,0.9946524064171123,-0.3763713457887585,-0.3970738020967551,-0.35588226562593,-0.45305296778678894,748,-0.5948731275171726,0.21850178172841406,0
C1S,methy->rna|CNVdiploid,-0.11047856580256857,-0.11405282904509038,-0.10722346302408144,1.0,-0.16759091815330995,-0.17866166997940544,-0.15938365029854754,-0.33742231130599976,748,-0.3175055734385963,0.14991465528528636,0
S100A14,methy->rna|CNVdiploid,-0.19426081073532667,-0.2002968187170409,-0.18842830342049202,1.0,-0.42653141075254414,-0.4491265965154081,-0.4055205740996235,-0.5968611836433411,748,-0.529668935267139,0.10313752451459485,0
RBP1,methy->rna|CNVdiploid,-0.20244363960477982,-0.20735505360520218,-0.19787527467906493,1.0,-0.5718000865095201,-0.5943666937705533,-0.551670225232796,-0.6200297474861145,748,-0.5821231564556707,0.01032306994615062,0
RIN2,methy->rna|CNVdiploid,-0.20153495413313474,-0.20651741849167443,-0.19702687060415314,1.0,-0.3192781207999315,-0.3379550214421134,-0.30283859140457176,-0.6179661750793457,748,-0.3913344560065583,0.0720563352066268,0
YWHAZ,methy->rna|CNVdiploid,-0.012820716766530975,-0.014543187869031023,-0.010849614082237972,0.6711229946524064,-0.027535152911176922,-0.032251122979033146,-0.023582966440460974,-0.03745584189891815,748,-0.03510591777016464,0.007570764858987718,0
MAL2,methy->rna|CNVdiploid,-0.11143010153763873,-0.11685911450098657,-0.10605383946654223,0.9692513368983957,-0.3012945579243439,-0.3223777338528915,-0.28176736802018365,-0.3398350179195404,748,-0.27025701314500267,-0.03103754477934123,0
COL1A1,methy->rna|CNVdiploid,-0.05079735108213782,-0.05261140578561512,-0.04894493568998137,0.9866310160427807,-0.06536116294721221,-0.07099466505450784,-0.06209725786012916,-0.1556498110294342,748,0.05635129137384448,-0.12171245432105669,0
KRT14,methy->rna|CNVdiploid,-0.08328848406647575,-0.08591659787485237,-0.08059017046994685,0.9973262032085561,-0.11282698246718326,-0.1198995376016053,-0.10780915952667912,-0.2547600269317627,748,0.06715033601275026,-0.17997731847993353,0
ETV3,methy->rna|CNVdiploid,-0.04518567492746302,-0.048098046850114685,-0.042149031514457744,0.8729946524064172,-0.08227134979957966,-0.09038961728165802,-0.0760378738465395,-0.13741211593151093,748,-0.09067282316187779,0.008401473362298129,0
MIR635,methy->rna|CNVdiploid,-0.10548589814389157,-0.10857932489195023,-0.10234700750104905,1.0,-0.22362323034795464,-0.2407790877243386,-0.2102875233114894,-0.32259315252304077,748,-0.10194918957402323,-0.12167404077393142,0
TMEM204,methy->rna|CNVdiploid,-0.07124265956687417,-0.07357931629869773,-0.0687446437705316,0.9866310160427807,-0.10472381948640189,-0.11203611204836457,-0.10026575611633336,-0.21725782752037048,748,-0.24236384391771157,0.13764002443130968,0
MT2A,methy->rna|CNVdiploid,-0.2036243275452883,-0.20862461469794413,-0.19823677138078863,1.0,-0.4776062935682665,-0.4998283336614306,-0.4550315491042843,-0.6255373358726501,748,-0.06197999769868332,-0.41562629586958316,0
CRABP2,methy->rna|CNVdiploid,-0.16381678529002383,-0.1677939487201128,-0.15956416045911959,1.0,-0.3734858595409989,-0.3930200208796349,-0.35605533211804563,-0.5000154972076416,748,-0.4043448090355897,0.030858949494590837,0
SLC30A1,methy->rna|CNVdiploid,-0.09579670773167495,-0.0990592202417743,-0.09270159114586002,0.9759358288770054,-0.173540372197898,-0.18615714659441626,-0.1640871876870356,-0.2940928041934967,748,-0.25617192859885457,0.08263155640095657,0
FAM107B,methy->rna|CNVdiploid,-0.1330205977122414,-0.13761117861803007,-0.12828879896539128,0.9973262032085561,-0.27220370844457026,-0.29082820487519057,-0.2544095626692209,-0.4085273742675781,748,0.02396749919220229,-0.29617120763677257,0
COPZ2,methy->rna|CNVdiploid,-0.11488847676191459,-0.11728084856639087,-0.11241558706216573,0.9986631016042781,-0.16514541897515003,-0.17609915570830725,-0.15699198089513713,-0.35196805000305176,748,-0.061852315626069236,-0.10329310334908079,0
NRN1,methy->rna|CNVdiploid,-0.11242411470674842,-0.11599106376364088,-0.10878267421715632,0.9986631016042781,-0.19034053638218937,-0.20149949244430362,-0.18158580925080836,-0.34444963932037354,748,-0.2779076151245422,0.08756707874235284,0
CYB5R1,methy->rna|CNVdiploid,-0.04515718930034023,-0.04702986736813437,-0.04348212031041415,0.9772727272727273,-0.0835262713638118,-0.09122577776362216,-0.07892177464333504,-0.13724513351917267,748,0.3649015456304957,-0.4484278169943075,0
EFR3A,methy->rna|CNVdiploid,-0.02751573272300104,-0.03010455987631296,-0.024975674990558368,0.8021390374331551,-0.039630734109258124,-0.04522418483143207,-0.035492885242085756,-0.0834154486656189,748,0.1405691879273948,-0.18019992203665294,0
ISM1,methy->rna|CNVdiploid,-0.11816340739305052,-0.1220758367221856,-0.1145022420050693,0.9893048128342246,-0.18708624550225172,-0.1989931824152078,-0.17837760601889593,-0.36202898621559143,748,-0.10778448608051791,-0.07930175942173381,0
RARRES1,methy->rna|CNVdiploid,-0.13021999479449103,-0.13412669413618156,-0.12601154410586474,1.0,-0.2293631188118729,-0.24131351131362436,-0.21972543403937828,-0.3977985084056854,748,-0.32689007674601506,0.09752695793414215,1
GAPDH,methy->rna|CNVdiploid,-0.12253790669730051,-0.12754968918212722,-0.11771215491038237,0.9759358288770054,-0.29418161377501134,-0.3174768573976909,-0.2743976077433742,-0.37451493740081787,748,-0.36125375824137884,0.0670721444663675,0
ASAP1,methy->rna|CNVdiploid,-0.05425816549651438,-0.0572948211465494,-0.05094947868150678,0.9278074866310161,-0.09285865977621868,-0.10207381349948094,-0.08620910079073753,-0.16528993844985962,748,0.008585579977248906,-0.10144423975346759,0
RTP4,methy->rna|CNVdiploid,-0.2122544605134689,-0.2180722298586329,-0.2066557138184552,1.0,-0.5415919881277863,-0.5642527983480317,-0.5217331826111898,-0.6506943702697754,748,-0.5697220817470922,0.02813009361930585,0
TFAP2C,methy->rna|CNVdiploid,-0.12164239996351937,-0.12582826371012096,-0.1175975319197509,0.9866310160427807,-0.2913071697594299,-0.3117228681820905,-0.27438736576862965,-0.3712514042854309,748,-0.11062514696843104,-0.18068202279099885,0
ADAMTS2,methy->rna|CNVdiploid,-0.04295891823990806,-0.0454482251609173,-0.04052179348250808,0.9224598930481284,-0.05315594393001081,-0.05863967493136631,-0.04977757660854639,-0.1311252862215042,748,0.03910798947128984,-0.09226393340130065,0
TMEM147,methy->rna|CNVdiploid,-0.1206546074851896,-0.12410027617672785,-0.11734287542856461,0.9973262032085561,-0.26791143294133374,-0.28750656102879796,-0.2508696852285643,-0.3662574291229248,748,-0.1402870429477131,-0.12762438999362063,0
SSH3,methy->rna|CNVdiploid,-0.1283167674740753,-0.13183283006053156,-0.12437610714088851,0.9986631016042781,-0.24720585621610935,-0.2643121409513573,-0.23281165567777135,-0.3928587734699249,748,-0.33422260613819593,0.08701674992208658,0
PPP1R2,methy->rna|CNVdiploid,-0.06707428410402773,-0.06987982355838444,-0.06435223554227723,0.9558823529411765,-0.1309672828679356,-0.14218527314857385,-0.12268632164124778,-0.20420336723327637,748,0.11998265525194284,-0.2509499381198784,0
CFH,methy->rna|CNVdiploid,-0.07424561609908335,-0.07717105863851502,-0.07156976494319328,0.9772727272727273,-0.1074319195271586,-0.11514231104446912,-0.1024052720795907,-0.22789745032787323,748,-0.09109994871569559,-0.01633197081146301,0
CD93,methy->rna|CNVdiploid,-0.05126036940480345,-0.053394694836689245,-0.04894053186766729,0.963903743315508,-0.0737892576723881,-0.08003346085806441,-0.07007214042694014,-0.15644489228725433,748,-0.0865229694256632,0.012733711753275104,0
SNRPE,methy->rna|CNVdiploid,-0.12412916437005575,-0.12887637241010255,-0.11962574793187089,0.9879679144385026,-0.3460947885206557,-0.3668665759159754,-0.32563470738169414,-0.38066577911376953,748,-0.37848349768708495,0.03238870916642922,0
INHBA,methy->rna|CNVdiploid,-0.07029785905512706,-0.07331392075665225,-0.0670985154573222,0.9719251336898396,-0.09242246200223829,-0.10089895902761299,-0.0862945500489001,-0.21424520015716553,748,-0.13614857347576104,0.04372611147352275,0
DSTN,methy->rna|CNVdiploid,-0.23234086779756355,-0.2388518922626377,-0.2256637582119738,1.0,-0.4951339869112672,-0.5201821645723085,-0.4728285299593145,-0.714979887008667,748,-0.31396385109202296,-0.18117013581924424,0
CLDN3,methy->rna|CNVdiploid,-0.17229989428731401,-0.17767918438771857,-0.16702830636973343,0.9986631016042781,-0.3545593995813604,-0.37719482546164396,-0.3355164193011042,-0.5276417136192322,748,-0.4046257497379191,0.05006635015655869,0
LY96,methy->rna|CNVdiploid,-0.06796993855760497,-0.07028514714892385,-0.06537913874480954,0.9866310160427807,-0.10830505517291032,-0.11648163941100588,-0.10227498990754229,-0.20724713802337646,748,-0.1858769562437362,0.07757190107082589,0
ALDOC,methy->rna|CNVdiploid,-0.2824850700581496,-0.2893507950659239,-0.2747994331890591,1.0,-0.6202365567290498,-0.6405362096285597,-0.6003100737798309,-0.869767427444458,748,-0.6028537918325007,-0.017382764896549108,0
FKBP10,methy->rna|CNVdiploid,-0.2256213673837018,-0.23105301538569256,-0.22014191856801507,0.9986631016042781,-0.5118002973429101,-0.5353408163418675,-0.4916436530027772,-0.6949476003646851,748,-0.5307008289184382,0.018900531575528068,0
ATP6V1C1,methy->rna|CNVdiploid,-0.02865249835325773,-0.03067923706030488,-0.026684371899664414,0.8743315508021391,-0.05371126755552767,-0.05964710606114599,-0.0495921223354328,-0.08579137921333313,748,0.07409012473360022,-0.1278013922891279,0
CCDC3,methy->rna|CNVdiploid,-0.08719834234472532,-0.08950846365637,-0.08485322346922454,0.9919786096256684,-0.14888318615921722,-0.15770672103841973,-0.14180517174251575,-0.26646310091018677,748,0.002020160950810244,-0.15090334711002748,0
NME4,methy->rna|CNVdiploid,-0.08647982215674,-0.0888409707690058,-0.08394711715141548,0.9866310160427807,-0.14378806932222218,-0.15655706204930028,-0.13504058800485436,-0.2634449303150177,748,-0.26510778124600093,0.12131971192377874,0
ID1,methy->rna|CNVdiploid,-0.11024845657034307,-0.11331480086111541,-0.10699339089708162,1.0,-0.2075863863682164,-0.21846609965142327,-0.19824893685297848,-0.3369954824447632,748,-0.14710055747432302,-0.060485828893893395,0
HOXB7,methy->rna|CNVdiploid,-0.14021881576631642,-0.1441278794677177,-0.13675467862345553,1.0,-0.31360942956402044,-0.3316877927021945,-0.2995805123669988,-0.42828765511512756,748,-0.2232018413228809,-0.09040758824113954,0
TM4SF18,methy->rna|CNVdiploid,-0.1195925907406179,-0.12289406180447454,-0.11614435195022242,0.9959893048128342,-0.2375187990041401,-0.2521248024206615,-0.22504855101353174,-0.3665050268173218,748,-0.21967024376473746,-0.017848555239402653,0
CDC42SE1,methy->rna|CNVdiploid,-0.03523168181195364,-0.03785663333676221,-0.03251647269689651,0.8181818181818182,-0.07353990453126653,-0.08286538423436934,-0.06654513247254308,-0.10741943120956421,748,0.009172435800332763,-0.0827123403315993,0
SCNN1A,methy->rna|CNVdiploid,-0.2816868664228246,-0.2905792882235535,-0.2736092318491747,1.0,-0.5367710768498984,-0.5673983255149941,-0.5108100231891577,-0.8698593378067017,748,-0.7166561908873652,0.17988511403746676,0
CMTM3,methy->rna|CNVdiploid,-0.11218733109791933,-0.11532647562409239,-0.10934919327827637,0.9986631016042781,-0.15171662885692488,-0.16156541269951977,-0.14535671124965138,-0.34309184551239014,748,-0.18403247511654752,0.03231584625962264,0
S100A10,methy->rna|CNVdiploid,-0.15433186086694878,-0.15971729637197415,-0.14919126159076973,0.9986631016042781,-0.35479295907055597,-0.37597996279598234,-0.3365457604960953,-0.4729001820087433,748,-0.47733712026948744,0.12254416119893147,0
SKAP1,methy->rna|CNVdiploid,-0.2416315817763056,-0.2475229491968328,-0.23580495872230184,1.0,-0.503033327456265,-0.5281200198981023,-0.4777606974882954,-0.7423015832901001,748,-0.3979028312610934,-0.10513049619517156,0
VEZF1,methy->rna|CNVdiploid,-0.0852765986402461,-0.08818072466546717,-0.08224436848221738,0.9812834224598931,-0.14846836235800212,-0.16004429555120334,-0.14014380553057518,-0.26094552874565125,748,-0.3293968947479085,0.1809285323899064,0
TMEM97,methy->rna|CNVdiploid,-0.05348095167818381,-0.055843603107340524,-0.05094182179602957,0.9425133689839572,-0.12663169693957502,-0.13768381163886026,-0.1181476605089955,-0.16212616860866547,748,0.022015566317016202,-0.14864726325659122,0
SELENBP1,methy->rna|CNVdiploid,-0.16133980048067514,-0.16645531900189822,-0.15639056214794422,0.9986631016042781,-0.314961200088748,-0.33355829199099996,-0.2993677984320388,-0.49426811933517456,748,-0.26834304367968437,-0.04661815640906364,0
SFRP4,methy->rna|CNVdiploid,-0.06680497599690123,-0.06946517451028399,-0.06411424890075272,0.9799465240641712,-0.10949592882930334,-0.11938616391188746,-0.10206659742523778,-0.20402979850769043,748,0.0902120730282107,-0.19970800185751403,1
CHCHD2,methy->rna|CNVdiploid,-0.09376694153385891,-0.09723690337000113,-0.08982065154815802,0.9852941176470589,-0.2134189496541635,-0.22976972954505606,-0.19865902177469236,-0.28463274240493774,748,-0.054332779165038377,-0.15908617048912513,0
LPL,methy->rna|CNVdiploid,-0.07965376655846741,-0.08262056810540643,-0.07652194269304868,0.9532085561497327,-0.13491319345022715,-0.1462532064067794,-0.12571865635216684,-0.2438708394765854,748,0.034001796638469035,-0.16891499008869618,0
CACNG4,methy->rna|CNVdiploid,-0.2391061451339616,-0.24569764802112232,-0.23217353743144709,1.0,-0.5049271442844344,-0.5350046991895769,-0.4769587955664346,-0.736487865447998,748,-0.592885209687769,0.08795806540333462,0
SLC7A2,methy->rna|CNVdiploid,-0.22603715648787487,-0.2320312343998561,-0.21988371781689306,1.0,-0.4292875578250041,-0.45530698680280274,-0.4053709109502859,-0.6963165998458862,748,-0.6750271327988463,0.2457395749738422,0
ADAMTS12,methy->rna|CNVdiploid,-0.05541512723705016,-0.057676118793557,-0.05295024518954419,0.9705882352941176,-0.0735092941603764,-0.08000479668201797,-0.0692376566217827,-0.16959542036056519,748,0.06691349191200162,-0.14042278607237801,0
MDFIC,methy->rna|CNVdiploid,-0.08097867794030257,-0.08404076512989198,-0.07776369026118356,0.9532085561497327,-0.1286896374545977,-0.13920610346784998,-0.1211326952922464,-0.24783754348754883,748,-0.17111972589959304,0.04243008844499535,0
SLC2A10,methy->rna|CNVdiploid,-0.15701575020465952,-0.16142219430431762,-0.15234326594024017,0.9986631016042781,-0.35486744233103973,-0.3794183889168082,-0.3309786703467298,-0.4830108880996704,748,-0.5761618401954347,0.22129439786439498,0
ZNF83,methy->rna|CNVdiploid,-0.08406452925750445,-0.08658735926358699,-0.08142802970263416,0.9906417112299465,-0.1757296797529623,-0.18932003374921466,-0.16549117543225364,-0.25668609142303467,748,0.07641773534394991,-0.2521474150969122,0
RGS5,methy->rna|CNVdiploid,-0.0790719055972409,-0.08273126859503524,-0.07492713237901172,0.929144385026738,-0.14356679542439435,-0.15490201147250632,-0.1332171389041298,-0.24195614457130432,748,0.12771550564724357,-0.2712823010716379,0
MAPK3,methy->rna|CNVdiploid,-0.13251045858304875,-0.13625570675022314,-0.1288700917164597,0.9986631016042781,-0.2528000345814181,-0.2694144757608026,-0.23952433407608,-0.4061482548713684,748,-0.09638465329729563,-0.15641538128412247,0
CST7,methy->rna|CNVdiploid,-0.06644298235973785,-0.06972239991416634,-0.06346922908800155,0.9852941176470589,-0.10113337700577169,-0.10837510946387122,-0.09572215385336137,-0.20269154012203217,748,-0.35097992478255696,0.24984654777678528,0
CLEC2B,methy->rna|CNVdiploid,-0.09477108570285565,-0.0972418751258946,-0.09242400496961747,1.0,-0.15294264227245075,-0.1635332639424933,-0.1448927854965292,-0.2897794246673584,748,-0.18416787029887038,0.031225228026419638,0
TUBB2A,methy->rna|CNVdiploid,-0.19743926254953567,-0.20276973063653705,-0.19180561112807512,0.9986631016042781,-0.48728707476623623,-0.5094735226483286,-0.46748431368320426,-0.604013204574585,748,-0.34310116959129716,-0.14418590517493907,0
SNHG9,methy->rna|CNVdiploid,-0.055748024131146504,-0.05747915048614342,-0.05388259747504599,0.9906417112299465,-0.11671318210868456,-0.12608671505825125,-0.1102225625240995,-0.16838429868221283,748,0.16108451139614827,-0.27779769350483285,0
MFAP5,methy->rna|CNVdiploid,-0.08288110372707506,-0.08566857333174377,-0.08012791700330094,0.983957219251337,-0.1351359623433675,-0.14636577060830155,-0.126009513494528,-0.25335657596588135,748,-0.23089985295486795,0.09576389061150045,0
C17orf58,methy->rna|CNVdiploid,-0.1313041727557868,-0.13491626131295187,-0.12788590597842822,0.9986631016042781,-0.3061420386429178,-0.32802251891492534,-0.28948184285373657,-0.40290987491607666,748,-0.464777826455433,0.1586357878125152,0
ALDH3B2,methy->rna|CNVdiploid,-0.22937227572495392,-0.23534872659079176,-0.22260323534499266,1.0,-0.5504386959357318,-0.5747923534505044,-0.5267220658963085,-0.7061986327171326,748,-0.2875401115771619,-0.2628985843585699,0
