gene,arrow,slope,slope_lo,slope_hi,frac_patients_neg,rho,rho_lo,rho_hi,Delta,n,rho_obs,rho_minus_obs,curated_flag
DSTN,methy->rna,-0.25930054889395904,-0.26650438457620773,-0.2517679827105347,1.0,-0.5163433913724466,-0.5408595384637946,-0.4918713146332691,-0.7985163927078247,748,-0.31396385109202296,-0.2023795402804236,0
CLDN3,methy->rna,-0.1853351961815507,-0.19042192786309656,-0.17998755116437032,0.9986631016042781,-0.3637957827373885,-0.38656534028682515,-0.3436528909676713,-0.5680713653564453,748,-0.4046257497379191,0.0408299670005306,0
LY96,methy->rna,-0.08027459700364012,-0.08299112247800695,-0.07753898254652401,0.9933155080213903,-0.13235263894613644,-0.14279477294647575,-0.12455571866929539,-0.2454342544078827,748,-0.1858769562437362,0.053524317297599766,0
ALDOC,methy->rna,-0.29520066630492836,-0.30254570917679796,-0.28697771207513406,1.0,-0.6362767163389834,-0.657612343974517,-0.6176222132153455,-0.9090685844421387,748,-0.6028537918325007,-0.033422924506482765,0
FKBP10,methy->rna,-0.2528253193218809,-0.2596910334497314,-0.2460272316302975,0.9986631016042781,-0.5308610847182457,-0.5540278760042585,-0.5100024362004598,-0.7800406217575073,748,-0.5307008289184382,-0.00016025579980749605,0
ATP6V1C1,methy->rna,-0.03251359109204833,-0.03473908524720704,-0.030235732690687047,0.8703208556149733,-0.050426440312686185,-0.05641451375126057,-0.046618370992820755,-0.0982620120048523,748,0.07409012473360022,-0.1245165650462864,0
CCDC3,methy->rna,-0.09253994898323581,-0.09464309278802545,-0.09025353542304411,0.9986631016042781,-0.15821561897793446,-0.16726072903034284,-0.15099821283571493,-0.28303852677345276,748,0.002020160950810244,-0.16023577992874471,0
NME4,methy->rna,-0.10498385620100088,-0.10777131472202514,-0.10242298501532494,0.9946524064171123,-0.16175611977957005,-0.1747181124619599,-0.15251580613327576,-0.32054832577705383,748,-0.26510778124600093,0.10335166146643088,0
ID1,methy->rna,-0.12726919243129636,-0.130683787363753,-0.12332860470617354,1.0,-0.24355497749928987,-0.25652009444480983,-0.23352641313730693,-0.38972872495651245,748,-0.14710055747432302,-0.09645442002496685,0
HOXB7,methy->rna,-0.1542343523706942,-0.15843381583735464,-0.15068846946051895,1.0,-0.34182410901319554,-0.36144964679277747,-0.3255548033208786,-0.4719424247741699,748,-0.2232018413228809,-0.11862226769031464,0
TM4SF18,methy->rna,-0.13366892518784432,-0.1372353655655975,-0.13017434998889788,1.0,-0.2793319133678738,-0.29559370152363695,-0.2650157555625772,-0.4099360406398773,748,-0.21967024376473746,-0.05966166960313632,0
CDC42SE1,methy->rna,-0.047301500364590215,-0.05012506351493293,-0.04443516286158392,0.9077540106951871,-0.08559880657178748,-0.09417759882987693,-0.07940338995388664,-0.14425981044769287,748,0.009172435800332763,-0.09477124237212024,0
SCNN1A,methy->rna,-0.31184077184840725,-0.3207883773075444,-0.3028885877577367,1.0,-0.5850459396975659,-0.6148874745168786,-0.5585566873190779,-0.9631698727607727,748,-0.7166561908873652,0.1316102511897993,0
CMTM3,methy->rna,-0.11385776326504374,-0.11673652835354337,-0.11110309514263252,0.9986631016042781,-0.15786129062307167,-0.1686950090852217,-0.15087106496127425,-0.3485262393951416,748,-0.18403247511654752,0.026171184493475858,0
S100A10,methy->rna,-0.1691306280587682,-0.174713761503278,-0.16377930759828607,1.0,-0.35396751521043196,-0.37383805306994844,-0.33597542970132904,-0.5184546709060669,748,-0.47733712026948744,0.12336960505905548,0
SKAP1,methy->rna,-0.2581042216598088,-0.26426803291347806,-0.25173931355340157,1.0,-0.5083882771986035,-0.5340824668783137,-0.48229030077877816,-0.7932903170585632,748,-0.3979028312610934,-0.11048544593751009,0
VEZF1,methy->rna,-0.11250931569877283,-0.11659294758145176,-0.10837909563582239,0.9973262032085561,-0.18059949656680152,-0.19474268892779004,-0.16945090400217563,-0.34512054920196533,748,-0.3293968947479085,0.148797398181107,0
TMEM97,methy->rna,-0.0643720357996327,-0.0674861455768361,-0.06124455549829426,0.9371657754010695,-0.12018016177621375,-0.13132971813128905,-0.11125409702205709,-0.19675211608409882,748,0.022015566317016202,-0.14219572809322994,0
SELENBP1,methy->rna,-0.17588224730544863,-0.18117564267308103,-0.17078266698350164,1.0,-0.33989618856176484,-0.3587694667779657,-0.3242408821355808,-0.5383602380752563,748,-0.26834304367968437,-0.07155314488208048,0
SFRP4,methy->rna,-0.07559435468473356,-0.07808746781660332,-0.07310834471225666,0.9919786096256684,-0.12331143390244902,-0.13453857422492982,-0.11590572800340272,-0.23133054375648499,748,0.0902120730282107,-0.21352350693065972,1
CHCHD2,methy->rna,-0.113008695787629,-0.11679052788634955,-0.10894401346761634,0.9852941176470589,-0.23298106325951012,-0.2505678855663263,-0.2177916435984493,-0.344420850276947,748,-0.054332779165038377,-0.17864828409447175,0
LPL,methy->rna,-0.08066953114398262,-0.08337145583638646,-0.07791158141741888,0.9652406417112299,-0.13209689137565941,-0.142953715432486,-0.12413728985913437,-0.24720337986946106,748,0.034001796638469035,-0.16609868801412844,0
CACNG4,methy->rna,-0.25978019921903445,-0.26636173608779984,-0.2522606775935737,1.0,-0.49069148671869445,-0.5211092761440468,-0.46462287286856147,-0.800086498260498,748,-0.592885209687769,0.10219372296907459,0
SLC7A2,methy->rna,-0.2198620119030835,-0.2261723676721207,-0.2137897435246264,1.0,-0.40423598943490585,-0.4302327201421829,-0.38109248789115224,-0.6774029731750488,748,-0.6750271327988463,0.27079114336394045,0
ADAMTS12,methy->rna,-0.05899666761605936,-0.06135970860437668,-0.056384325399338076,0.9692513368983957,-0.07912250779456069,-0.08640598239451643,-0.0744095855228691,-0.18085166811943054,748,0.06691349191200162,-0.1460359997065623,0
MDFIC,methy->rna,-0.0923484720807662,-0.09571383477122243,-0.08895236527237836,0.9665775401069518,-0.15271210237140787,-0.164642247926935,-0.1436090128556926,-0.282944917678833,748,-0.17111972589959304,0.018407623528185174,0
SLC2A10,methy->rna,-0.18138417317320338,-0.18626037498601958,-0.1762190237601575,1.0,-0.3939207091462345,-0.42120234632686926,-0.36811149526311376,-0.5586464405059814,748,-0.5761618401954347,0.1822411310492002,0
ZNF83,methy->rna,-0.10437305298996608,-0.10701586554783567,-0.10153264699758609,1.0,-0.22038341574378356,-0.23615033066694616,-0.2071592349331567,-0.3197551965713501,748,0.07641773534394991,-0.2968011510877335,0
RGS5,methy->rna,-0.0908435841966271,-0.09450690421459755,-0.08700130494376715,0.9665775401069518,-0.1687348105178852,-0.1816680414086503,-0.15716866737614818,-0.27827441692352295,748,0.12771550564724357,-0.29645031616512874,0
MAPK3,methy->rna,-0.1490994485343745,-0.15335815567685104,-0.1449693582722865,1.0,-0.2589560938252602,-0.2758429416701295,-0.24566999357593242,-0.45683038234710693,748,-0.09638465329729563,-0.16257144052796457,0
CST7,methy->rna,-0.06797582047523304,-0.07112299676133844,-0.06505795525001992,0.9866310160427807,-0.10499197106567977,-0.1125399515707907,-0.099437643393296,-0.2077927589416504,748,-0.35097992478255696,0.2459879537168772,0
CLEC2B,methy->rna,-0.09904382210482184,-0.10142412405362505,-0.09677081214699401,1.0,-0.16510401800219376,-0.17638244905409808,-0.15634343491548003,-0.30315500497817993,748,-0.18416787029887038,0.01906385229667662,0
TUBB2A,methy->rna,-0.217265036723862,-0.22359387815497803,-0.21119251703161063,1.0,-0.5440898564908307,-0.5674394235905078,-0.5220465786127552,-0.6658602952957153,748,-0.34310116959129716,-0.2009886868995336,0
SNHG9,methy->rna,-0.06300112487928387,-0.06490070581078092,-0.061053630815374405,0.9946524064171123,-0.125062456608999,-0.13514673259916885,-0.11756915388723713,-0.19107550382614136,748,0.16108451139614827,-0.2861469680051473,0
MFAP5,methy->rna,-0.09557064299526875,-0.0987002783929181,-0.0926136657813934,0.9919786096256684,-0.15658802947791176,-0.16931231648285783,-0.1462472599538738,-0.2929351329803467,748,-0.23089985295486795,0.0743118234769562,0
C17orf58,methy->rna,-0.15466917559289525,-0.15872630378816802,-0.1505097604393986,1.0,-0.3117381856666264,-0.33156927603873726,-0.2952995762808732,-0.47544705867767334,748,-0.464777826455433,0.15303964078880655,0
ALDH3B2,methy->rna,-0.25337806146972897,-0.25992862900837643,-0.24622144001895896,1.0,-0.613789876588106,-0.6384586963454828,-0.591487090075497,-0.781226634979248,748,-0.2875401115771619,-0.3262497650109441,0
GOLPH3L,methy->rna,-0.09467945187070377,-0.09796933024034728,-0.09155296667986973,0.9946524064171123,-0.16804325002408815,-0.17999519231142724,-0.1577945921773862,-0.2890627384185791,748,-0.1518112030309252,-0.01623204699316294,0
KRT23,methy->rna,-0.18337982506798364,-0.18949683554554894,-0.17766670007571791,0.9946524064171123,-0.30796137221060327,-0.32474411599728364,-0.29381731577642234,-0.5641705989837646,748,-0.15836462232270865,-0.14959674988789462,0
BNIP3L,methy->rna,-0.16019083332920317,-0.1645975255236443,-0.15585734070466506,1.0,-0.27674475981660573,-0.2935437523681724,-0.26286091552691954,-0.4921913743019104,748,-0.185657819443098,-0.09108694037350773,0
CCND2,methy->rna,-0.11019273671597979,-0.11264808060003612,-0.10766021000291096,1.0,-0.19092257747296357,-0.20212606679744444,-0.18214245549382052,-0.33822911977767944,748,-0.2204560602666842,0.029533482793720645,1
COX7A1,methy->rna,-0.1999780651728943,-0.2038260265975249,-0.19615460126766907,1.0,-0.3524657420303499,-0.36902270264812975,-0.3388740658325465,-0.615321159362793,748,-0.5916374578031605,0.23917171577281054,0
SELL,methy->rna,-0.05948450064930713,-0.06254726702131169,-0.05640196017945042,0.9451871657754011,-0.09661774052836802,-0.10504287324651304,-0.0912797440368792,-0.18188181519508362,748,0.01512450503931654,-0.11174224556768456,0
SHC1,methy->rna,-0.1980029191649577,-0.2035931499730063,-0.19238358437687736,1.0,-0.3631731991918316,-0.3841711992381938,-0.34492387731896873,-0.6088739633560181,748,-0.3222569803589602,-0.04091621883287139,0
DSP,methy->rna,-0.11227199832581769,-0.11610119600800438,-0.1084642269088407,0.9946524064171123,-0.29153212933670214,-0.3109285986372141,-0.2739332207384542,-0.34312859177589417,748,-0.06525563209693905,-0.2262764972397631,0
PTPRC,methy->rna,-0.040180515394373444,-0.042494508802608355,-0.037934602702662364,0.9398395721925134,-0.05076060845481565,-0.0555980241326109,-0.04808769765600473,-0.12316273152828217,748,-0.3944222743255499,0.3436616658707342,0
TRAM1,methy->rna,-0.06007604575255279,-0.0628364750855831,-0.05748679776001475,0.9705882352941176,-0.09636017232080435,-0.10520214955186823,-0.09043675124765306,-0.18336209654808044,748,-0.1422898995509393,0.04592972723013494,0
SEMA3C,methy->rna,-0.1498983348664577,-0.15453910140064692,-0.14474987713264492,0.9986631016042781,-0.274980489390596,-0.29312219544959045,-0.2607140247536857,-0.4606831967830658,748,-0.17785393016057288,-0.09712655923002311,0
STAC2,methy->rna,-0.13411872656028154,-0.13774426110732013,-0.13067436465560753,0.9973262032085561,-0.2271223745871969,-0.23986737231326458,-0.21684045181325584,-0.41262489557266235,748,-0.2873700075599985,0.060247632972801585,0
RARRES2,methy->rna,-0.09978851409352579,-0.10209623710140805,-0.09765829216325825,1.0,-0.16506008590419768,-0.17648633775225833,-0.1564433280964604,-0.3066435754299164,748,-0.23020919989332392,0.06514911398912623,0
CPA3,methy->rna,-0.08047647855511025,-0.08284058932885038,-0.07813828603232756,0.9852941176470589,-0.16914805051348134,-0.18326524790692342,-0.15789800312262015,-0.24646002054214478,748,0.007052076337652544,-0.17620012685113387,0
GIT1,methy->rna,-0.11182842264852509,-0.11542313333885677,-0.10782842212361918,0.9946524064171123,-0.23653568509420014,-0.25390246418439133,-0.22196175038163998,-0.3416934907436371,748,-0.0579912590682443,-0.17854442602595583,0
NPEPPS,methy->rna,-0.05702573192059337,-0.05948818467044456,-0.05452448031621751,0.9572192513368984,-0.08295379231323496,-0.08982159363393578,-0.07829466084669713,-0.17400293052196503,748,0.2653365528350492,-0.34829034514828416,0
RSAD1,methy->rna,-0.1582033952343885,-0.16298160336157624,-0.15308699922270252,0.9973262032085561,-0.3233578851393614,-0.3441107997866581,-0.30485095619245617,-0.48708802461624146,748,-0.39788928028858617,0.07453139514922474,0
ELOVL2,methy->rna,-0.15044722407852895,-0.15473019894293727,-0.14599819483960844,1.0,-0.3004461118808353,-0.32321571187772485,-0.28028134705666324,-0.46129676699638367,748,0.0021450760238787554,-0.30259118790471407,0
SEC62,methy->rna,-0.13021678688422134,-0.13443809042217206,-0.12535875793104123,0.9986631016042781,-0.22153234076161327,-0.23743120718054594,-0.20748158331594593,-0.39906376600265503,748,-0.16939283640056207,-0.05213950436105119,0
PRR15L,methy->rna,-0.2454069000152944,-0.25247343284814827,-0.23868570933831693,1.0,-0.49156149916419983,-0.5171369751294107,-0.4685524069425278,-0.7574929594993591,748,-0.44055727447431564,-0.05100422468988419,0
COTL1,methy->rna,-0.1306837666310775,-0.1369247607860292,-0.1249877077866059,0.9959893048128342,-0.22993503538949137,-0.24736400737329145,-0.2147952757374605,-0.3994843363761902,748,0.10670929579107646,-0.3366443311805678,0
OLR1,methy->rna,-0.07426389852690606,-0.07732711597999958,-0.07150308276704366,0.983957219251337,-0.13212206944255542,-0.1424688359102192,-0.12438009796634589,-0.22689494490623474,748,-0.08809111184090956,-0.044030957601645854,0
SLAMF7,methy->rna,-0.053544375294887536,-0.05655315803895882,-0.0503672077285218,0.93048128342246,-0.08250516092489822,-0.09065642442896234,-0.0777304421330042,-0.16290585696697235,748,-0.07272979362908173,-0.00977536729581649,0
RAB4A,methy->rna,-0.11562462630893357,-0.1188871978755286,-0.11272908190964931,0.9893048128342246,-0.23725665700430518,-0.25345436218139594,-0.2241192427968455,-0.3538859188556671,748,-0.12323252585676663,-0.11402413114753855,0
CD55,methy->rna,-0.07453057315867101,-0.07691180994619828,-0.07199760939613185,1.0,-0.1667524041996334,-0.17902865823680839,-0.15768875238000687,-0.22820603847503662,748,0.021836043128240334,-0.18858844732787375,0
VANGL2,methy->rna,-0.2694962922094802,-0.27586238672684354,-0.262887442475991,1.0,-0.5712397746370328,-0.5945665746933781,-0.5496367279365159,-0.8288523554801941,748,-0.7237003532002108,0.15246057856317796,0
DHX9,methy->rna,-0.01628990387710047,-0.018640511978248304,-0.014024717308638565,0.6644385026737968,-0.028210904956539832,-0.03301743645218515,-0.02447339085020015,-0.04934085160493851,748,0.03719703069935224,-0.06540793565589208,0
NDUFS2,methy->rna,-0.11726544809999996,-0.1207731115274306,-0.11349065290558018,0.9933155080213903,-0.24323559647793824,-0.25951608400620646,-0.22845401399572393,-0.35853710770606995,748,-0.25807471548875865,0.014839119010820412,0
CLDN4,methy->rna,-0.17816552414833578,-0.1835657066214465,-0.17207996210308102,1.0,-0.38073557342937586,-0.40322666390467254,-0.3610018841371351,-0.5468706488609314,748,-0.2417665349502649,-0.13896903847911096,0
TBC1D20,methy->rna,-0.08278895134360274,-0.08523312602842824,-0.08035700746854986,0.9973262032085561,-0.156622517951069,-0.16800948153925388,-0.14664958729449784,-0.25355786085128784,748,0.2315055471165342,-0.3881280650676032,0
SEZ6L2,methy->rna,-0.2617273546681854,-0.2670443754761495,-0.25710375971974914,1.0,-0.6613948341542909,-0.6829739628184169,-0.6409702586134884,-0.8035815954208374,748,-0.47579553056546237,-0.18559930358882853,0
NET1,methy->rna,-0.25692541672372543,-0.26436336907699043,-0.2500222097904433,1.0,-0.62132180387958,-0.6444201132115397,-0.598848317964426,-0.7911854982376099,748,-0.45699853883881913,-0.1643232650407609,0
LAPTM4B,methy->rna,-0.06774805951332291,-0.07070480211166132,-0.06485089430423435,0.9585561497326203,-0.11353344849587454,-0.12256210002784755,-0.10733404964455323,-0.2064935863018036,748,-0.1630196990814833,0.049486250585608765,0
ELF3,methy->rna,-0.1285601566331511,-0.13266168218049898,-0.12448302596634415,1.0,-0.3130266187764998,-0.33495296961324517,-0.29362080909675636,-0.3935009837150574,748,-0.16651915702764505,-0.14650746174885473,0
MAPRE1,methy->rna,-0.05657801299365054,-0.059466171751913995,-0.053755110257203316,0.9425133689839572,-0.09705417513301555,-0.10678154091948326,-0.08991921365679527,-0.1720406711101532,748,-0.1488454119914541,0.05179123685843855,0
LYPLA1,methy->rna,-0.07616592184325045,-0.07906712472871272,-0.07336164495295142,0.9919786096256684,-0.11485907883021766,-0.12403463574150199,-0.10771103608940355,-0.23284175992012024,748,0.057119950476674126,-0.1719790293068918,0
MUC1,methy->rna,-0.12910914560576567,-0.13270482018854138,-0.12541806880393397,1.0,-0.23847346362420535,-0.2514479259730112,-0.2273562842554636,-0.3939339518547058,748,0.02680643968389784,-0.2652799033081032,0
ACLY,methy->rna,-0.11467864150052753,-0.11864795401941511,-0.11093157307440835,0.9973262032085561,-0.20377074747959692,-0.21814129814264235,-0.1917727119609522,-0.35219448804855347,748,-0.3075429883288034,0.10377224084920647,0
AEBP1,methy->rna,-0.06041247669853097,-0.06259295834451681,-0.05802663193810495,0.9598930481283422,-0.08189449292121727,-0.08925045755933259,-0.07671932199777348,-0.18491335213184357,748,-0.0015258194053639714,-0.08036867351585329,0
CALD1,methy->rna,-0.0888284154406478,-0.0928272666476203,-0.08488191849357551,0.946524064171123,-0.12676818544338941,-0.13696099042906562,-0.11952867928418037,-0.2718520164489746,748,-0.021624548930032548,-0.10514363651335687,0
SDCBP,methy->rna,-0.10044004832308924,-0.1043725015535345,-0.0964043402231791,0.9986631016042781,-0.17814909795168848,-0.1910148997624138,-0.16762947670006698,-0.30758965015411377,748,-0.15075553923855317,-0.027393558713135313,0
RPRD2,methy->rna,-0.07326567784041406,-0.07595306761381145,-0.07057895473382912,0.9772727272727273,-0.12167373469153935,-0.13171514998957334,-0.11416966048304515,-0.22375357151031494,748,-0.04511796427121278,-0.07655577042032657,0
ELMO3,methy->rna,-0.20461918304748206,-0.21030077768127192,-0.19811326834515638,1.0,-0.39632794536105975,-0.418483240804197,-0.3748058622786416,-0.6266062259674072,748,-0.42421240332842763,0.02788445796736788,0
SERPINB9,methy->rna,-0.10347234144580256,-0.1076775680100562,-0.09914863088909029,0.9879679144385026,-0.16673693619179233,-0.1793311929259175,-0.15740219054635018,-0.3170124888420105,748,-0.3197695741432246,0.15303263795143227,0
RARA,methy->rna,-0.1615314759625331,-0.16637594810138237,-0.15688510658983523,0.9986631016042781,-0.28244845758386744,-0.30316192286086563,-0.2651411689981083,-0.496909499168396,748,-0.48231488601213796,0.19986642842827052,0
KCTD3,methy->rna,-0.10147743391424231,-0.1044923909478107,-0.09861262671732669,0.9946524064171123,-0.15857758512341213,-0.17044177122957696,-0.14951527215193236,-0.3108060359954834,748,-0.4596395477456831,0.301061962622271,0
ABCC11,methy->rna,-0.18505130020022534,-0.19119442387993874,-0.17862019760108455,0.9879679144385026,-0.4776426470833198,-0.5079071236643347,-0.44957943211306567,-0.5704104900360107,748,-0.42701573467940385,-0.05062691240391598,0
MAGEF1,methy->rna,-0.1188660002785026,-0.12246844698647791,-0.11520815159368276,1.0,-0.27814955082084164,-0.29630904686961373,-0.2621600570901636,-0.36145901679992676,748,-0.2881275428352135,0.009977992014371884,0
PI4KB,methy->rna,-0.06348651619067784,-0.06641353733800874,-0.060391589518923455,0.9371657754010695,-0.11177868090349921,-0.12123504283856314,-0.1042284784181694,-0.1934291422367096,748,-0.04339206278574526,-0.06838661811775396,0
PPP2R5A,methy->rna,-0.11033981046938204,-0.11335994598149125,-0.10736440053815292,1.0,-0.18636200236418946,-0.19964557564005123,-0.17572551529809094,-0.33745723962783813,748,-0.07905269364299547,-0.10730930872119399,0
GOLT1A,methy->rna,-0.20448983051787575,-0.20862959523910637,-0.2003082388231613,1.0,-0.47865506879448333,-0.49963218820579314,-0.4593066925127484,-0.6271852254867554,748,-0.45090647246604776,-0.02774859632843557,0
SOX9,methy->rna,-0.16795224630495503,-0.17325859810680852,-0.16313500707965234,1.0,-0.41449552569744647,-0.43646352256729043,-0.39546751318565143,-0.5153989791870117,748,-0.39161436447115716,-0.022881161226289304,0
NME3,methy->rna,-0.07287655326134382,-0.0754198179626796,-0.07053518948059093,0.9893048128342246,-0.10277005488300199,-0.11259029657123476,-0.09721327867493032,-0.22118529677391052,748,-0.06210099934447886,-0.04066905553852313,0
CTHRC1,methy->rna,-0.08852415057326668,-0.0926490157296729,-0.08459657092624155,0.9906417112299465,-0.12211302606766031,-0.13247929650239137,-0.11457984923038947,-0.27151066064834595,748,-0.052539753553815294,-0.06957327251384501,0
CD4,methy->rna,-0.07227829719205518,-0.0747966319263901,-0.0698715854760794,0.9786096256684492,-0.10429545192812634,-0.11234810166830159,-0.09882799044889888,-0.2217961698770523,748,-0.3438387345877855,0.23954328265965918,0
GCC1,methy->rna,-0.08765988320377016,-0.09134543857154866,-0.08443600703752144,0.9866310160427807,-0.17922991933430482,-0.1943523926774987,-0.16722125107242408,-0.2680404484272003,748,-0.08486625775810892,-0.0943636615761959,0
ANKH,methy->rna,-0.137082522740063,-0.14181835915715998,-0.1329561546750592,1.0,-0.2506871049367664,-0.26609788835445525,-0.2384149949499373,-0.4197867810726166,748,-0.32038801128132616,0.06970090634455978,0
CTF1,methy->rna,-0.34454686629399994,-0.3533966115759775,-0.335620093118765,1.0,-0.6187246886396427,-0.6403674721964163,-0.599268234832761,-1.0637866258621216,748,-0.6677739614690168,0.0490492728293741,0
PXMP4,methy->rna,-0.29147783495699936,-0.29878694086341717,-0.28424025885124543,1.0,-0.5807124704520238,-0.6090018762997723,-0.5512309200653738,-0.8967481851577759,748,-0.3165526339061983,-0.2641598365458255,0
VWF,methy->rna,-0.09702403299023235,-0.09981985298364814,-0.09408658646645482,0.9879679144385026,-0.1411674190237029,-0.15064337443928644,-0.13401121950950745,-0.2968979775905609,748,-0.1227250241889502,-0.018442394834752684,0
CRNKL1,methy->rna,-0.06134393028113925,-0.06342668380722347,-0.05937566542333186,0.9866310160427807,-0.09604086530666323,-0.10366176590057116,-0.09103752275945713,-0.1875593215227127,748,0.2597877426758647,-0.3558286079825279,0
WFDC2,methy->rna,-0.3225673937111339,-0.331647455188601,-0.3139018080169416,1.0,-0.6476738985480237,-0.6690571638055356,-0.6268981598574703,-0.998563289642334,748,-0.5376140012497388,-0.11005989729828491,0
KDELR2,methy->rna,-0.158374509931195,-0.16349911601630032,-0.15252794095085423,0.9986631016042781,-0.392299898923167,-0.414029038069215,-0.37180118250100136,-0.48502281308174133,748,-0.22764318755672963,-0.1646567113664374,0
PRR14,methy->rna,-0.08728384272304965,-0.09046138943801449,-0.08434329012997673,0.9919786096256684,-0.15309816604389578,-0.16479741688834595,-0.14480431161412932,-0.2662333846092224,748,-0.017460186644209952,-0.13563797939968583,0
C1orf116,methy->rna,-0.21617067982795451,-0.2214892534189775,-0.2107707030748616,1.0,-0.452910681745759,-0.4720367471777006,-0.4357626635762585,-0.6643140316009521,748,-0.3145161578789556,-0.1383945238668034,0
GMFG,methy->rna,-0.10430114819641674,-0.10818464947098479,-0.10079217069827659,0.9973262032085561,-0.17411764707048769,-0.1850491824592968,-0.16581915362848476,-0.3193178176879883,748,-0.4515690719696007,0.277451424899113,0
SLC2A4RG,methy->rna,-0.06588069590521602,-0.06822869832582756,-0.06341163533558689,0.9786096256684492,-0.11333285287860956,-0.12226825743292859,-0.10676820071490438,-0.20047146081924438,748,0.19732296599634008,-0.31065581887494964,0
RSL1D1,methy->rna,-0.16858126407675114,-0.1735343788979503,-0.16349264209148864,0.9973262032085561,-0.39357508431866783,-0.4153357056827501,-0.37239216299863254,-0.5181272625923157,748,-0.2911288887298478,-0.10244619558882001,0
STC1,methy->rna,-0.19065335669497496,-0.19520020847767117,-0.18562547876764382,1.0,-0.36849870790709793,-0.38859475994244214,-0.3506744903821852,-0.5849207639694214,748,-0.21634501546153606,-0.15215369244556187,0
S100A4,methy->rna,-0.0862685042409784,-0.0902913824250339,-0.08291551146668517,0.9986631016042781,-0.1776318892696827,-0.1916971309209959,-0.16729100611074532,-0.2643546164035797,748,-0.5289886332561706,0.3513567439864879,0
ZNF880,methy->rna,-0.3621431848856433,-0.3702300235428032,-0.35422046891856673,1.0,-0.72069683123437,-0.7410906260253844,-0.7004135088419591,-1.1166701316833496,748,-0.5466385833964975,-0.1740582478378725,0
CREG1,methy->rna,-0.0871642087228055,-0.09010274899772674,-0.08424380451168034,0.9946524064171123,-0.198055252581473,-0.213132708578123,-0.18549665016472364,-0.26609718799591064,748,0.031701454368483116,-0.22975670694995612,0
CD40,methy->rna,-0.135096708369946,-0.13898206013535067,-0.1307426795871462,0.9973262032085561,-0.2080137473969704,-0.2210715812624663,-0.19726512975331736,-0.4155178666114807,748,-0.44138629357159753,0.23337254617462713,0
PRKAR1A,methy->rna,-0.118991252078688,-0.12231324326667295,-0.1154298444040302,1.0,-0.1808576716521273,-0.1932745336413165,-0.17036861490442262,-0.3650575280189514,748,-0.33718997420753316,0.15633230255540587,0
S100A6,methy->rna,-0.2573629037775481,-0.26517279726551074,-0.24981647642947105,1.0,-0.4945359005394248,-0.5194824475947893,-0.47170895432410564,-0.7926981449127197,748,-0.5584669342857675,0.06393103374634274,0
ECH1,methy->rna,-0.17565087887542338,-0.18074655278222387,-0.17123604407665463,1.0,-0.3441883160544143,-0.36740885428170483,-0.32633125855285006,-0.5371243357658386,748,0.005741793702873868,-0.34993010975728817,0
GRAMD1A,methy->rna,-0.09377496392346184,-0.09715767310796512,-0.09056341096517556,1.0,-0.2143020025861965,-0.22992884610049324,-0.20231234466887063,-0.2854921817779541,748,-0.10386982633302429,-0.11043217625317221,0
RHOD,methy->rna,-0.20214675925078565,-0.20674384046446903,-0.19773820702315464,1.0,-0.43184849717900975,-0.45505434441412035,-0.4118065253389608,-0.6211967468261719,748,-0.3296726455883149,-0.10217585159069487,0
FCER1A,methy->rna,-0.12838341944905765,-0.13266977781808909,-0.12448810623453203,0.9959893048128342,-0.1974521631587873,-0.20977435544848064,-0.18798573960595552,-0.3940553665161133,748,0.24312734626222765,-0.440579509421015,0
SCGB3A1,methy->rna,-0.16336213073534675,-0.16689641769835975,-0.1603126375974891,1.0,-0.34045815824592884,-0.3599558481741959,-0.3244979174103964,-0.5018743276596069,748,-0.31162945616973986,-0.028828702076188983,1
ACTR3B,cnv->rna,0.2581905581452178,0.25131395261527834,0.2650130520245082,0.0,0.5044192312080744,0.4810982669381027,0.5295362249213972,0.7896604537963867,748,0.2616385035315052,0.24278072767656922,0
AGR2,cnv->rna,0.07305283063355296,0.07022511706876658,0.07600802168823549,0.0106951871657754,0.19556710907099134,0.18010126858971953,0.2143811219879312,0.22295355796813965,748,0.07114455812215847,0.12442255094883287,0
AKT1,cnv->rna,0.26190257963123476,0.25391683581373686,0.26928901455105214,0.0,0.5068992632733831,0.4864726348996893,0.5317703067823225,0.8034565448760986,748,0.31965403455437735,0.18724522871900573,0
AKT2,cnv->rna,0.3917655096883237,0.3831236000924627,0.4010257601764144,0.0,0.6847687825569644,0.6631627987598714,0.7077620312819537,1.2023539543151855,748,0.2560129963936396,0.42875578616332477,0
ALDH1A3,cnv->rna,0.10508302657689846,0.10098013141542052,0.10951102733048038,0.01871657754010695,0.19897717535492754,0.1870781855937836,0.21351617787569802,0.32160085439682007,748,0.060549928833625984,0.13842724652130156,0
ANLN,cnv->rna,0.18812851217889132,0.18425057556736035,0.19203559087694694,0.001336898395721925,0.263038966571583,0.2493083683466092,0.2803358784581771,0.5766799449920654,748,0.177472846494259,0.08556612007732398,0
AP2B1,cnv->rna,0.3680128482885496,0.3599127443131817,0.3759718391880671,0.0,0.5271310305299677,0.504462147385969,0.5505639619148559,1.1290651559829712,748,0.39677082428866095,0.13036020624130673,0
APC,cnv->rna,0.15947235146074254,0.15463236237156874,0.1639607744126119,0.0,0.23488527103538615,0.2210713871434274,0.2514937117585398,0.48808419704437256,748,0.20168123041355596,0.03320404062183019,1
