tf,target,edge_sign,is_edge,null,mask_mode,n_targets_of_tf,slope,slope_lo,slope_hi,frac_patients_neg,n,obs_coexpr
ESR1,STC2,1,1,real,rna_only,73,0.058631151577925936,0.0573937125270211,0.0598801692864968,0.0,748,0.5232814806148584
ESR1,TP53,-1,1,real,rna_only,73,0.003425205369818616,0.003243144564924067,0.003590196561490171,0.04946524064171123,748,0.03529643756764159
ESR1,TYMS,1,1,real,rna_only,73,-4.744951550163306e-05,-0.0001749212905831416,8.291408275801684e-05,0.517379679144385,748,-0.09621251538813809
ESR1,VEGFA,1,1,real,rna_only,73,-0.00029665930852386873,-0.00040853145774375,-0.00018746699283207397,0.5802139037433155,748,-0.08652666827753099
ESR1,WIF1,1,1,real,rna_only,73,-0.004236422802625413,-0.004362791668272573,-0.004108184922006979,0.9946524064171123,748,-0.2889730323792193
ESR1,ZEB1,1,1,real,rna_only,73,0.0033234832648174595,0.003176783180930287,0.0034705505598919143,0.03074866310160428,748,0.17484446973044573
ESR1,VIM,1,1,real,rna_only,73,-0.003663668629286708,-0.0038426240034042,-0.003486805437710642,0.9371657754010695,748,-0.3236996019605291
ESR1,ECM1,1,1,real,rna_only,73,0.0003867316406731519,0.00026175451028237923,0.0005042577131683316,0.38235294117647056,748,0.28756795529217816
ESR1,APOD,-1,1,real,rna_only,73,0.00822215763608794,0.007956637777739833,0.008517253493687633,0.0,748,0.019860282608913194
ESR1,TRPS1,1,1,real,rna_only,73,0.0588624024937185,0.05763861550112403,0.06017684994354565,0.0,748,0.48565423241698435
ESR1,TSPYL5,1,1,real,rna_only,73,-0.004153740839449998,-0.004306608148832448,-0.004009732013739897,0.9959893048128342,748,-0.2250859906006009
ESR1,IFI16,1,1,real,rna_only,73,-0.003958903753353072,-0.00409687465732961,-0.003817039796760481,0.9759358288770054,748,-0.29703113805328046
ESR1,IGFBP4,1,1,real,rna_only,73,0.00356079590898638,0.003397602414597762,0.0037307864386530647,0.07219251336898395,748,0.3392672952937099
ESR1,KRT19,1,1,real,rna_only,73,0.008544669633294637,0.008286369810184446,0.008818891324759038,0.001336898395721925,748,0.256049293021812
ESR1,KAT2A,1,1,real,rna_only,73,0.005877493645949373,0.005548201486234448,0.006213877350332651,0.06149732620320856,748,0.1421374150995219
ESR1,KRT15,1,1,real,rna_only,73,-0.004410468406623324,-0.004589794338218048,-0.004238146250017913,0.9812834224598931,748,-0.21250987830003176
ESR1,AQP1,1,1,real,rna_only,73,-0.0027435543993819976,-0.0028630376472938875,-0.0026211306673255474,0.9558823529411765,748,0.004157108073598665
ESR1,KRT14,1,1,real,rna_only,73,-0.0007874507788625171,-0.0010226225292782418,-0.0005595650538624094,0.5561497326203209,748,-0.210626540946414
ESR1,CRABP2,1,1,real,rna_only,73,0.0009474052991153627,0.0007781771033688552,0.0011158090272020643,0.3422459893048128,748,0.25595429847733175
ESR1,GAPDH,1,1,real,rna_only,73,-0.0009414274218108734,-0.0010807885916137058,-0.0007944342410289431,0.7058823529411765,748,-0.25667422694784475
ESR1,TFAP2C,1,1,real,rna_only,73,-0.00029205930375273217,-0.00045481096160139025,-0.00013491986732997883,0.5508021390374331,748,-0.13202139932039186
ESR1,INHBA,1,1,real,rna_only,73,-0.0019075917937907392,-0.002039730179269049,-0.0017741639251974734,0.8622994652406417,748,0.02624976266596385
ESR1,LPL,1,1,real,rna_only,73,-0.003735022267422999,-0.003861194317694546,-0.0036108632510415506,0.9933155080213903,748,-0.09724665921629959
ESR1,CCND2,1,1,real,rna_only,73,0.0006016826254619462,0.0004706432083380885,0.0007488400989407987,0.37566844919786097,748,-0.08215329265164936
