tf,target,edge_sign,coexpr__pooled,coexpr__ER_IHC=Negative,coexpr__ER_IHC=Positve
RUNX1,GATA3,1,0.18373660825945126,0.11130399857104313,0.05795150617685854
ZEB1,GATA3,-1,0.017126881679082093,0.07298176722733049,-0.1469688526971574
TP53,GMPS,-1,0.05355748937780099,0.05595842010644169,0.0884585619197632
DNMT3B,HOXB13,-1,0.14487866083678982,0.046284450243629906,0.14406954267384056
EZH2,HOXB13,-1,0.08086968565635763,-0.05273788073267286,0.07526665836028781
FOXA1,HOXB13,1,-0.055814216530671555,0.11293898040451027,-0.06665493686423576
AR,IGF1R,1,0.3261955788101505,-0.20527706143064905,0.26645163773101294
BRCA1,IGF1R,1,0.13608589962916037,-0.1571012763474866,0.18822780494349012
E2F1,IGF1R,1,0.01715446228441189,0.025325290560372825,0.05357940031552745
ESR1,IGF1R,1,0.666648672598651,0.20552206785421492,0.5150743619159173
MYC,IGF1R,1,-0.08084437347316523,0.2804115270287108,-0.07869136669215109
NCOA3,IGF1R,1,-0.20227008294961346,-0.13174504869507025,-0.15239563865476502
PGR,IGF1R,1,0.4281320530156638,0.202197519152906,0.20683083627083926
PITX2,IGF1R,1,-0.18198631848870075,0.0935562263566184,-0.24926196590451455
TP53,IGF1R,-1,0.05596132470097084,0.040030070873866716,0.05236236979728746
AR,IGFBP3,1,-0.234345717248573,-0.006241383545426555,-0.20130262092293896
DNMT3A,IGFBP3,-1,-0.03050076037910543,-0.008995928598389812,-0.016058687594226954
ESR1,IGFBP3,1,-0.39582464250696353,-0.03170028124442937,-0.3875769196263495
NCOA3,IGFBP3,-1,0.029940442804814216,-0.09534642366755867,0.019782701483674506
NCOR1,IGFBP3,-1,-0.17798704633617035,-0.006020668287688605,-0.16949582808689265
RUNX1,IGFBP3,-1,0.07889597430498865,0.0390482054881765,0.15729640834581124
TP53,IGFBP3,1,-0.0533191009141035,-0.036248397641782816,-0.04781850634380168
HIF1A,IGFBP3,1,0.22272762496684964,0.1444970859408536,0.18592735141757058
EP300,IGFBP3,1,-0.046268733667462335,-0.015916421354729263,-0.05564090213206865
MYBL2,IGFBP5,1,0.026862816215671454,0.015023500722978358,0.041560156946213664
PGR,IGFBP5,1,0.10501600817793147,0.24880863008951115,-0.018463702855142195
DNMT3A,JUP,1,-0.09834503267946909,-0.13022261665240192,-0.09936433836826818
DNMT3B,JUP,1,0.233104845257891,0.419887445712489,0.27741958202128253
ESR1,JUP,1,0.21214395023358124,0.05391628109566035,0.22618760967411444
MYC,JUP,1,-0.19887183871578143,-0.19141891177360573,-0.1772913629117692
TP53,JUP,1,0.07266318278855277,0.034260064895291174,0.08476678240709566
GATA3,LMO1,1,-0.17256049690544437,-0.07271854234983631,-0.10372766028116812
MYBL2,LMO1,1,0.17541051814963174,0.21964451239476232,0.15620788008185815
GATA3,LOX,-1,-0.34965712720421166,-0.16636040863720936,-0.3209874929085633
MYBL2,LOX,1,-0.0020823639437761734,0.025232101704888717,-0.010699150718697684
TP53,LOX,1,0.0036075894447969194,0.015682295773010974,0.008452760649662617
HIF1A,LOX,1,0.42112708434516505,0.37439850399496594,0.3992890586589028
PITX2,MAP2K4,1,-0.08726999849939658,-0.01421644537560846,-0.09519228629680855
E2F1,MCM6,1,0.07678851982947663,0.10161421708851867,0.06589087499668789
AR,MDM2,1,0.06664847394819762,-0.13648805279574316,0.038449861654183175
BRCA1,MDM2,1,0.1951316953493366,0.19408552337513452,0.18998910228742366
E2F1,MDM2,-1,0.017724071335400063,0.019758199575343204,0.02135703129706081
ESR1,MDM2,1,0.19182597341152438,-0.06922813553252775,0.15119106272742752
MYC,MDM2,1,0.08928649364155823,0.2583517349910007,0.07867750060728534
SMAD3,MDM2,1,0.01813808946959868,-0.11160091485877051,-0.0019494124147696028
SMAD4,MDM2,1,0.02229543560941924,0.10408841595412895,-0.002402918011307318
TP53,MDM2,1,0.07474288819753834,0.10194884810334666,0.06565311519983125
HIF1A,MDM2,1,0.004816888872696294,0.11721086362670237,0.029269848275753525
EP300,MDM2,1,0.13830367244624076,0.24648949697030142,0.11136480479218719
TP53,MDM4,1,0.12393393917213225,0.09167993784794316,0.13675238350854999
TP53,MKI67,-1,0.009953271073463514,-0.022786225613222813,0.03521721819214408
E2F4,MKI67,1,0.23618525113546282,0.22348606566544257,0.09606093886656902
AR,MMP2,1,-0.06011585378971598,0.2254157518189633,-0.1535312643557603
ESR1,MMP2,1,-0.18415397878472328,0.06384218235807167,-0.3341572660896299
EZH2,MMP2,1,-0.24616711512695594,-0.3418787919083391,-0.23531004986764417
FOXM1,MMP2,1,-0.3055215950160545,-0.393635486981678,-0.3105507531614615
HTATIP2,MMP2,-1,-0.10341302189225206,-0.06722243337448186,-0.10092014355426497
NCOA3,MMP2,1,-0.03600130508290013,0.09294061784580836,-0.06539295229720503
NCOR1,MMP2,1,-0.11576693720181562,-0.09068064669131391,-0.13052644582100215
PGR,MMP2,-1,0.008807920185121935,0.13767120347364664,-0.04450107730344655
SMAD3,MMP2,1,-0.09472178808142931,0.06145728237030208,-0.1640595942264209
SMAD4,MMP2,1,0.033773739518697644,-0.12446479418142556,0.08095280932659611
TP53,MMP2,1,-0.013587716368911474,-0.11458531615775484,0.014114423634985248
TWIST1,MMP2,1,0.5920800304349401,0.5463465249398739,0.6066844179098382
HIF1A,MMP2,1,0.17297395662970316,0.13158666788122844,0.21320568446707355
MYC,MTDH,1,0.22110920875694687,0.22493858346665835,0.17888649940934537
E2F1,MYBL2,1,0.06129636677983421,-0.01181664010510574,0.0832810696698958
MYC,MYBL2,1,-0.015310628657255226,0.0006556539420381814,-0.024583701836640236
NCOR1,MYBL2,1,-0.06521624644558335,-0.04999911001940159,-0.07153313154588413
E2F4,MYBL2,-1,0.0025387066150354682,0.017760678965799203,-0.03656118475070379
AR,MYC,1,-0.33637805869393916,-0.5057935642885338,-0.25471830662124995
BRCA1,MYC,1,-0.0735692682665373,0.027649082497964456,-0.08726719720870461
E2F1,MYC,1,-0.04814514442096877,-0.029583795817907606,-0.05119771283799865
ESR1,MYC,1,-0.22601759645715794,-0.15996008698775074,-0.18758674354505062
EZH2,MYC,-1,0.1281775122956634,0.2710450942935309,0.0345346667904434
FOXA1,MYC,1,-0.27126880453721014,-0.5140320623363352,-0.16362200780955702
FOXM1,MYC,1,0.06445296800472398,0.2984967704174638,-0.06442147894958505
GATA3,MYC,1,-0.17878328626092466,-0.29230124900924226,-0.08580014301273815
HOXB13,MYC,-1,-0.07000709004613027,-0.14302389085359732,-0.06791896169798217
HTATIP2,MYC,1,0.26238269637896994,0.3322368772360763,0.18956238893810598
MYBL2,MYC,1,-0.015310628657255226,0.0006556539420381814,-0.024583701836640236
PGR,MYC,-1,-0.06254780449194322,-0.058983935326680476,0.011728192226284014
RB1,MYC,-1,0.24781101161436087,0.17492165812442945,0.2940392178387514
RUNX1,MYC,-1,-0.2846055319662771,-0.275073130290643,-0.25060793714341956
SMAD3,MYC,-1,-0.11974369951856446,-0.17708991657634235,-0.06610378696018118
SMAD4,MYC,-1,0.2948660615755354,0.5426017706435778,0.2090789149465216
TP53,MYC,-1,0.12219119142469105,0.2584865932275618,0.0718224923776937
HIF1A,MYC,-1,0.2916343518029367,0.14050573932782384,0.28875218095128324
E2F4,MYC,-1,0.23737205671619674,0.1333257109041432,0.21354504306080785
EP300,MYC,-1,0.20251996593326269,0.20074406581753867,0.20577904081790271
AR,NCOA3,1,0.059951193818452354,0.4146668879404469,0.03048384220044781
E2F1,NCOA3,1,0.001366482824701347,-0.043070481063089416,0.0030453978869882685
ESR1,NCOA3,1,-0.10790662934863995,0.18733054367898755,-0.04536952666791897
GATA3,NCOA3,1,-0.21344852555901273,0.18032670681356272,-0.21311719064688048
NCOR1,NCOA3,1,-0.2880330825907181,-0.20258921667534122,-0.2822904691649502
AR,NCOR1,1,0.19102826081654886,-0.06462787817107941,0.20204198711395693
ESR1,NCOR1,1,0.3110890402473849,0.06073164781478353,0.2932904381001225
AR,NDRG1,1,-0.28231921000343,-0.1855717316885342,-0.15199245270802145
MYC,NDRG1,-1,0.24012745625494838,0.2104066009372313,0.205722290648678
TP53,NDRG1,1,-0.12564687249983106,0.0022921724071320987,-0.17033458648165495
HIF1A,NDRG1,1,0.17215999249693006,0.11856432442847828,0.08441187495463258
TP53,NEK2,-1,-0.041809051541401486,0.002662403414845458,-0.037600809487085864
E2F4,NEK2,1,0.055326929510915,0.14917702884383022,-0.07958200968995044
AR,NF1,1,0.21714065528661797,0.07679973597920851,0.25318555171275064
FOXA1,NF1,1,0.2590512519117641,0.03153360956959306,0.28713430206900026
RUNX1,NF1,-1,0.2337634143866635,0.1652415086808853,0.2412133980164786
TP53,NF1,1,0.10862746712478269,-0.0025970702651797527,0.14629597097592165
TWIST1,NF1,-1,-0.22169803507016966,-0.10959984135301114,-0.2402185690509466
SMAD3,NOTCH3,1,0.10595602147252238,0.09762444135361151,0.1510540066341169
E2F1,NUSAP1,1,0.07982962083311619,0.022280097742945926,0.08336910155003016
E2F4,NUSAP1,1,0.16567178680306321,0.1594640969858414,0.01709582072244456
SMAD4,PAK1,1,-0.005061846209628915,0.1282940699699225,-0.04430868408762584
HIF1A,PAK1,1,-0.256871626520723,-0.18421454362929152,-0.2700143908426431
ESR1,PGR,1,0.4748760896664189,0.3618357472748271,0.1912708498661607
NCOR1,PGR,1,0.2797212841154152,0.029025722533366424,0.25863674977659096
TP53,PIK3CA,-1,-0.055236457100332426,-0.04654455356081179,-0.04117903270027273
HIF1A,PIK3CA,1,0.10246427203468798,0.034021156215486376,0.09011398545437325
AR,PIK3R1,1,0.23110056935508191,0.46682804295334296,0.12001160628915175
ESR1,PIK3R1,1,0.08991889168792619,0.25298397625411173,-0.06383344731475081
MYC,PIK3R1,1,-0.21854750991927438,-0.31439352018271277,-0.1731489090739354
TP53,PIK3R1,1,-0.06285016531058447,-0.07210313982246079,-0.06892078328210971
HIF1A,PIK3R1,1,-0.15362278910793278,0.045147178293516006,-0.1516340972126038
AR,PLAU,-1,-0.21107910464659144,0.07382528270507954,-0.2114115544219515
E2F1,PLAU,1,-0.00414631924512763,0.05955543875281488,-0.029867678002763513
FOXM1,PLAU,1,0.11319095120329047,-0.1546830903406208,0.05411981553608738
MYC,PLAU,1,0.015317077347236667,-0.14988933871902269,0.015061347123967717
SMAD3,PLAU,1,-0.2552390664437156,-0.19998199096198016,-0.22785129060220383
TP53,PLAU,-1,-0.010105190726330985,-0.11926059124473366,0.03703382781544324
ZEB1,PLAU,1,0.20153177539440414,0.1563652754517647,0.2617484853584556
HIF1A,PLAU,1,0.2976061166963845,0.23010342835330616,0.27915435895398816
E2F1,PLK1,1,0.029650611565128694,0.05449448290268116,0.0035899696019080236
FOXM1,PLK1,1,0.7651720179754898,0.6932166488007957,0.7062650222034845
MYBL2,PLK1,1,0.04747094861328624,0.008306977681162639,0.041374729238021664
TP53,PLK1,-1,-0.043097574031775276,0.035723207960495516,-0.03874437482214336
E2F4,PLK1,-1,0.35419994172482183,0.3277228182017853,0.18775074241602452
ESR1,PPM1D,1,-0.03773498399800208,-0.023139290997331825,-0.10458517975378141
TP53,PPM1D,1,-0.0033387184552444186,0.12964611851110058,-0.060975739150812586
DNMT3B,PRC1,1,0.5084073298788545,0.13616069675725012,0.4801035154922205
TP53,PRC1,-1,0.0009596318203713717,-0.01648957779277108,0.02679732686120026
E2F4,PRC1,1,0.21479548089310965,0.14226284404231745,0.05853847534022849
AR,PTEN,1,0.20077308416536524,0.17419265671773063,0.12494985314012601
EZH2,PTEN,1,-0.3331718822826565,-0.27545856274344105,-0.2485699580302167
MYC,PTEN,1,-0.14669423455943914,-0.15285113137474785,-0.11150169019845108
RUNX1,PTEN,1,0.27839196695342994,0.20611528169173216,0.24040481609387077
SMAD4,PTEN,1,0.22942205658482168,0.0802494878682603,0.2631095255385846
TBX3,PTEN,-1,0.24602324599250186,0.260240460268806,0.13193703317711425
TP53,PTEN,1,0.01853498333808756,-0.0124230821179863,0.012673100327049882
HIF1A,PTEN,1,-0.20025868092971288,-0.1361471378747473,-0.14833596090176304
E2F1,RACGAP1,1,0.07060523917649686,0.021559729902377617,0.07759627462892496
E2F1,RAD51,1,0.086630084093229,0.018867381254849845,0.09646973083066802
MYC,RAD51,1,-0.20889789616067422,-0.15156872168422025,-0.25567584410201516
TP53,RAD51,1,-0.18195094103044385,-0.17481710898702413,-0.18003866529657883
E2F4,RAD51,-1,0.13810513646916525,0.1667266095341206,0.04360495551838976
EP300,RAD51,1,-0.29901883501139226,-0.35468205279408677,-0.28643967006266735
DNMT3A,RASSF1,1,0.02032924140872564,0.08594241698075186,0.008029119736650055
DNMT3B,RASSF1,1,0.051872744989582886,-0.004561936799218661,0.03389780555151774
E2F1,RASSF1,1,0.031093955896125902,0.06252502416559591,0.015986051279620186
EZH2,RASSF1,1,0.0553484847418271,0.011068852711679325,0.028551853431435435
MYC,RASSF1,1,-0.07897779111145078,-0.005095505922088606,-0.11549537930372274
TP53,RASSF1,-1,-0.025270568776150908,0.0036392881033977674,-0.021770279482601775
DNMT3A,RB1,1,0.057111358152225046,-0.034402689208665675,0.05864268487129477
E2F1,RB1,1,-0.056404935530906884,-0.04492016661281509,-0.056440332711761895
MYBL2,RB1,1,-0.04185730353170748,-0.10048658919226564,-0.01845895008712062
NCOR1,RB1,1,0.2883805296918085,0.2567569704087767,0.2699953785414089
PGR,RB1,1,0.15408382726089723,0.0639481624878955,0.08191523115185162
TP53,RB1,-1,0.149416382420481,0.1433338285815231,0.1399433331962264
E2F4,RB1,-1,-0.1291961870188108,-0.1229058468448506,-0.06132078453640621
E2F4,RFC4,1,0.1362628079825724,0.09916638021469186,0.019664394429386237
E2F1,RRM2,1,-0.03220427792807089,-0.11969130443841815,-0.011922682916181771
E2F4,RRM2,-1,0.14711685411380468,0.016459630808484248,0.05102679264356551
CBFB,RUNX1,1,-0.31596368561109295,-0.2056895810132772,-0.28558207202224994
TP53,RUNX1,1,0.012390743175619988,-0.07638908811676555,0.039557139580042186
TRPS1,RUNX1,-1,-0.0995037012394908,-0.20240548421337665,-0.18943455975217302
AR,SERPINE1,1,-0.1677158315043958,0.09439240907118882,-0.22583213636066132
E2F1,SERPINE1,-1,-0.10620167222523777,-0.05418224525841776,-0.12392526591967207
ESR1,SERPINE1,1,-0.19459332553914174,-0.07967128926176584,-0.24459463674233006
MYC,SERPINE1,1,0.3008258333952419,0.1074345016023866,0.35227378649943814
PGR,SERPINE1,1,-0.11024136080688521,-0.013969347805328632,-0.11148374134462322
SMAD3,SERPINE1,1,-0.18939010643878443,-0.12198775343790391,-0.1981452656694218
SMAD4,SERPINE1,1,0.02092111003806751,-0.05049533738823001,0.036319396004060193
TP53,SERPINE1,1,0.042287486560596305,0.06746452222481106,0.027772865571175375
ZEB1,SERPINE1,-1,0.29891692321511365,0.27176079156784105,0.3240176556123967
HIF1A,SERPINE1,1,0.3348856701031047,0.30703038750392264,0.33741992487748323
DNMT3A,SFRP1,1,0.051688891429830186,-0.06805316598623422,0.10733179091873545
EZH2,SFRP1,1,-0.06545788472656618,0.13810097934565252,-0.29709046941164274
MYC,SFRP1,-1,0.3521690664134536,0.5105864762736407,0.25989885393763673
RUNX1,SFRP1,1,0.046367295164406346,0.006018367958495895,0.14865344452064402
ESR1,SIAH2,1,0.5401959520703693,0.0278553515277521,0.37284621806148094
NCOR1,SIAH2,1,0.23811115076207232,0.13572877071247344,0.19597627278543941
AR,SLC39A6,1,0.28845387351266283,0.20575953561859414,0.09904246017699074
AR,SMAD3,-1,0.22570227174762056,0.019131034962232975,0.20538570677674756
ARID1A,SMAD3,1,-0.03212252181019113,-0.02572688547537163,-0.0853045624537181
TP53,SMAD3,1,-0.057971472742567746,-0.03462445517448293,-0.07563572795297742
HIF1A,SMAD4,1,0.12871897916179292,0.08282498836481773,0.13912633516222986
ESR1,STC2,1,0.5579774800523903,0.2260285482830967,0.38371917183279863
HIF1A,STC2,1,-0.34329504152411094,-0.09657360503088869,-0.3004604036837264
MYC,TBX3,1,-0.012807791984056578,-0.08896353559876835,0.08595406667502194
TP53,TBX3,1,-0.0034098013630633928,0.007026451383433741,-0.028212486137105627
AR,TGFB1,1,-0.027590380392560725,-0.0003788176241287353,-0.036531761454549914
E2F1,TGFB1,1,0.03935815520298917,0.04148524584774296,0.04437582033441508
FOXC1,TGFB1,1,-0.007010163338891629,-0.07812961677435433,0.004620128066928897
HTATIP2,TGFB1,1,0.03853026822819326,0.1381247794680429,0.004108656901730674
MYC,TGFB1,1,-0.0663335448527486,-0.06627842571855465,-0.07354723379692259
SMAD3,TGFB1,1,-0.02273616363270515,-0.026551802557371336,-0.012104936433304628
SMAD4,TGFB1,1,-0.034010936419468424,-0.07071454485584062,-0.018168097824163253
TP53,TGFB1,1,-0.025182840391255738,-0.08278892696609802,-0.010590892470877111
ZEB1,TGFB1,1,-0.02196445091644834,-0.019291221471276404,-0.01916306373493053
HIF1A,TGFB1,1,-0.0409264217542996,-0.019119924362119498,-0.04751517188046736
E2F1,TOP2A,1,0.06774422472260805,-0.023159817757026493,0.082508469086686
AR,TP53,1,0.050601291675966956,-0.12089726796897006,0.12486063237919602
E2F1,TP53,1,-0.029981153196437217,-0.004401320982635036,-0.038158154251323156
ESR1,TP53,-1,0.04499052796598969,0.045136256029618564,0.0415419517343603
EZH2,TP53,-1,0.04728390119221909,0.14165755308608113,0.047163686794112966
FOXM1,TP53,-1,-0.011813831219558667,0.02330388021070553,0.0045639140903289705
MYBL2,TP53,1,-0.020206500104883212,0.004285099526006805,-0.02075871421949905
MYC,TP53,1,0.12219119142469105,0.2584865932275618,0.0718224923776937
NCOA3,TP53,1,-0.15884793578561787,-0.11909852247439405,-0.1745249387332126
RUNX1,TP53,1,0.012390743175619988,-0.07638908811676556,0.03955713958004219
TBX3,TP53,-1,-0.0034098013630633928,0.007026451383433742,-0.028212486137105627
TWIST1,TP53,-1,-0.03688927084252179,-0.03547462665313897,-0.040597793151695274
ZNF395,TP53,1,0.1347328567723046,0.12251054103491134,0.13874822841442327
HIF1A,TP53,1,0.09031447592481191,0.10575419573500358,0.08639633781708335
EZH2,TWIST1,-1,-0.11004376393332911,-0.25596462691735533,-0.12715469426281312
TP53,TWIST1,1,-0.03688927084252179,-0.03547462665313897,-0.040597793151695274
HIF1A,TWIST1,1,0.28235363931223156,0.09722462167971799,0.3357556509155985
AR,UBE2C,1,-0.22476115347273323,-0.36098555404433363,-0.039370082502502284
FOXA1,UBE2C,1,-0.3192924332901135,-0.38594061002411334,-0.09927071654562848
MYC,UBE2C,1,0.0883414796221195,0.1869719404822858,0.0006147313238768665
NCOA3,UBE2C,1,0.3763252662636491,-0.09043694405632623,0.4504736172731308
E2F4,UBE2C,1,0.29099973550640074,0.2214474846560331,0.13082394509456924
AR,VEGFA,1,-0.03404729508332707,0.03248283959632423,0.08565082280675311
BRCA1,VEGFA,1,0.09299526678792908,0.06596937522806089,0.1245026993616748
DNMT3A,VEGFA,1,-0.09963453089480702,-0.23056312563058284,-0.0325973163164225
E2F1,VEGFA,-1,0.03455538329378194,-0.035293717309557576,0.026937540191448096
ESR1,VEGFA,1,-0.20003798027844708,-0.23336620329722196,0.02807691294941933
FOXM1,VEGFA,1,0.27234040786110664,0.11266593695208263,0.16659397823896804
HTATIP2,VEGFA,-1,0.05268782850632083,0.017087215831695,-0.05661404410503118
MYC,VEGFA,1,-0.03743347613272775,-0.02473623581606132,-0.08664408427775269
PGR,VEGFA,-1,-0.24487992900147865,-0.12583346717950217,-0.09589133489405223
RB1,VEGFA,1,-0.1239491766150606,-0.08003622328394121,-0.0797024096993877
RUNX1,VEGFA,-1,0.020345347768107737,0.09440517705506506,0.08871379491533611
SMAD3,VEGFA,1,-0.11417756715299435,-0.23895459628344237,0.018475591423750153
SMAD4,VEGFA,-1,-0.1509524939964894,-0.08033642554766099,-0.1474806137851326
TP53,VEGFA,-1,-0.09798121463982103,-0.016840743454505546,-0.11166097221022317
TWIST1,VEGFA,1,-0.031823679959728964,0.0057011133976065135,-0.06628736769066221
TRPS1,VEGFA,1,-0.15947112446900782,0.014666681604391267,-0.06823607488966754
HIF1A,VEGFA,1,0.042074289145685784,0.09206381980252444,-0.056505869896004604
EP300,VEGFA,1,-0.08634440784721428,0.023682503305495244,-0.10654838428955642
DNMT3A,WIF1,1,0.015730181408967245,-0.07387740964915236,0.036717811793956105
DNMT3B,WIF1,1,-0.07247939873153225,-0.15736596707553163,-0.09893192561518523
ESR1,WIF1,1,-0.1345796657549418,-0.02128310073428635,-0.10487491859969642
MYC,WIF1,1,0.13113726461586062,0.21752989549533705,0.08136543933268534
MYC,XRCC4,1,-0.03358615841308725,-0.07299244699562978,-0.009010505428691837
E2F1,ZEB1,1,-0.057132681952273,-0.03158300986894458,-0.050734610209913426
ESR1,ZEB1,1,-0.0379318251895541,0.11299341445699357,-0.23983878521101448
GATA3,ZEB1,1,0.017126881679082096,0.07298176722733049,-0.1469688526971574
PGR,ZEB1,1,0.1326443059082686,0.21386508248707634,0.030651238960476467
TWIST1,ZEB1,1,0.374991141959475,0.3168814992803215,0.40625198358798925
EP300,ZEB1,1,0.09073515877986474,0.17707268955467234,0.06053347509345473
AR,TRPS1,1,0.12920649224541728,-0.20476805684821928,0.07371508194615457
ESR1,TRPS1,1,0.4111980652560691,-0.017068786203245045,0.30070131335863787
MYC,CCT3,1,0.07985646472118965,0.2324057007377041,0.011363665242443997
TP53,BNIP3L,1,0.10985146482942329,0.06278174429915076,0.11437687910921836
HIF1A,BNIP3L,1,0.15066913291908937,0.4418192459874964,0.1703947376896278
E2F1,SIAH1,1,-0.0026681609266714125,-0.050944379452586765,0.006574140436355296
TP53,SIAH1,1,0.05883707742240808,0.10297871271112173,0.05320579314719817
TP53,CDC42BPA,1,-0.021837391525199007,-0.12488462968472155,0.01986509263924621
DNMT3B,DLC1,1,0.12904261147559268,0.13932993249025366,0.21281619230491675
ESR1,DLC1,1,0.1440257841525882,0.23270731051004268,0.044298548143620504
ESR1,RNF115,1,0.16073867898734273,0.007820738873141084,0.15779438435948573
MYC,NIT1,1,-0.3329366135488211,-0.3365861610905343,-0.32203948110388714
AR,CCAR2,1,0.22064442769198817,0.07876670770008107,0.24770015498911865
ESR1,CCAR2,1,0.1241882831287046,0.0910601783460382,0.11937757836596787
TP53,CCAR2,1,0.05039744111056154,0.026039390997231578,0.06738887990091709
E2F1,RNF2,1,0.041183705449049125,0.07979734406726875,0.026725468798163128
AR,BTG2,-1,0.22755409179743089,0.14812295723234312,0.049741486130623895
ESR1,BTG2,-1,0.358662970943677,0.36636090417022765,0.021575992142594667
FOXM1,BTG2,1,-0.48142383656586235,-0.2811164505304766,-0.352679913984263
TP53,BTG2,1,0.09513629411614305,0.10055526424681462,0.0839731683439501
HIF1A,BTG2,1,-0.07317787655249938,0.022466465524029557,0.05791846287829454
CNOT7,PMP22,1,0.237916999529452,0.049262834305506265,0.2296740305961253
MYC,RGS2,1,0.335551913724502,0.2915582722649588,0.32101148685676684
PITX2,RGS2,1,0.26653585815879804,0.14099407691735852,0.2946025748102233
MYC,PEX19,-1,-0.021863443536292528,0.07198477190844299,0.032065625743735685
FOXA1,LOXL2,1,0.022080040156132495,-0.019968442335015924,0.01688585113366604
SMAD3,ITGA11,1,-0.09865013387795239,-0.0767557523938245,-0.13377098543780316
MYC,IER3,-1,-0.025810411083956545,-0.12649736774881395,0.054682630491554925
RUNX1,IER3,1,0.06195133969421033,0.07377084024378557,0.0006397045938081772
TP53,IER3,1,-0.007136201906094072,-0.03928001541240756,-0.025238038054980053
ESR1,LDLR,1,-0.08695539470549618,0.03003988789173879,0.0075827725799250765
TP53,CSNK2A2,1,-0.02585856308699955,0.11360059304187256,-0.05951118867437947
ESR1,MICB,1,-0.06256933059319687,0.024675916182674278,-0.1068561395334751
E2F1,DUSP1,1,-0.1138685145662106,-0.06879217135126463,-0.11625661025635481
MYC,DUSP1,-1,0.3698741005206421,0.15486817395208768,0.46161283068650294
PGR,DUSP1,1,0.0929663987225248,0.1443358272340015,-0.0035292660192261602
TP53,DUSP1,1,-0.00060883626694807,0.06265590369277248,-0.034910021749451556
FOXA1,UCP2,-1,-0.04394355131811127,0.4794400870296322,-0.14811447830296176
SMAD4,UCP2,1,-0.331250562964116,-0.46634651779209424,-0.2840838707260123
HIF1A,UCP2,1,0.01303728977551611,-0.028001721327180953,0.023519564143981587
AR,MAPT,1,0.44362813243763666,0.5372691416503591,0.295839952027094
BRCA1,HIF1A,1,-0.14065611975368303,-0.0539202654780995,-0.15008094374226527
MYC,HIF1A,-1,0.2916343518029367,0.14050573932782384,0.28875218095128324
TP53,HIF1A,-1,0.09031447592481191,0.10575419573500358,0.08639633781708335
MYC,NID1,1,0.29184013703804945,0.18604453443373584,0.32118924468366417
TP53,E2F4,1,-0.027761647317879626,0.08318687903512116,-0.05212171227699003
MYC,SLC25A3,1,0.36543955491478336,0.34819956924939044,0.3980151589567449
ESR1,PKIB,1,0.5124245595272527,0.13700996726442116,0.3839059094625734
MYC,RAD50,1,-0.1694115665029519,-0.09886763056800658,-0.12531273232865275
E2F1,MCPH1,1,-0.02891725109041006,0.04541414413855077,-0.0457426966264607
MYC,TFRC,1,0.11076967371747568,0.13153180319492566,0.05455887943671092
TP53,TFRC,1,-8.767247561449452e-05,-0.08806724483994485,0.03620619795723995
HIF1A,TFRC,1,0.24846222782087765,0.10815819038674371,0.1861717283224551
MYC,RPS12,1,0.3123517217013659,0.3458056261432325,0.2845376406702013
ZBTB4,RPS12,1,-0.08802667069704757,-0.03321223299765844,-0.0947373982774294
AR,GAS6,1,-0.04233267893709711,0.0705981217837791,-0.10562009399061267
ESR1,GAS6,1,-0.07235089216391777,0.1064155705240126,-0.22329187837218062
EZH2,DACT3,-1,-0.4713658369933921,-0.49953946097518415,-0.42356911236294964
MYC,LBR,1,0.26810365680237613,0.39219857175831585,0.19014969500946496
AR,EP300,1,0.1766533799195314,0.1493754219555989,0.202924439991766
BRCA1,EP300,1,-0.11879050127898476,-0.055284565103515024,-0.14190235203869056
ESR1,EP300,1,0.06242027558380064,0.05850105457487945,0.08983059516937356
MYC,EP300,1,0.20251996593326269,0.20074406581753867,0.2057790408179027
NCOA3,EP300,1,-0.04762969776087732,-0.07192137423994648,-0.039368573396164
MYC,SHMT1,1,-0.031037586398682412,0.08800274742245914,-0.05702449418126848
MYC,PRKCQ,1,0.15825741827144246,0.14687706102647266,0.11504450655379007
RUNX1,PRKCQ,1,-0.2630681806246459,-0.2414332688881678,-0.2231216118977297
RUNX1,LGALS3,1,-0.038343138835331685,-0.04815301648184317,-0.023431030556309195
HIF1A,LGALS3,1,0.25552745943103383,0.25127335282914365,0.24973186575503095
HIF1A,WSB1,1,0.2037044336541087,0.24621156199971317,0.18522483399872197
MYC,ESD,1,0.33339264882324865,0.38439868006301753,0.3456188804481501
TP53,CACYBP,1,0.12590934041329183,0.12650267988863728,0.1294385952494278
ESR1,SERINC1,1,0.27590165010478385,0.09386154205367736,0.16948491640495802
