tf,target,edge_sign,coexpr__pooled,coexpr__INTCLUST=1,coexpr__INTCLUST=10,coexpr__INTCLUST=2,coexpr__INTCLUST=3,coexpr__INTCLUST=4ER+,coexpr__INTCLUST=4ER-,coexpr__INTCLUST=5,coexpr__INTCLUST=6,coexpr__INTCLUST=7,coexpr__INTCLUST=8,coexpr__INTCLUST=9
HIF1A,AR,1,-0.30839674333292094,-0.13699242583631388,0.042389868196319805,-0.4000381170192491,-0.21811853516228866,-0.4521759432860952,0.2215126050420168,-0.16333169489253316,-0.09116869381279745,-0.20566773973270902,-0.30911162124376473,-0.2415068112315819
E2F4,AR,1,-0.3343945731445207,-0.17684883231643173,-0.07006075390940972,-0.44608347627215544,-0.1179921805071259,-0.098091781957518,-0.38599692706819433,-0.056678135752267746,0.18231335688209988,0.00861867134913667,-0.01015290758156865,-0.1530998053933834
BRCA1,ASPM,1,0.3952356582426509,0.17670418682937092,0.18633024958221156,0.338059843720221,0.4513680281898599,0.48857255384731485,0.5342136854741897,0.35891317510517906,0.5111052353252248,0.3803336259877086,0.5720707892244679,0.38805575955937605
BRCA1,ATM,1,-0.16721965090509996,-0.04398537765621713,-0.15596016886339467,-0.031599008957499515,0.06412384325514049,-0.043974029710652486,-0.17915966386554621,0.0015863085928772508,-0.12236911686938126,-0.1776168178714272,-0.10117642591495647,0.0698268692126543
E2F1,ATM,1,-0.012996530712425153,-0.05935724805386071,0.0064612806548290415,0.07482370878597293,0.03502912716463965,-0.04000962211955483,-0.09426170468187275,0.0896197327852004,-0.25885774722369115,0.03165057067603161,0.04406758179884732,-0.03040496710221481
MYC,ATM,1,0.1550548826823255,0.21399642331159266,0.040523992136895365,0.14800838574423478,0.2417288342093421,0.21434214653450398,0.44009603841536615,0.20559899906162027,0.1813855103120042,0.32153448444054245,0.12241917945354434,0.11517004911500325
RBBP8,ATM,1,0.05943624678047313,0.1622001893540921,-0.12267600788604009,-0.06994473032208881,0.14677340405895425,-0.05726121360544713,-0.04441776710684273,0.2671879887394432,0.15293495505023796,0.003189932689493708,0.22193926551205684,-0.01033268464461125
TWIST1,ATM,1,0.10806002236127848,-0.09605775299810645,0.09376107763204537,0.16043453401943966,-0.011874332279265683,0.09682965310843987,0.08398559423769507,0.08810938826578488,0.2255420412480169,0.2149741488635255,-0.07107079364531423,0.05571309424520434
E2F1,AURKA,1,0.08912306279020238,-0.021460130443930147,0.027224388514711095,0.04913283781208309,0.02511211585968758,0.07958058878881569,-0.0035054021608643456,0.17024889405245988,-0.15388683236382864,0.16032094429811727,0.03988471218360758,0.2287832452970068
ESR1,AURKA,1,-0.32236264789896074,-0.010467073427309067,-0.05108117688762849,-0.26944920907185055,-0.014631846720400648,0.03143225721246253,-0.15303721488595437,-0.032414316993610075,0.18831306187202537,-0.17984099112281732,0.0019267233620755544,-0.2858122509498657
GATA3,AURKA,1,-0.36333295138909283,-0.06280244056385441,-0.17771260997067448,-0.08877453783114159,-0.1171104873098622,0.03883515752683227,0.011188475390156062,-0.07582108226462307,-0.16092014806980431,-0.020168764023022145,-0.08630704780315564,-0.3013159114076545
MYC,AURKA,1,0.1349308478752157,-0.04025089417210183,0.01736328187941091,-0.0764246235944349,-0.08765577599480823,-0.20255033335455858,-0.33464585834333727,0.0071495598552214126,-0.04309888947646748,0.0531557896790557,0.047325789835757553,-0.10917431192660551
TP53,AURKA,-1,0.004568165825283375,0.28687144961077216,0.06816409397054557,0.16173051267390887,0.04345105626149857,-0.048579911938739166,0.007635054021608643,0.04003753518923991,0.1464304600740349,-0.00914057165154619,0.04136068981331939,0.28526549902696696
HIF1A,AURKA,1,0.12638337956746526,0.1013044393014938,-0.04501627404853211,-0.046388412426148266,-0.10108457744948281,-0.025640118578473335,0.02280912364945978,-0.006296081147504356,0.12194606028556318,-0.02099307384645401,-0.13658037424887623,0.11567046612918173
E2F1,AURKB,1,0.08799904047599359,0.10219861140332422,-0.10005486453458223,-0.03487707261292167,0.043080040774969304,0.0308332331029213,-0.04873949579831932,0.16610698893421172,-0.033104177683765196,0.11485708711345237,0.05142856015664473,0.3028356964136781
FOXM1,AURKB,1,0.8781194542807687,0.7132994950557542,0.5634966352170911,0.7122165046693347,0.7843261262860798,0.8449329399584457,0.8150300120048019,0.6451397406954317,0.826599682707562,0.7355087308555264,0.8072600076734613,0.8164025576869615
E2F4,AURKB,1,0.3306007057113447,-0.04543183252682515,0.10053930114834085,-0.05507909281494187,0.13920864674776112,0.2993446672804275,0.45082597055439266,0.21928195916306384,-0.03574875395280624,0.16136962247585604,0.05503718945602342,0.15284959688629413
DNMT3B,BAG1,1,-0.09405744853576024,0.09152114454029034,-0.006817387157024668,-0.007204116638078901,-0.12550184298632636,-0.09160823823236003,0.02559423769507803,-0.14774565440815046,-0.3502161583616263,-0.15081455467759244,-0.06168475158602304,-0.288305069039014
TP53,BAG1,-1,0.053627938436449335,0.08502524721228696,0.012271599368373564,-0.0489803697350867,0.034497705642680246,-0.04087042448169085,-0.19932773109243698,0.15722775816613788,-0.017715494447382334,-0.14684908789386403,0.0566008891431333,0.16105087572977483
E2F1,BBC3,1,0.029794138584760998,0.10243530401851461,0.15529631658663917,0.06072041166380788,0.07042008626416181,-0.01369265346455263,-0.1287394957983193,-0.021126949372179273,-0.0588048651507139,-0.11156472539264463,0.02737308933425043,0.15418404225743676
