tf,target,edge_sign,coexpr__pooled,coexpr__CLAUDIN_SUBTYPE=Basal,coexpr__CLAUDIN_SUBTYPE=Her2,coexpr__CLAUDIN_SUBTYPE=LumA,coexpr__CLAUDIN_SUBTYPE=LumB,coexpr__CLAUDIN_SUBTYPE=Normal,coexpr__CLAUDIN_SUBTYPE=claudin-low
SMAD3,BCL2,-1,0.42665747131968396,0.45813037537175466,0.5053207665366326,0.3732814489608166,0.3830025953416313,0.3801916680833981,0.4994440499647251
SMAD4,BCL2,1,0.30692960037656886,0.17840625593435572,0.014135937811441098,0.3339735120477007,0.33506643638714056,0.4121700396784067,0.30578200112579956
TP53,BCL2,-1,0.08542808897968011,0.04422875974600113,0.0071858538113272015,0.06123883695534782,0.06310353643473413,0.257847392093427,-0.0578302194803979
TWIST1,BCL2,1,-0.2568130702192581,-0.06373281890523269,-0.07577095019789858,-0.23588119952479805,-0.3443580605515495,-0.28424208948157503,0.12025187847183376
TRPS1,BCL2,1,0.32310668842669793,-0.030869705007636045,0.15990099940262814,0.22293619849713942,0.06392643992275826,0.28066022382328704,0.14784634756401638
TOX3,BCL2,1,0.18929827899142773,-0.03473598860220847,-0.351721859961844,-0.02370657596421953,0.06933704852580076,0.12461556974609929,0.41329120137720343
HIF1A,BCL2,1,-0.3613182131315642,-0.23911261152640462,-0.5204829294683789,-0.24533109332437328,-0.33539884613844484,-0.11154422788605699,-0.3847562381703649
E2F1,BIRC5,1,0.09714595032368112,-0.032151756289687326,0.1763364560494319,0.03209811393316524,0.06523814950916221,0.03308608853468003,0.05505846037229244
ESR1,BIRC5,1,-0.27441073618632295,-0.2288642392090668,0.0986167032090891,0.09034480937923751,-0.06500374250344218,0.034664246823956454,-0.6401781779907713
FOXM1,BIRC5,-1,0.8185606346062021,0.5959086890121373,0.4467837922492098,0.6788808275233101,0.5216963551404747,0.750864041663379,0.9030614924119099
GATA3,BIRC5,1,-0.3171263529733683,-0.10546177959971063,0.1265468834534013,0.021599414397657588,-0.0650440937751233,-0.025637181409295356,-0.6000904132295559
MYBL2,BIRC5,1,0.07193922023103554,0.09502451571417088,-0.014060764828155697,0.020857523430093717,-0.01856250904823363,-0.10798548094373867,0.17607063191084707
MYC,BIRC5,1,0.04935381332157548,0.032770677598263805,-0.2535504997294911,-0.03963692654770619,0.04618280050146466,-0.30636786869723037,0.13975465137252302
RB1,BIRC5,1,-0.2700230964873115,-0.25601639739570775,-0.32985961421435006,-0.22200387467168492,-0.3255576774203174,-0.2136164034436394,-0.2558217852753508
RUNX1,BIRC5,1,-0.25210231561693774,-0.3232581014973313,0.03389510047859466,-0.0024352423254275298,-0.09365304186763779,0.000781191435307253,-0.1291196810878812
SMAD3,BIRC5,1,-0.03226789645310159,-0.08163732818905232,0.15213303340072326,0.23539258016800946,0.17158547936274915,-0.019991399003544703,-0.3264534040809244
TP53,BIRC5,-1,-0.06113155778431032,-0.07953942609115022,-0.030382414077849595,-0.0032075648302593205,-0.13787783113454838,-0.3232068176438097,0.280822121103498
HIF1A,BIRC5,1,0.03385082339978923,0.03913672534362189,-0.32511062387881196,-0.12705823623294493,-0.025786618779050606,-0.15792630000789082,0.1508462541296699
E2F4,BIRC5,-1,0.26419545246726805,0.13382391653414316,0.03572770947661359,0.03356428550702848,0.10097941206322923,0.2873133077062922,0.31229729683957885
EP300,BIRC5,-1,-0.15033723098971566,-0.12191544088095813,-0.30709092348359057,-0.14678761819627864,-0.05064794613504244,-0.2645082636660044,-0.0017557518567817912
DNMT3A,BRCA1,1,-0.1091351917569719,-0.0883289124668435,0.024630569925760896,-0.05810534339401481,-0.0704003454808384,-0.15484100055235542,-0.20374712606937614
DNMT3B,BRCA1,1,0.22970001552094135,0.1828150699453036,0.2752642588139395,0.22212297381570095,0.08769796480921893,0.16195849443699203,0.3148960362018224
E2F1,BRCA1,1,0.08127450249127233,0.09352142110762801,0.022367392219253726,0.06316072422218381,0.14380269152222863,-0.10063126331571057,0.03985716536260042
ESR1,BRCA1,1,0.16929922747952966,-0.01352383248934973,0.19979737452514673,0.22294089181531204,0.11074883951590794,0.16680344038507064,-0.19502087951980526
EZH2,BRCA1,1,0.24922112584608963,0.16319829595691665,0.06845643011273077,0.2410214895001495,0.08785382548240614,0.14708858811791448,0.3246964810658614
FOXA1,BRCA1,1,0.15845187046711423,0.00702113977976047,0.164610703386059,0.08851500043308198,0.14170288526993768,0.18249822457192458,-0.13343029162832853
MYC,BRCA1,1,-0.0735692682665373,0.08065268065268066,-0.0655759364309662,-0.08391869371692103,-0.014884998875708842,-0.03579263000078909,0.0003904207639917897
NCOA3,BRCA1,1,0.13828676404422463,0.05869309007828909,0.20456870021207915,0.1431766939416651,0.10648766301747563,0.149728063063621,-0.003792332684154168
RB1,BRCA1,-1,-0.11565416570654036,-0.10827505827505826,-0.21934501402676954,-0.16773078705084268,-0.08122204624580445,-0.16329268244695247,-0.1192519894929525
TP53,BRCA1,-1,-0.016483996209051832,0.08496503496503496,-0.008606172502733536,0.008001776583234267,-0.10533437651124754,-0.16088534680028407,0.13197820036576258
TOX3,BRCA1,-1,0.03777112291200079,-0.10014076454948846,-0.22588583153614616,0.007660375560747311,-0.028204003123990108,0.07326614311176395,-0.10405512467208079
CTBP1,BRCA1,-1,-0.02668057642552114,0.008632746563781046,-0.1349264699601403,-0.14792873036579043,0.013447754343922204,-0.14399905310502645,0.042802444810257786
HIF1A,BRCA1,1,-0.14065611975368303,-0.09786994614580821,-0.21735141510377684,-0.1823747266298873,-0.13048276754279237,-0.10704647676161921,0.0897762272568489
E2F4,BRCA1,-1,-0.1157763610504189,0.011200890605461498,-0.10746451914552693,-0.10982339092270142,-0.1606253957160346,-0.04898632320564286,0.07649322524905625
EP300,BRCA1,1,-0.11879050127898476,-0.04073627521903384,-0.18456582996763,-0.11185601284677296,-0.06379199190264,-0.008691741070615547,-0.08142441933473213
BRCA1,BRCA2,1,0.030412447226537125,-0.044715055059882644,0.03859109803303569,0.002214537017594741,-0.027957886825463806,0.0578789552592125,0.0007100634947453017
ESR1,BRCA2,1,-0.11706557438785334,0.00011253114701390564,-0.00499216948090777,-0.14496729986919946,-0.14547619120958327,-0.10290381125226862,-0.036190406608385135
FOXM1,BRCA2,1,0.11171433692866703,0.1969295072743349,0.09148893761211879,-0.02844184176736707,0.09193621418824638,0.20191746232147087,-0.057798255207322555
MYC,BRCA2,1,-0.10660342002537739,-0.20539345711759505,-0.08397391725276913,-0.14662225048900196,-0.08241824247109955,-0.11943501933243905,-0.13136174652788082
TP53,BRCA2,-1,-0.023754439467804443,-0.03466361224981915,0.02934821606537771,0.006533306133224533,0.08091230836996265,-0.24343880691233333,-0.1395948300071463
CTBP1,BRCA2,-1,-0.10131574225805293,-0.06933928140824694,0.01924086676727697,-0.08914634058536235,-0.18078170578070468,-0.04205002761777007,-0.17007961387158124
ESR1,CA12,1,0.6688451370008627,0.41712081022425856,0.7495619163096173,0.2743796733066855,0.294895520752281,0.3956276779707954,0.7504549201007331
ESR1,CBFB,1,-0.39028431549171655,-0.11239495376247738,-0.2812483271163757,-0.22551693525385233,-0.15217257045575633,-0.148572352926087,-0.2601829273868166
MYC,CBFB,1,0.31956659758025996,0.26696715283212485,0.38479569463823,0.29235223465576204,0.0720458427621182,0.38814956265417955,-0.04486424285608559
AR,CCNB1,-1,-0.11525754672015631,-0.17313318865043004,-0.03110453031122754,0.04979079116316465,-0.0943138589676851,0.0600331413240748,-0.5052661139891641
BRCA1,CCNB1,1,0.44494548880785634,0.14752431476569405,0.3371122965416968,0.42074216126208175,0.26028849619127115,0.38071490570504224,0.49193701211674257
E2F1,CCNB1,1,0.09300050414421573,0.09171288481633309,0.01504712548762778,0.06355547327255587,0.11493027854698458,-0.05308135405981221,0.07329636132414284
FOXM1,CCNB1,1,0.6393821269284256,0.45988666505907894,0.34256670178535836,0.543185148740595,0.32328607203472054,0.6354296535942555,0.7317832183000028
MYBL2,CCNB1,1,0.09768010928649025,0.2807973635559843,0.037004470514536286,0.10637408949635799,0.05701757898530413,-0.16823956442831217,0.05521371541294415
MYC,CCNB1,1,-0.004254949006217294,0.09044289044289044,-0.15441783649876134,-0.06414764859059435,-0.03293187411635336,-0.09946342618164603,0.2333003796899009
TP53,CCNB1,-1,-0.08879967323268405,-0.11434370227473675,-0.09586263845781486,-0.06504256417025668,-0.12697251493151065,-0.2587627239012073,0.20193429515353123
E2F4,CCNB1,1,0.02147867294333581,0.04652971330632598,-0.12366083733694895,-0.07842100262294889,-0.10215884023616144,0.02219692770255692,0.17977951375506485
DNMT3B,CCNB2,1,0.4865397560522275,0.05830324964158723,0.18681055838719782,0.2983833606946435,0.315997658085585,0.24233409610983986,0.5431940071554308
MYBL2,CCNB2,-1,0.06259612727137244,0.1505425608873885,0.07534496995928129,0.007946527786111143,-0.016876072311943054,-0.1511796733212341,0.09024199237880402
MYC,CCNB2,1,0.163477826742062,0.3035005224660397,0.21010734929810074,0.12128294913179653,0.1199510856340232,-0.16648780872721536,0.1733536686994422
TP53,CCNB2,-1,-0.0062179240275288955,0.04661602765051041,0.058538113272017994,0.035424717698870796,-0.016522459641027692,-0.21563165785528288,0.22288459299206143
E2F4,CCNB2,-1,0.31546599329255,0.08377960730586667,0.08552986762711505,0.12451478095431942,0.12168362832643398,0.26123803305535037,0.2738920035251182
EP300,CCNB2,1,-0.07680998083858813,0.0691785226267985,0.11993400719498923,-0.04511557462784614,-0.05420116932477158,-0.15562674831158888,-0.08510031073839754
AR,CCND1,1,0.2746232074419428,0.06795992618018247,0.0033976452261310613,0.2197692397936824,0.11669643171550668,0.05680376722211691,0.03176574673953387
BRCA1,CCND1,1,0.25228720530875365,0.06059503870715345,0.20161442345176794,0.24676692317527069,0.20184778431754935,0.18879351681449566,0.014180769999226971
DNMT3A,CCND1,-1,0.002191102898374886,-0.13831921815648954,-0.07192464809916298,0.05563472045697321,0.05302424856051919,0.06471060541848576,-0.0851394160797253
E2F1,CCND1,1,-0.014691750163634039,-0.16130811657161975,0.0299090734136693,0.047467403610699344,-0.09637701190729196,0.0954936152029517,0.13255857758575412
ESR1,CCND1,1,0.51887847049379,0.10853814520961635,0.5582468925867012,0.2981435189926227,0.3554134975519637,0.39138059966417377,0.27066069237294493
EZH2,CCND1,1,-0.06986507200545312,-0.2688696355024115,-0.25838277557754985,0.18770081332131888,0.02324974641993268,0.0895459083266817,-0.08350723539108555
FOXA1,CCND1,1,0.39025454271605453,0.04738646971391475,0.06646878392937658,0.1783524989550665,0.1875345527474984,0.279311821156359,0.144145666258444
FOXM1,CCND1,1,0.02090593899254076,-0.028790380034402978,-0.024517034358857222,0.35309924509291457,0.16559687974497678,0.12387379840977861,0.037838979423150634
GATA3,CCND1,1,0.5198124596778592,-0.05297896134759546,0.47514639038982015,0.37617617832441697,0.4028175195763051,0.41789454810708726,0.18200062787286733
HOXB13,CCND1,-1,-0.0375882738856938,0.050244005863068174,-0.03257433986661824,-0.0718567911453513,-0.05960307129943382,0.06504597530206428,0.1243688461435987
HTATIP2,CCND1,-1,-0.18759226704341644,-0.1145144549899133,-0.3154980688609364,-0.07051174219481077,-0.13100257851855102,0.07191119409531868,-0.09018522218152719
MYBL2,CCND1,1,-0.02335643091680342,-0.02542443555491495,0.05028127673736363,-0.05926271885556519,-0.07725245345640405,0.074365312537505,-0.05703130797145235
MYC,CCND1,1,-0.15031186015367384,-0.004382761140157248,-0.11776035611279394,-0.13709444791282333,0.026806602119455576,-0.153413966860983,-0.012767487656686078
NCOA3,CCND1,1,0.012107686315624382,0.09609831382325372,0.23828520762008315,0.13602543319282973,0.06027375552408408,-0.014154609773830524,-0.1843203287775871
NCOR1,CCND1,1,0.15922093414848798,0.002230566192377142,-0.1994154638101911,0.15850369826611094,0.24416432756447135,0.02894044818880514,-0.2413151060261305
PGR,CCND1,1,0.2603762897912645,0.07490683368202733,0.29588330237109295,-0.04168472787223631,-0.003097121298593118,0.17400567771270406,0.24084477296867743
SMAD3,CCND1,1,0.4135836418512079,0.2684114651493827,0.574777239608773,0.42086210857281325,0.41694473111144514,0.28130542268102054,0.06494934216197225
SMAD4,CCND1,1,-0.058940879455750224,0.02497231884992261,-0.25727794290260947,-0.1696446650965804,0.07552841407166205,-0.013693036107017758,-0.27685981547469685
TP53,CCND1,-1,0.00455064306958485,0.11775982832386744,-0.1580092965605959,0.08730751632342389,-0.019534858870573213,0.004024438602942228,-0.07456377179757759
TRPS1,CCND1,1,0.21271576691827812,-0.024078057763119737,0.03851881719507646,0.007327547827337078,0.025781165059523114,0.08660845690462825,0.14206586040261965
BTG2,CCND1,-1,0.04753482696140666,-0.08463893464570525,-0.0785502756475923,-0.21703134609651598,-0.0848567513770781,-0.1604133336076688,0.04423413910240273
HIF1A,CCND1,1,-0.3622756372256296,-0.2310685718584418,-0.5143816183832954,-0.30884101608857645,-0.162159997663416,-0.2655656014576818,-0.27735038100565057
E2F4,CCND1,1,-0.22784155268610973,-0.16066539331709062,-0.06520399563337237,0.021378918627744763,-0.021719364402209528,0.1317044782510607,-0.1671027546609833
EP300,CCND1,1,-0.028601426204690528,-0.0697765314395599,-0.2644469768599469,0.035419314647705445,0.09731238514348393,-0.11904691453838301,-0.007322126773067284
E2F1,CCNE2,1,0.07984114687539251,0.016994229758699356,0.1697851133489915,-0.014865661246524338,0.10719285345040779,-0.007519924248402115,0.010854166262363274
EZH2,CCNE2,1,0.6247513718994236,0.5453566286441028,0.40412449336519163,0.5001979048486213,0.38086206360163694,0.49154598663787474,0.7390733058306381
FOXM1,CCNE2,1,0.6335251441586309,0.2532073920982229,0.31368223108990595,0.4576428875218392,0.46777969959708166,0.6933559536021464,0.720343114032002
