tf,target,edge_sign,coexpr__pooled,coexpr__CLAUDIN_SUBTYPE=Basal,coexpr__CLAUDIN_SUBTYPE=Her2,coexpr__CLAUDIN_SUBTYPE=LumA,coexpr__CLAUDIN_SUBTYPE=LumB,coexpr__CLAUDIN_SUBTYPE=Normal,coexpr__CLAUDIN_SUBTYPE=claudin-low
EZH2,AR,1,-0.1620652123971336,-0.15688047584599307,0.09370312366525244,0.12510004742180286,0.042239936571483686,0.16465746993141392,-0.4923702160478659
FOXA1,AR,-1,0.5113406923323334,0.5697612732095491,0.16086221133859163,0.2470179160716643,0.29154964284504187,0.24272074489071255,0.7841452639221531
FOXM1,AR,1,-0.18127107887357075,-0.39121855156337915,0.07843845211993508,0.23020191280765118,0.04728891818548648,0.22108419474473293,-0.6115062250421813
HOXB13,AR,-1,0.05311191096895667,0.06812153363877502,0.02968079956718585,0.043061405279094855,0.14968289981510075,0.12145506194271287,-0.04244170515697882
MYBL2,AR,1,-0.00023090367908670158,0.00022104332449160037,-0.022272843759788146,0.03387690350761403,-0.030468598393957783,0.16993608458928433,0.03768359479347654
MYC,AR,1,-0.33637805869393916,-0.3524234386303352,-0.12213901306984823,-0.19454151416605667,-0.17438094680716712,-0.41403771798311373,-0.28961686252394464
NCOA3,AR,1,0.05995119381845236,0.34629686751169675,0.0765067778164524,0.10287619372603515,0.042004611905712017,0.2384917511480833,0.10175826333538054
NCOR1,AR,1,0.19102826081654886,0.021698416526002733,0.05334662148694438,0.20495448381793527,0.23393480343386244,-0.0001499250374812594,0.2003863110717392
SMAD3,AR,1,0.22570227174762056,0.15626557350695283,0.008468350465559953,0.21276336747875418,0.22440945639825358,0.08036013714312187,0.17015267506718204
SMAD4,AR,-1,-0.19519085670150518,-0.23373345564421377,-0.22411458185028044,-0.13667534750347735,-0.03998180803939461,-0.43148286603887887,-0.029386616315287693
TP53,AR,-1,0.050601291675966956,0.01409452616349168,-0.047166491073208236,0.198313561254245,0.18005969524009005,-0.07558589126489387,-0.2448897118420782
TWIST1,AR,1,-0.2464575953768376,0.1631741821396994,-0.11331188245678975,-0.3191050844203377,-0.24432479385428568,-0.16372603172098163,0.16144469381651136
ZEB1,AR,-1,-0.05694350663846878,0.2754360581946789,-0.13876818816025513,-0.15737501727706957,-0.2536557944118109,-0.21212067411205585,0.3463717125315932
HIF1A,AR,1,-0.30839674333292094,0.09994775339602927,-0.06743358296079045,-0.2425770343081372,-0.3463873290846422,-0.2920224098477077,-0.1828287925039213
E2F4,AR,1,-0.3343945731445207,-0.06849945442392744,-0.10795991680854043,-0.14003070236944445,-0.16131290777714316,-0.02738120836397885,-0.3444238578185799
BRCA1,ASPM,1,0.3952356582426509,0.2044713090501284,0.3858471971566998,0.3941744705386318,0.2157426068592973,0.35781582892764147,0.46503222683674705
BRCA1,ATM,1,-0.16721965090509996,-0.19428100634997186,-0.12417558824318663,-0.1318676249649692,-0.008224574848528718,0.007393671585260002,-0.0911415583496389
E2F1,ATM,1,-0.012996530712425153,-0.05035768828872277,-0.14040832597739114,0.020069889242911677,0.012391228680821442,0.08578079381361951,0.004623403784113299
MYC,ATM,1,0.1550548826823255,0.06743428984808296,0.20491357954383665,0.15370074280297122,0.012950602034812983,0.3442910123885426,-0.014765210998449733
RBBP8,ATM,1,0.05943624678047313,-0.03361469497499383,0.11382006404537934,0.06584297211258261,0.15057991499278606,0.20072714073858616,-0.16270746834687766
TWIST1,ATM,1,0.10806002236127848,0.11605980226669882,0.0450001423730744,0.08628610514442057,-0.06207966141894784,0.034751045529866645,-0.04225905216797682
E2F1,AURKA,1,0.08912306279020238,0.05174021380917933,0.17496056265839005,0.007815487637093964,0.06282138555794105,0.01642862779136748,0.05799004084577466
ESR1,AURKA,1,-0.32236264789896074,-0.14412426653805965,-0.03745778638343916,-0.02529581318325273,-0.1775788620941386,-0.01229385307346327,-0.6006794691190873
GATA3,AURKA,1,-0.36333295138909283,-0.3202797202797203,-0.11013411543608873,-0.014570458281833128,-0.20498846446469882,-0.1345537757437071,-0.5535184673587692
MYC,AURKA,1,0.1349308478752157,0.13987219676874849,0.21228736581337734,0.09589881559526238,0.13011067337339713,-0.14192377495462796,0.08899538572886533
TP53,AURKA,-1,0.004568165825283375,0.0870749939715457,0.12859249978644036,-0.013640310561242243,-0.018610252919306694,-0.1615955180304585,0.29796410412133634
HIF1A,AURKA,1,0.12638337956746526,0.0039064383891970105,0.06999402033087503,-0.08263377053508214,0.12069311779799105,-0.09931350114416476,0.14516117984698246
E2F1,AURKB,1,0.08799904047599359,-0.046513590661536486,0.11598172839873652,0.028740405720701835,0.048327890146580774,0.06263710250138088,0.05266576633864822
FOXM1,AURKB,1,0.8781194542807687,0.6055970235484766,0.6825050158063782,0.7617572275932581,0.720158133873673,0.8482521896946265,0.9062384058034826
E2F4,AURKB,1,0.3306007057113447,0.13876538893199555,0.12257203662754905,0.11704113106338451,0.12644185605785896,0.3324725744114942,0.36365431772170936
DNMT3B,BAG1,1,-0.09405744853576024,-0.17225320739218505,-0.11996583046214299,-0.08249500395989595,-0.013117862626528374,-0.07459954233409612,0.09129681339029061
TP53,BAG1,-1,0.053627938436449335,-0.006993006993006993,0.24823144166975142,-0.022118488473953896,0.10478824823116659,0.02260711749388464,0.020984545273968064
E2F1,BBC3,1,0.029794138584760998,0.14708624708624707,0.018523306472279958,0.025230582133396504,-0.002475288696407505,0.03741024224729741,0.019450260166351208
MYC,BBC3,1,0.01811882331813122,-0.10145486697210836,0.010165437512457643,0.058016392065568266,0.09851254739734297,0.08620689655172414,0.03223596939649169
SMAD3,BBC3,1,0.0038940986200858446,-0.07756611204887066,-0.03621857114382528,0.013736408264328315,-0.015121871245704733,-0.022417826946544504,0.06694916995632309
SMAD4,BBC3,1,-0.08236753844413963,-0.0663331588429308,-0.17866454056208886,-0.0976880941975222,-0.03545584168004434,-0.045585371965044905,0.024375069208454
TP53,BBC3,1,-0.012833123602129513,0.00793344586448035,-0.030865343546228535,-0.1010997323989296,0.007497019858370115,0.02146295273415924,0.10948448477016544
AR,BCL2,1,0.2639710462314973,0.025862068965517244,-0.06486631168313449,0.058242376969507875,0.16150242261642575,-0.021076303953286517,0.46464865555984275
E2F1,BCL2,1,0.003138776537937702,-0.05372156579053131,0.036569378399157144,0.027151309908502543,0.07927453957966911,0.10364554564822852,0.00014840555356413057
ESR1,BCL2,1,0.6331110195252685,0.2705891809340085,0.6259665708021298,0.3149510518042072,0.44195515772418825,0.452726268444725,0.6063417117781497
EZH2,BCL2,1,-0.342188071009464,-0.1644361385740696,-0.30344941484666416,-0.10269888097848459,-0.10891010958992377,-0.10533043740736467,-0.4737966266188349
FOXA1,BCL2,-1,0.4887853999862804,0.09698577284784181,0.13761781371906945,0.2637190068760275,0.29355642555498396,0.24870985559851655,0.46273079917532167
MYBL2,BCL2,1,-0.06868142042174843,-0.10154730327144121,-0.006951222984709132,-0.005119220476881907,-0.11459483934957446,0.06244772350666772,-0.2054914621143453
MYC,BCL2,1,0.010453874442516031,0.19183345390241943,-0.073859734047097,0.1290880683522734,0.07527976368323944,0.24139509192772038,-0.07520051873448876
NCOA3,BCL2,1,-0.1466117406838943,0.05161768710082895,0.13532283682500945,-0.0002141769029698279,-0.01307304699577448,-0.2720316263550357,0.22296222051238726
PGR,BCL2,1,0.4172073939051251,0.060585965758379545,0.3773353455394516,0.06830820923283693,0.058338698101642085,0.4191588416318157,0.33581436976727724
RUNX1,BCL2,1,0.1428261550432385,0.15199557109119788,0.16828412247091243,-0.007128510224883558,-0.07045921081033736,0.09253962179359404,0.08930132948544368
